UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-07-14 00:00:00,2024-07-17 00:00:00,3.1,5.448147275877221,289.61888478577634,286.6888358177968,12.908820066205791,0.6472475154831173,448.6902,88.20153,22.13011,0.0,1681.99999,279.90135
2023-07-14 01:00:00,2024-07-17 00:00:00,3.1,7.2064161484264275,289.74639280403693,287.1856537137272,0.0120778177571709,0.5988291782141546,452.22142,97.1642,24.47143,0.0,1593.00004,276.48981
2023-07-14 02:00:00,2024-07-17 00:00:00,3.1,7.2064161484264275,289.74639280403693,287.1856537137272,0.0120778177571709,0.5988291782141546,450.16808,109.41804,25.57344,2.0,1421.99998,305.74214
2023-07-14 03:00:00,2024-07-17 00:00:00,3.1,7.2064161484264275,289.74639280403693,287.1856537137272,0.0120778177571709,0.5988291782141546,443.08023,118.76564,25.73988,38.0,1180.00003,314.49193
2023-07-14 04:00:00,2024-07-17 00:00:00,3.1,8.377985407010822,290.29868608624207,287.25430414192704,14.817732330700805,0.9230523478440515,437.50205,125.40311,24.48944,173.00001,974.00001,309.95348
2023-07-14 05:00:00,2024-07-17 00:00:00,3.1,8.377985407010822,290.29868608624207,287.25430414192704,14.817732330700805,0.9230523478440515,458.44448,135.37249,25.32763,409.99999,842.00002,303.64536
2023-07-14 06:00:00,2024-07-17 00:00:00,3.1,8.377985407010822,290.29868608624207,287.25430414192704,14.817732330700805,0.9230523478440515,450.45568,138.32271,27.92546,672.00002,708.00001,312.90173
2023-07-14 07:00:00,2024-07-17 00:00:00,3.1,8.56609602515648,292.07918140012487,287.7475634900643,181.0633931486773,0.2810479670401239,448.95878,137.27705,25.47711,950.00003,648.99999,313.10914
2023-07-14 08:00:00,2024-07-17 00:00:00,3.1,8.56609602515648,292.07918140012487,287.7475634900643,181.0633931486773,0.2810479670401239,453.11987,142.32662,22.06744,1209.99996,654.00001,295.61277
2023-07-14 09:00:00,2024-07-17 00:00:00,3.1,8.56609602515648,292.07918140012487,287.7475634900643,181.0633931486773,0.2810479670401239,451.07374,141.20978,21.0417,1396.99996,658.99998,300.76657
2023-07-14 10:00:00,2024-07-17 00:00:00,3.1,7.681705578457178,294.30100661338986,288.6580611598728,348.0381269926546,0.4291870653780207,437.7029,127.96362,20.48626,1466.00001,684.0,300.47295
2023-07-14 11:00:00,2024-07-17 00:00:00,3.1,7.681705578457178,294.30100661338986,288.6580611598728,348.0381269926546,0.4291870653780207,423.06038,113.14037,19.67687,1470.99998,708.00001,302.86851
2023-07-14 12:00:00,2024-07-17 00:00:00,3.1,7.681705578457178,294.30100661338986,288.6580611598728,348.0381269926546,0.4291870653780207,423.72858,114.98388,21.8179,1398.00004,665.00003,300.81259
2023-07-14 13:00:00,2024-07-17 00:00:00,3.1,6.009852068304268,294.9821768915604,289.1388950412566,564.509738770678,0.1357213911189109,424.98096,127.17141,22.26124,1254.99997,586.99998,310.04588
2023-07-14 14:00:00,2024-07-17 00:00:00,3.1,6.009852068304268,294.9821768915604,289.1388950412566,564.509738770678,0.1357213911189109,429.0942,128.74375,21.70248,1069.99999,549.99998,303.44883
2023-07-14 15:00:00,2024-07-17 00:00:00,3.1,6.009852068304268,294.9821768915604,289.1388950412566,564.509738770678,0.1357213911189109,408.35736,128.09065,23.29079,806.00002,498.99999,309.76376
2023-07-14 16:00:00,2024-07-17 00:00:00,3.1,5.447822861312988,292.7385440877744,289.6198548784023,390.6726792542144,1.42522463268672,393.66512,125.56508,27.56573,538.00002,452.0,313.82049
2023-07-14 17:00:00,2024-07-17 00:00:00,3.1,5.447822861312988,292.7385440877744,289.6198548784023,390.6726792542144,1.42522463268672,386.89483,118.86403,29.90285,301.00001,435.0,336.01757
2023-07-14 18:00:00,2024-07-17 00:00:00,3.1,5.447822861312988,292.7385440877744,289.6198548784023,390.6726792542144,1.42522463268672,385.45812,122.3276,29.53247,104.0,471.0,331.81734
2023-07-14 19:00:00,2024-07-17 00:00:00,3.1,6.837279377749395,291.0721723616782,289.4449217273461,16.34806975989105,3.3744540182453573,380.08162,112.67298,26.71411,18.0,592.0,344.26675
2023-07-14 20:00:00,2024-07-17 00:00:00,3.1,6.837279377749395,291.0721723616782,289.4449217273461,16.34806975989105,3.3744540182453573,399.97046,110.0244,27.24861,1.0,770.99997,324.74373
2023-07-14 21:00:00,2024-07-17 00:00:00,3.1,6.837279377749395,291.0721723616782,289.4449217273461,16.34806975989105,3.3744540182453573,413.88242,116.05807,25.46231,0.0,941.99998,324.59635
2023-07-14 22:00:00,2024-07-17 00:00:00,3.1,6.850185600251288,290.59700468939855,288.4864849767397,8.174200095884828,3.923492677037067,440.43783,112.70652,26.22189,0.0,1529.0,319.38664
2023-07-14 23:00:00,2024-07-17 00:00:00,3.1,6.850185600251288,290.59700468939855,288.4864849767397,8.174200095884828,3.923492677037067,439.46774,105.57655,26.3843,0.0,1786.00002,310.92218
2023-07-15 00:00:00,2024-07-17 00:00:00,3.1,6.850185600251288,290.59700468939855,288.4864849767397,8.174200095884828,3.923492677037067,448.6902,88.20153,24.0831,0.0,1963.22752,281.1438
2023-07-15 01:00:00,2024-07-17 00:00:00,3.1,7.526199192260359,290.25720717555805,287.3961585186537,0.0313585003972954,0.2566594344174562,452.22142,97.1642,25.90855,0.0,1963.88884,277.76095
2023-07-15 02:00:00,2024-07-17 00:00:00,3.1,7.526199192260359,290.25720717555805,287.3961585186537,0.0313585003972954,0.2566594344174562,450.16808,109.41804,26.84472,47.20364,1935.20966,306.98009
2023-07-15 03:00:00,2024-07-17 00:00:00,3.1,7.526199192260359,290.25720717555805,287.3961585186537,0.0313585003972954,0.2566594344174562,443.08023,118.76564,27.0821,181.59036,1925.28182,315.72564
2023-07-15 04:00:00,2024-07-17 00:00:00,3.1,8.882337577447426,290.271364362902,286.9141037747745,40.6467707654847,0.7842894307471352,437.50205,125.40311,25.80594,336.70154,1953.91919,311.21098
