datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-07-22 11:00:00,5.370064242824988,302.3542106880615,287.6694244381191,543.7901805034084,2.990534539643195,4339.38657,4925.30251,5383.98298,7850.09156,2227.43057,1906.37639,145.69544
2023-07-22 12:00:00,5.370064242824988,302.3542106880615,287.6694244381191,543.7901805034084,2.990534539643195,4325.17447,4867.36006,5465.97764,7705.9474,1832.07592,1828.30992,146.63673
2023-07-22 13:00:00,5.345092389867103,301.3522925384044,287.3817256689557,657.4557740402383,3.207434702504456,4236.64692,4923.30057,5497.27389,7837.85755,1341.5495,1819.64352,146.63664
2023-07-22 14:00:00,5.345092389867103,301.3522925384044,287.3817256689557,657.4557740402383,3.207434702504456,4294.92021,4987.56404,5435.10044,8095.33522,876.91695,1758.74454,144.74871
2023-07-22 15:00:00,5.345092389867103,301.3522925384044,287.3817256689557,657.4557740402383,3.207434702504456,4281.3886,5061.94999,5453.41108,8357.93261,551.11868,1698.32261,145.77705
2023-07-22 16:00:00,2.879688813256202,295.636839912014,287.9255874058634,586.3952493476545,3.492231700909722,4378.39301,5069.18373,5424.68594,8300.45939,253.62906,1664.49991,148.41285
2023-07-22 17:00:00,2.879688813256202,295.636839912014,287.9255874058634,586.3952493476545,3.492231700909722,4369.32089,4991.08138,5505.42573,8017.42309,16.21346,1627.53504,151.90665
2023-07-22 18:00:00,2.879688813256202,295.636839912014,287.9255874058634,586.3952493476545,3.492231700909722,4376.0266,5105.31584,5534.91478,7828.86717,0.0,1654.97438,151.16437
2023-07-22 19:00:00,2.288393966398935,292.52598998488963,287.60025571180824,378.4102004281828,3.5898842407500298,4362.35317,5145.87951,5563.5712,7521.78743,0.0,1749.80035,149.81663
2023-07-22 20:00:00,2.288393966398935,292.52598998488963,287.60025571180824,378.4102004281828,3.5898842407500298,4290.6375,5141.60311,5406.31808,7045.92319,25.37455,1789.01725,149.5407
2023-07-22 21:00:00,2.288393966398935,292.52598998488963,287.60025571180824,378.4102004281828,3.5898842407500298,4183.9201,5087.52704,5614.37606,6697.87232,75.89093,1772.17723,152.36507
2023-07-22 22:00:00,2.045273722590525,291.2932167048167,287.3774841672924,0.0886413909511638,3.6849728824111714,4209.57705,5040.47711,5478.68485,6410.1873,74.17577,1713.87959,154.93136
2023-07-22 23:00:00,2.045273722590525,291.2932167048167,287.3774841672924,0.0886413909511638,3.6849728824111714,4278.17691,4967.08863,5493.3271,6379.3322,0.0,1658.4596,154.09356
2023-07-23 00:00:00,2.045273722590525,291.2932167048167,287.3774841672924,0.0886413909511638,3.6849728824111714,4515.68661,4864.56917,5320.55147,7312.48602,37.42577,2190.87201,156.39192
2023-07-23 01:00:00,1.964753759372428,290.44852848885785,287.16080290013247,0.0440759589310715,3.8328578077361337,4578.86317,4864.87859,5338.67864,7377.42554,0.0,2217.90581,158.60834
2023-07-23 02:00:00,1.964753759372428,290.44852848885785,287.16080290013247,0.0440759589310715,3.8328578077361337,4662.09294,4903.20316,5337.5251,7466.46084,0.0,2236.97376,157.03433
2023-07-23 03:00:00,1.964753759372428,290.44852848885785,287.16080290013247,0.0440759589310715,3.8328578077361337,4614.94689,4959.75703,5123.63548,7827.89063,49.57805,2220.597,157.11783
2023-07-23 04:00:00,2.2109291200474326,294.63370689132046,288.01120961900153,0.2275631460925279,4.093907856124295,4654.41543,4939.66146,5341.79951,7917.33669,254.45431,2146.1781,154.73989
2023-07-23 05:00:00,2.2109291200474326,294.63370689132046,288.01120961900153,0.2275631460925279,4.093907856124295,4576.50209,4936.5264,5287.61169,8073.22808,550.77443,2136.18144,157.45936
2023-07-23 06:00:00,2.2109291200474326,294.63370689132046,288.01120961900153,0.2275631460925279,4.093907856124295,4584.34006,5054.9452,5433.27759,8082.83361,973.13938,2199.63582,158.1451
2023-07-23 07:00:00,2.4207166579677395,299.1146641901971,287.13486436647185,84.59160554892736,4.376720794795907,4609.96372,5034.2009,5356.55139,8075.18217,1407.54655,2098.08998,158.70523
2023-07-23 08:00:00,2.4207166579677395,299.1146641901971,287.13486436647185,84.59160554892736,4.376720794795907,4426.31177,4987.75366,5531.39086,8386.79807,1822.72562,1994.48315,156.7888
2023-07-23 09:00:00,2.4207166579677395,299.1146641901971,287.13486436647185,84.59160554892736,4.376720794795907,4613.26564,4862.95592,5477.20145,8532.72303,2106.35438,1965.09007,155.71138
2023-07-23 10:00:00,3.19986944615483,301.5178620784051,286.0145954536863,594.6693744395554,4.739016619804908,4636.88777,4759.91548,5325.26697,8526.44606,2167.04583,1987.45941,155.15511
2023-07-23 11:00:00,3.19986944615483,301.5178620784051,286.0145954536863,594.6693744395554,4.739016619804908,4641.96982,4958.13341,5433.0059,8290.15922,2005.02263,1986.54419,156.10878
2023-07-23 12:00:00,3.19986944615483,301.5178620784051,286.0145954536863,594.6693744395554,4.739016619804908,4628.59502,4899.97879,5515.83256,8132.803,1653.31896,1904.55416,157.18359
2023-07-23 13:00:00,3.2587525576907552,301.0603503611133,285.80576644677666,700.7440732719242,5.056778971343074,4533.66505,4956.35737,5547.14734,8266.71661,1214.25268,1894.5511,157.1265
2023-07-23 14:00:00,3.2587525576907552,301.0603503611133,285.80576644677666,700.7440732719242,5.056778971343074,4594.06238,5020.89917,5484.39376,8531.41768,797.27663,1830.8386,155.13472
2023-07-23 15:00:00,3.2587525576907552,301.0603503611133,285.80576644677666,700.7440732719242,5.056778971343074,4579.36288,5095.77745,5503.10969,8806.77093,504.35635,1767.69103,156.12197
2023-07-23 16:00:00,2.22063360478142,295.4837192128351,286.517151797791,571.930584939253,5.195027048625877,4684.3704,5102.75908,5474.29186,8748.58776,235.96,1731.59235,158.75855
2023-07-23 17:00:00,2.22063360478142,295.4837192128351,286.517151797791,571.930584939253,5.195027048625877,4675.49304,5023.9257,5555.47178,8452.30931,22.86856,1691.8315,162.32583
2023-07-23 18:00:00,2.22063360478142,295.4837192128351,286.517151797791,571.930584939253,5.195027048625877,4679.21444,5138.79607,5585.17083,8250.83707,0.0,1717.88219,161.71167
2023-07-23 19:00:00,2.1459971501895163,292.8233615851684,286.0123153071628,371.6448513336392,5.218737045563286,4663.85409,5179.55546,5614.02542,7932.19673,0.0,1814.95086,160.32308
2023-07-23 20:00:00,2.1459971501895163,292.8233615851684,286.0123153071628,371.6448513336392,5.218737045563286,4585.10345,5175.05956,5455.60789,7431.23547,31.03605,1857.81893,159.96968
2023-07-23 21:00:00,2.1459971501895163,292.8233615851684,286.0123153071628,371.6448513336392,5.218737045563286,4471.85047,5120.80882,5665.15566,7070.96787,75.38134,1843.08648,162.7661
2023-07-23 22:00:00,1.9377861320553,291.53391343894145,285.81820326003617,0.078446046696636,5.230143910551031,4501.82375,5073.21413,5528.5452,6770.4075,73.12555,1783.99514,165.56893
2023-07-23 23:00:00,1.9377861320553,291.53391343894145,285.81820326003617,0.078446046696636,5.230143910551031,4574.11837,4999.38026,5543.33863,6739.01032,0.0,1727.09008,164.81972
2023-07-24 00:00:00,1.9377861320553,291.53391343894145,285.81820326003617,0.078446046696636,5.230143910551031,4649.8594,4845.57196,5449.25045,7062.77384,33.05384,2033.78598,169.78013
2023-07-24 01:00:00,1.883498554962058,290.82147399799385,285.8736018262461,0.0391054980934872,5.232895965225308,4715.93238,4846.01186,5467.88807,7224.91455,0.0,2060.98655,172.24091
2023-07-24 02:00:00,1.883498554962058,290.82147399799385,285.8736018262461,0.0391054980934872,5.232895965225308,4801.66206,4884.61902,5465.25272,7472.82964,0.0,2080.07926,170.39371
2023-07-24 03:00:00,1.883498554962058,290.82147399799385,285.8736018262461,0.0391054980934872,5.232895965225308,4753.4207,4941.02443,5247.50101,7977.35397,38.62247,2067.01095,170.48679
2023-07-24 04:00:00,2.116474743009289,296.8258946080724,287.21992720538816,0.1967911405126035,5.235495448061018,4793.16523,4920.94379,5472.15609,8169.88619,222.61489,1999.531,167.88522
2023-07-24 05:00:00,2.116474743009289,296.8258946080724,287.21992720538816,0.1967911405126035,5.235495448061018,4713.26368,4917.59778,5416.4219,8408.78178,490.08091,1993.49381,170.91308
2023-07-24 06:00:00,2.116474743009289,296.8258946080724,287.21992720538816,0.1967911405126035,5.235495448061018,4719.43838,5035.83306,5563.96115,8420.00568,873.49476,2064.3965,171.67475
2023-07-24 07:00:00,2.7577206331070867,302.1473945715752,286.69463067838825,96.75245538068016,5.26893477309572,4745.8717,5015.15919,5485.80972,8367.7445,1268.26096,1971.37603,172.25744
2023-07-24 08:00:00,2.7577206331070867,302.1473945715752,286.69463067838825,96.75245538068016,5.26893477309572,4557.69667,4968.85217,5663.90047,8614.11726,1647.4253,1872.02204,170.01125
2023-07-24 09:00:00,2.7577206331070867,302.1473945715752,286.69463067838825,96.75245538068016,5.26893477309572,4749.80583,4844.36842,5609.47773,8699.05135,1907.31141,1844.095,168.93126
2023-07-24 10:00:00,3.226509353637595,304.7302876081835,285.2749414604389,663.9931738779756,5.269712347387399,4773.65169,4741.66179,5454.60841,8653.89016,1965.37669,1867.39891,168.52669
2023-07-24 11:00:00,3.226509353637595,304.7302876081835,285.2749414604389,663.9931738779756,5.269712347387399,4779.29071,4939.23254,5563.92663,8369.16835,1822.03276,1867.77772,169.21979
2023-07-24 12:00:00,3.226509353637595,304.7302876081835,285.2749414604389,663.9931738779756,5.269712347387399,4766.29511,4881.20015,5648.97536,8173.77363,1506.24356,1791.60005,170.45645
2023-07-24 13:00:00,3.516787886141317,304.40186718692354,285.3991305864796,760.978926991201,5.283427243607397,4668.45973,4937.32602,5680.33936,8380.11182,1109.51695,1783.57714,170.31443
2023-07-24 14:00:00,3.516787886141317,304.40186718692354,285.3991305864796,760.978926991201,5.283427243607397,4729.82054,5001.70777,5616.03526,8719.26463,731.75116,1724.03303,168.11845
2023-07-24 15:00:00,3.516787886141317,304.40186718692354,285.3991305864796,760.978926991201,5.283427243607397,4714.59137,5076.30254,5635.83505,9052.03186,465.88184,1664.92332,169.00966
2023-07-24 16:00:00,3.269240418016638,298.1606844413637,286.6557135023381,605.213010971956,5.300094718111147,4823.23106,5083.42958,5606.76887,9004.07136,221.42246,1632.19654,171.65896
2023-07-24 17:00:00,3.269240418016638,298.1606844413637,286.6557135023381,605.213010971956,5.300094718111147,4814.44259,5005.0172,5689.12375,8672.14047,28.34417,1596.57752,175.28268
2023-07-24 18:00:00,3.269240418016638,298.1606844413637,286.6557135023381,605.213010971956,5.300094718111147,4816.809,5119.52114,5719.38471,8356.46828,0.0,1624.68576,174.85924
2023-07-24 19:00:00,3.2484936923597605,295.22464257105355,286.6286956253954,383.47136350055575,5.3064814776571785,4800.68327,5160.16774,5748.76829,7921.195,0.0,1718.43188,173.40637
2023-07-24 20:00:00,3.2484936923597605,295.22464257105355,286.6286956253954,383.47136350055575,5.3064814776571785,4718.74024,5155.79835,5587.24076,7287.55242,35.69415,1755.89084,172.94031
2023-07-24 21:00:00,3.2484936923597605,295.22464257105355,286.6286956253954,383.47136350055575,5.3064814776571785,4602.52092,5101.64821,5800.76664,6819.53414,74.96206,1738.0359,175.69245
2023-07-24 22:00:00,2.8927566130739706,293.58701773055554,287.0612441786664,0.0547363851926841,5.40981962826766,4634.45311,5054.36721,5661.70174,6458.3285,72.26147,1680.12068,178.78309
2023-07-24 23:00:00,2.8927566130739706,293.58701773055554,287.0612441786664,0.0547363851926841,5.40981962826766,4708.42433,4980.78941,5676.89822,6445.86886,2.7408,1625.41567,178.12883
