,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-30 00:00:00,2023-09-02 22:35:24,3.0,479.3,4475.0,1776.0,173.0,1403.0,662.0,111.0
1,2023-08-30 01:00:00,2023-09-02 22:35:24,3.0,487.5,4417.0,1807.0,173.0,1001.0,880.0,114.0
2,2023-08-30 02:00:00,2023-09-02 22:35:24,3.0,514.26,4403.0,1924.0,173.0,238.0,1167.0,116.0
3,2023-08-30 03:00:00,2023-09-02 22:35:24,3.0,516.8,4310.0,1925.0,170.0,0.0,1325.0,121.0
4,2023-08-30 04:00:00,2023-09-02 22:35:24,3.0,497.32,3927.0,1934.0,171.0,0.0,1427.0,121.0
5,2023-08-30 05:00:00,2023-09-02 22:35:24,3.0,509.88,4066.0,1930.0,172.0,0.0,1309.0,124.0
6,2023-08-30 06:00:00,2023-09-02 22:35:24,3.0,521.56,4022.0,1925.0,173.0,0.0,1119.0,123.0
7,2023-08-30 07:00:00,2023-09-02 22:35:24,3.0,525.66,3798.0,1664.0,172.0,0.0,1040.0,124.0
8,2023-08-30 08:00:00,2023-09-02 22:35:24,3.0,524.26,3828.0,1620.0,173.0,0.0,1084.0,128.0
9,2023-08-30 09:00:00,2023-09-02 22:35:24,3.0,541.93,3766.0,1618.0,173.0,0.0,837.0,129.0
10,2023-08-30 10:00:00,2023-09-02 22:35:24,3.0,549.17,3499.0,1650.0,172.0,0.0,639.0,129.0
11,2023-08-30 11:00:00,2023-09-02 22:35:24,3.0,551.6,3488.0,1644.0,170.0,0.0,612.0,129.0
12,2023-08-30 12:00:00,2023-09-02 22:35:24,3.0,550.86,3488.0,1599.0,172.0,0.0,633.0,132.0
13,2023-08-30 13:00:00,2023-09-02 22:35:24,3.0,556.63,3762.0,1577.0,174.0,0.0,676.0,130.0
14,2023-08-30 14:00:00,2023-09-02 22:35:24,3.0,528.64,3848.0,1565.0,172.0,250.0,804.0,132.0
15,2023-08-30 15:00:00,2023-09-02 22:35:24,3.0,438.05,3335.0,1464.0,173.0,1088.0,1004.0,132.0
16,2023-08-30 16:00:00,2023-09-02 22:35:24,3.0,347.52,2459.0,1354.0,172.0,1466.0,1450.0,125.0
17,2023-08-30 17:00:00,2023-09-02 22:35:24,3.0,298.64,1911.0,1428.0,170.0,1517.0,1712.0,114.0
18,2023-08-30 18:00:00,2023-09-02 22:35:24,3.0,297.93,1984.0,1360.0,171.0,1529.0,1812.0,114.0
19,2023-08-30 19:00:00,2023-09-02 22:35:24,3.0,294.74,2175.0,1443.0,170.0,1553.0,2190.0,117.0
20,2023-08-30 20:00:00,2023-09-02 22:35:24,3.0,294.34,2291.0,1529.0,174.0,1526.0,2428.0,116.0
21,2023-08-30 21:00:00,2023-09-02 22:35:24,3.0,319.07,2728.0,1601.0,173.0,1500.0,2443.0,113.0
22,2023-08-30 22:00:00,2023-09-02 22:35:24,3.0,323.94,2938.0,1596.0,171.0,1493.0,2607.0,115.0
23,2023-08-30 23:00:00,2023-09-02 22:35:24,3.0,334.66,3144.0,1669.0,172.0,1452.0,2630.0,114.0
