datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-02 00:00:00,2023-09-03 16:44:46,3.0,3.591402276057562,292.3732324690327,280.78416451641004,47.75353544041491,0.9190038311982366,3859.15377,1587.33824,168.86594,5481.8798,2375.10007,369.27926
2023-09-02 01:00:00,2023-09-03 16:44:46,3.0,3.591402276057562,292.3732324690327,280.78416451641004,47.75353544041491,0.9190038311982366,3923.67027,1603.01226,168.17592,1769.37004,2151.64001,334.53581
2023-09-02 02:00:00,2023-09-03 16:44:46,3.0,3.591402276057562,292.3732324690327,280.78416451641004,47.75353544041491,0.9190038311982366,3908.05106,1592.80225,167.8084,45.58,1845.21992,286.89378
2023-09-02 03:00:00,2023-09-03 16:44:46,3.0,3.591402276057562,292.3732324690327,280.78416451641004,47.75353544041491,0.9190038311982366,3830.44938,1603.37024,166.05888,0.0,1611.06998,250.48828
2023-09-02 04:00:00,2023-09-03 16:44:46,3.0,2.980086746788497,291.0566061175593,281.17012732269046,47.75353544041491,0.9190038311982366,3837.51552,1550.27025,166.19182,0.0,1452.07997,225.7686
2023-09-02 05:00:00,2023-09-03 16:44:46,3.0,2.980086746788497,291.0566061175593,281.17012732269046,47.75353544041491,0.9190038311982366,3814.57339,1559.64626,167.08194,0.0,1335.57004,207.6537
2023-09-02 06:00:00,2023-09-03 16:44:46,3.0,2.980086746788497,291.0566061175593,281.17012732269046,47.75353544041491,0.9190038311982366,3782.14476,1585.93806,167.15564,0.0,1237.25997,192.3685
2023-09-02 07:00:00,2023-09-03 16:44:46,3.0,2.637712140870331,290.08183057422457,281.2880465028233,23.87658492609678,1.3895805342265144,3757.73352,1616.46776,166.99648,0.0,1183.14999,183.95551
2023-09-02 08:00:00,2023-09-03 16:44:46,3.0,2.637712140870331,290.08183057422457,281.2880465028233,23.87658492609678,1.3895805342265144,3779.45493,1658.69437,169.03056,0.0,1007.77002,156.68753
2023-09-02 09:00:00,2023-09-03 16:44:46,3.0,2.637712140870331,290.08183057422457,281.2880465028233,23.87658492609678,1.3895805342265144,3772.16739,1674.64604,164.36683,0.0,848.44001,131.91499
2023-09-02 10:00:00,2023-09-03 16:44:46,3.0,2.372895884654524,289.22732742879884,281.3498477537896,0.0,1.6159546525381163,3725.60163,1668.15192,165.64435,0.0,731.77996,113.77675
2023-09-02 11:00:00,2023-09-03 16:44:46,3.0,2.372895884654524,289.22732742879884,281.3498477537896,0.0,1.6159546525381163,3637.54034,1643.29346,163.76187,0.0,657.65,102.25106
