datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,4.44549303500787,292.94245773310115,272.79213080609344,173.27567482555003,0.332776882984606,3002.58438,974.0402,184.72766,11036.26044,4055.50005,630.54693
2023-06-27 01:00:00,4.44549303500787,292.94245773310115,272.79213080609344,173.27567482555003,0.332776882984606,3019.34708,970.72775,184.14904,6677.43999,4104.36996,638.14519
2023-06-27 02:00:00,4.44549303500787,292.94245773310115,272.79213080609344,173.27567482555003,0.332776882984606,2930.9499,961.40779,183.59758,1746.83001,4250.10005,660.80323
2023-06-27 03:00:00,4.44549303500787,292.94245773310115,272.79213080609344,173.27567482555003,0.332776882984606,2761.66558,958.05214,181.67967,6.09,4194.19,652.11036
2023-06-27 04:00:00,3.3033318167478933,290.0452311997849,273.23827067683635,173.27567482555003,0.332776882984606,2668.16982,930.94989,182.00194,0.0,4226.61016,657.15103
2023-06-27 05:00:00,3.3033318167478933,290.0452311997849,273.23827067683635,173.27567482555003,0.332776882984606,2578.42934,951.53459,182.83561,0.0,4272.14988,664.23152
2023-06-27 06:00:00,3.3033318167478933,290.0452311997849,273.23827067683635,173.27567482555003,0.332776882984606,2514.24522,974.15521,182.94498,0.0,4312.40001,670.48959
2023-06-27 07:00:00,2.7159033634227057,288.4395940547183,273.52310019651844,86.67408197966235,0.5202691265056913,2505.55741,979.33964,182.7284,0.0,4406.75985,685.16061
2023-06-27 08:00:00,2.7159033634227057,288.4395940547183,273.52310019651844,86.67408197966235,0.5202691265056913,2551.14223,994.3309,184.8316,0.0,4367.39005,679.03941
2023-06-27 09:00:00,2.7159033634227057,288.4395940547183,273.52310019651844,86.67408197966235,0.5202691265056913,2577.48039,1000.4956,179.83221,0.0,4311.54997,670.35743
2023-06-27 10:00:00,2.385284551340021,287.15347741413666,273.76202322235525,0.0,0.5685641984339277,2605.51665,990.55815,181.27216,0.0,4189.35989,651.35938
2023-06-27 11:00:00,2.385284551340021,287.15347741413666,273.76202322235525,0.0,0.5685641984339277,2613.64176,971.69484,179.29086,0.0,3994.89008,621.12332
2023-06-27 12:00:00,2.385284551340021,287.15347741413666,273.76202322235525,0.0,0.5685641984339277,2601.0777,1004.44334,181.12178,45.7,3730.67986,580.04406
2023-06-27 13:00:00,3.4007971000859523,292.8406853822346,274.13777089250254,0.2010405303233496,0.6124217316949796,2548.13122,1010.47613,180.0422,2600.85011,3335.17003,518.55041
