datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-06 00:00:00,3.6450380034154426,294.2478469074346,275.9270921792197,134.7963276404651,0.2658989833335579,3880.42698,1292.01848,216.03071,10526.18992,2769.04001,430.52882
2023-08-06 01:00:00,3.6450380034154426,294.2478469074346,275.9270921792197,134.7963276404651,0.2658989833335579,4004.80772,1298.55007,215.67189,5663.27023,3059.0001,475.61166
2023-08-06 02:00:00,3.6450380034154426,294.2478469074346,275.9270921792197,134.7963276404651,0.2658989833335579,4045.615,1288.76866,214.75746,1082.93995,3305.64006,513.95911
2023-08-06 03:00:00,3.6450380034154426,294.2478469074346,275.9270921792197,134.7963276404651,0.2658989833335579,4000.83508,1292.63196,212.50727,0.01,3504.5,544.87774
2023-08-06 04:00:00,2.946442400476585,292.0036840732526,276.06345602666784,134.7963276404651,0.2658989833335579,4037.10188,1252.05056,213.20316,0.0,3602.10997,560.05408
2023-08-06 05:00:00,2.946442400476585,292.0036840732526,276.06345602666784,134.7963276404651,0.2658989833335579,4018.17155,1266.82385,213.9254,0.0,3621.84987,563.12323
2023-08-06 06:00:00,2.946442400476585,292.0036840732526,276.06345602666784,134.7963276404651,0.2658989833335579,3976.51509,1291.34787,214.10518,0.0,3567.26013,554.63565
2023-08-06 07:00:00,2.4333606863856865,290.3630469272565,276.024840644164,67.39783134028748,0.4162880373631856,3922.5762,1309.67323,213.77533,0.0,3533.90987,549.45037
2023-08-06 08:00:00,2.4333606863856865,290.3630469272565,276.024840644164,67.39783134028748,0.4162880373631856,3914.38223,1338.78537,216.01492,0.0,3362.03013,522.7266
2023-08-06 09:00:00,2.4333606863856865,290.3630469272565,276.024840644164,67.39783134028748,0.4162880373631856,3880.29629,1350.02418,210.35313,0.0,3168.28992,492.60398
2023-08-06 10:00:00,2.149972256607476,289.01715980653967,276.1185707291536,0.0,0.450178980158,3813.23631,1341.87211,212.11361,0.0,2947.66002,458.30056
2023-08-06 11:00:00,2.149972256607476,289.01715980653967,276.1185707291536,0.0,0.450178980158,3695.09223,1319.90051,209.9373,0.0,2702.53999,420.18944
2023-08-06 12:00:00,2.149972256607476,289.01715980653967,276.1185707291536,0.0,0.450178980158,3655.53807,1356.92617,212.00172,0.21,2422.38007,376.63033
2023-08-06 13:00:00,2.260593764648896,293.7988619272569,276.6649412404368,0.0003664056640228,0.476673919489088,3573.1116,1374.8388,210.79994,1387.66996,2089.36999,324.8541
2023-08-06 14:00:00,2.260593764648896,293.7988619272569,276.6649412404368,0.0003664056640228,0.476673919489088,3445.67624,1336.35821,211.51866,6374.76003,1692.89994,263.21116
2023-08-06 15:00:00,2.260593764648896,293.7988619272569,276.6649412404368,0.0003664056640228,0.476673919489088,3357.92924,1312.99053,213.15073,11021.63983,1277.91997,198.6903
2023-08-06 16:00:00,3.856371127319137,298.6660681351025,275.73895816996674,164.01147845542926,0.5200258365246154,3255.28422,1295.24086,213.1511,12681.98991,947.27996,147.28257
2023-08-06 17:00:00,3.856371127319137,298.6660681351025,275.73895816996674,164.01147845542926,0.5200258365246154,3242.0311,1297.58573,212.76142,13302.73954,741.02996,115.21493
2023-08-06 18:00:00,3.856371127319137,298.6660681351025,275.73895816996674,164.01147845542926,0.5200258365246154,3333.73454,1311.61627,212.51304,13611.16021,677.32002,105.30935
