UTC time,solar,nuclear,nat_gas,other,oil,hydro,coal,wind
2019-01-01 23:00:00,7.0,34755.0,22672.0,560.0,72.0,3918.0,22540.0,1060.0
2019-01-02 00:00:00,7.0,34758.0,21944.0,582.0,70.0,3979.0,22649.0,915.0
2019-01-02 01:00:00,7.0,34755.0,21762.0,575.0,70.0,3478.0,21352.0,670.0
2019-01-02 02:00:00,7.0,34776.0,22629.0,582.0,73.0,2944.0,22390.0,437.0
2019-01-02 03:00:00,7.0,34765.0,20378.0,580.0,75.0,2164.0,22082.0,372.0
2019-01-02 04:00:00,7.0,34758.0,16181.0,572.0,73.0,2168.0,20486.0,297.0
2019-01-02 05:00:00,4.0,34710.0,13479.0,557.0,211.0,2100.0,16101.0,4446.0
2019-01-02 06:00:00,7.0,34798.0,17006.0,563.0,77.0,2062.0,18332.0,301.0
2019-01-02 07:00:00,7.0,34782.0,16858.0,572.0,80.0,2058.0,18213.0,338.0
2019-01-02 08:00:00,7.0,34793.0,16948.0,576.0,83.0,2036.0,18048.0,295.0
2019-01-02 09:00:00,7.0,34767.0,17408.0,575.0,87.0,2038.0,17720.0,296.0
2019-01-02 10:00:00,7.0,34788.0,20925.0,585.0,86.0,2080.0,18631.0,278.0
2019-01-02 11:00:00,7.0,34784.0,24826.0,582.0,85.0,2584.0,20477.0,208.0
2019-01-02 12:00:00,7.0,34782.0,27732.0,589.0,86.0,3024.0,23632.0,193.0
2019-01-02 13:00:00,52.0,34809.0,27461.0,570.0,89.0,3056.0,24056.0,337.0
2019-01-02 14:00:00,119.0,34791.0,27966.0,579.0,87.0,3185.0,23932.0,594.0
2019-01-02 15:00:00,199.0,34792.0,29230.0,568.0,81.0,3502.0,24188.0,573.0
2019-01-02 16:00:00,310.0,34798.0,29499.0,551.0,80.0,2523.0,23994.0,921.0
2019-01-02 17:00:00,284.0,34792.0,28529.0,567.0,76.0,2152.0,23391.0,1750.0
2019-01-02 18:00:00,226.0,34773.0,28848.0,554.0,76.0,2163.0,23517.0,2267.0
2019-01-02 19:00:00,148.0,34782.0,28526.0,558.0,124.0,2138.0,22849.0,2724.0
2019-01-02 20:00:00,90.0,34782.0,27517.0,580.0,150.0,2136.0,22076.0,3338.0
2019-01-02 21:00:00,8.0,34782.0,28708.0,577.0,168.0,2881.0,22757.0,3411.0
2019-01-02 22:00:00,4.0,34766.0,29493.0,573.0,184.0,5586.0,23967.0,3446.0
2019-01-02 23:00:00,4.0,34748.0,29728.0,578.0,184.0,6147.0,24311.0,3642.0
2019-01-03 00:00:00,4.0,34756.0,29209.0,579.0,197.0,4378.0,23914.0,3767.0
2019-01-03 01:00:00,4.0,34752.0,28621.0,580.0,203.0,4813.0,23480.0,3622.0
2019-01-03 02:00:00,4.0,34622.0,27492.0,582.0,212.0,2167.0,22382.0,3564.0
2019-01-03 03:00:00,4.0,34559.0,24211.0,566.0,214.0,2164.0,21096.0,3458.0
2019-01-03 04:00:00,4.0,34606.0,20407.0,574.0,217.0,2143.0,20243.0,3013.0
2019-01-03 05:00:00,7.0,34771.0,16882.0,571.0,76.0,2082.0,18394.0,301.0
2019-01-03 06:00:00,4.0,34753.0,17143.0,584.0,215.0,1994.0,18013.0,2723.0
2019-01-03 07:00:00,4.0,34761.0,16803.0,579.0,221.0,1995.0,17774.0,2719.0
2019-01-03 08:00:00,4.0,34795.0,16519.0,580.0,223.0,1996.0,17587.0,3011.0
2019-01-03 09:00:00,4.0,34767.0,16746.0,568.0,223.0,1996.0,17767.0,2986.0
2019-01-03 10:00:00,4.0,34786.0,18248.0,548.0,226.0,2044.0,18329.0,2870.0
2019-01-03 11:00:00,4.0,34770.0,22958.0,576.0,225.0,2756.0,19147.0,2798.0
2019-01-03 12:00:00,4.0,34770.0,26152.0,569.0,226.0,4305.0,20458.0,2772.0
2019-01-03 13:00:00,12.0,34779.0,26776.0,571.0,224.0,3352.0,21316.0,2542.0
2019-01-03 14:00:00,58.0,34784.0,26124.0,560.0,221.0,3405.0,21094.0,2385.0
2019-01-03 15:00:00,116.0,34758.0,27315.0,550.0,221.0,3000.0,21374.0,2229.0
2019-01-03 16:00:00,190.0,34777.0,27119.0,560.0,222.0,2314.0,21034.0,2048.0
2019-01-03 17:00:00,196.0,34768.0,27124.0,553.0,217.0,2138.0,20966.0,1810.0
2019-01-03 18:00:00,162.0,34775.0,27056.0,557.0,215.0,2114.0,20741.0,1753.0
2019-01-03 19:00:00,133.0,34764.0,26088.0,539.0,217.0,2158.0,20210.0,2375.0
2019-01-03 20:00:00,75.0,34784.0,26332.0,540.0,211.0,2172.0,19762.0,2438.0
2019-01-03 21:00:00,8.0,34788.0,26827.0,558.0,213.0,2985.0,19990.0,2455.0
2019-01-03 22:00:00,1.0,34775.0,28217.0,565.0,209.0,5686.0,20816.0,2856.0
2019-01-03 23:00:00,1.0,34781.0,28848.0,559.0,210.0,6079.0,21656.0,4042.0
2019-01-04 00:00:00,1.0,34785.0,29305.0,553.0,207.0,4583.0,22133.0,4036.0
2019-01-04 01:00:00,1.0,34760.0,28906.0,574.0,208.0,2882.0,21817.0,4515.0
2019-01-04 02:00:00,1.0,34756.0,28520.0,578.0,209.0,2003.0,21430.0,4449.0
2019-01-04 03:00:00,1.0,34784.0,25024.0,582.0,211.0,1963.0,20482.0,5031.0
2019-01-04 04:00:00,1.0,34781.0,23923.0,575.0,211.0,1970.0,18899.0,4290.0
2019-01-04 05:00:00,4.0,34719.0,17967.0,568.0,214.0,2056.0,18956.0,3043.0
2019-01-04 06:00:00,1.0,34799.0,20926.0,567.0,212.0,1992.0,17334.0,4089.0
2019-01-04 07:00:00,1.0,34817.0,21470.0,573.0,212.0,1990.0,17676.0,3326.0
2019-01-04 08:00:00,1.0,34807.0,21462.0,579.0,218.0,2002.0,17744.0,3059.0
2019-01-04 09:00:00,1.0,34799.0,22004.0,592.0,222.0,2003.0,18155.0,3264.0
2019-01-04 10:00:00,1.0,34807.0,24223.0,594.0,220.0,2068.0,18836.0,2717.0
2019-01-04 11:00:00,1.0,34813.0,27361.0,590.0,220.0,3680.0,21544.0,2181.0
2019-01-04 12:00:00,1.0,34794.0,29270.0,582.0,221.0,5052.0,23190.0,2191.0
2019-01-04 13:00:00,23.0,34804.0,29287.0,591.0,220.0,3850.0,24394.0,1482.0
2019-01-04 14:00:00,124.0,34793.0,29124.0,600.0,220.0,3031.0,24338.0,1221.0
2019-01-04 15:00:00,218.0,34814.0,28501.0,614.0,219.0,2131.0,24171.0,930.0
2019-01-04 16:00:00,253.0,34798.0,28311.0,601.0,220.0,2158.0,23171.0,606.0
2019-01-04 17:00:00,225.0,34798.0,27852.0,598.0,220.0,2166.0,22023.0,481.0
2019-01-04 18:00:00,137.0,34716.0,27666.0,600.0,220.0,2146.0,21915.0,523.0
2019-01-04 19:00:00,75.0,34669.0,27850.0,600.0,219.0,2162.0,21339.0,631.0
2019-01-04 20:00:00,28.0,34645.0,27512.0,600.0,217.0,2158.0,21153.0,798.0
2019-01-04 21:00:00,4.0,34646.0,27820.0,592.0,217.0,2399.0,21293.0,1146.0
2019-01-04 22:00:00,1.0,34646.0,28671.0,589.0,216.0,3210.0,23241.0,1198.0
2019-01-04 23:00:00,1.0,34637.0,29180.0,599.0,213.0,3182.0,24284.0,1386.0
2019-01-05 00:00:00,1.0,34647.0,28585.0,596.0,212.0,2695.0,22772.0,1806.0
2019-01-05 01:00:00,1.0,34650.0,28096.0,603.0,210.0,2202.0,21406.0,1911.0
2019-01-05 02:00:00,1.0,34644.0,26172.0,592.0,209.0,2139.0,20019.0,2700.0
2019-01-05 03:00:00,1.0,34478.0,24628.0,577.0,212.0,2178.0,19134.0,2628.0
2019-01-05 04:00:00,1.0,34205.0,22592.0,576.0,213.0,2157.0,18498.0,2996.0
2019-01-05 05:00:00,1.0,34802.0,21776.0,582.0,211.0,1988.0,18307.0,3909.0
2019-01-05 06:00:00,1.0,34404.0,20034.0,564.0,157.0,2046.0,19243.0,2928.0
2019-01-05 07:00:00,1.0,34424.0,19013.0,575.0,83.0,2048.0,19355.0,2813.0
2019-01-05 08:00:00,1.0,34426.0,19586.0,578.0,83.0,2088.0,17942.0,2454.0
2019-01-05 09:00:00,1.0,34455.0,20118.0,576.0,85.0,2068.0,18436.0,2222.0
2019-01-05 10:00:00,1.0,34486.0,20043.0,575.0,87.0,2072.0,18927.0,2107.0
2019-01-05 11:00:00,1.0,34463.0,20334.0,550.0,87.0,2031.0,19168.0,2283.0
2019-01-05 12:00:00,1.0,34483.0,22285.0,553.0,86.0,2176.0,19199.0,3005.0
2019-01-05 13:00:00,100.0,34499.0,22888.0,576.0,87.0,2103.0,20847.0,3154.0
2019-01-05 14:00:00,249.0,34498.0,23552.0,579.0,86.0,2108.0,21376.0,3159.0
2019-01-05 15:00:00,346.0,34503.0,24189.0,582.0,86.0,2018.0,22209.0,2669.0
2019-01-05 16:00:00,347.0,34514.0,24086.0,587.0,97.0,2035.0,21463.0,2490.0
2019-01-05 17:00:00,260.0,34543.0,23414.0,587.0,87.0,2078.0,20388.0,2816.0
2019-01-05 18:00:00,305.0,34538.0,22630.0,593.0,83.0,2043.0,19380.0,2822.0
2019-01-05 19:00:00,431.0,34546.0,21347.0,587.0,81.0,1980.0,18580.0,3215.0
2019-01-05 20:00:00,342.0,34528.0,21646.0,586.0,81.0,2008.0,17524.0,3652.0
2019-01-05 21:00:00,85.0,34525.0,21784.0,587.0,78.0,1989.0,17548.0,3690.0
2019-01-05 22:00:00,1.0,34546.0,24356.0,585.0,76.0,3098.0,19273.0,3740.0
2019-01-05 23:00:00,1.0,34573.0,23915.0,571.0,75.0,3143.0,20793.0,4743.0
2019-01-06 00:00:00,1.0,34572.0,23918.0,574.0,73.0,2560.0,19884.0,5210.0
2019-01-06 01:00:00,1.0,34381.0,23607.0,590.0,74.0,2150.0,19188.0,5375.0
2019-01-06 02:00:00,1.0,34119.0,22575.0,594.0,75.0,2116.0,19012.0,5321.0
2019-01-06 03:00:00,1.0,33753.0,21603.0,587.0,77.0,2130.0,19181.0,4869.0
2019-01-06 04:00:00,1.0,33591.0,19351.0,591.0,78.0,2103.0,18590.0,4342.0
2019-01-06 05:00:00,1.0,34288.0,20769.0,568.0,191.0,2101.0,18769.0,2928.0
2019-01-06 06:00:00,1.0,33716.0,17835.0,586.0,80.0,2037.0,18286.0,3419.0
2019-01-06 07:00:00,1.0,33720.0,18272.0,584.0,83.0,2003.0,18486.0,3063.0
2019-01-06 08:00:00,1.0,33718.0,18256.0,588.0,84.0,1991.0,18289.0,3154.0
2019-01-06 09:00:00,1.0,33714.0,18360.0,597.0,89.0,2003.0,18511.0,3252.0
2019-01-06 10:00:00,1.0,33712.0,18340.0,595.0,88.0,2001.0,18564.0,3576.0
2019-01-06 11:00:00,1.0,33722.0,18381.0,588.0,90.0,1955.0,18678.0,3951.0
2019-01-06 12:00:00,1.0,33722.0,19312.0,593.0,88.0,2006.0,19236.0,4330.0
2019-01-06 13:00:00,148.0,33728.0,19607.0,598.0,87.0,2011.0,20023.0,4944.0
2019-01-06 14:00:00,451.0,33724.0,19983.0,586.0,87.0,1985.0,19982.0,4763.0
2019-01-06 15:00:00,522.0,33590.0,20008.0,578.0,86.0,2020.0,19360.0,4301.0
2019-01-06 16:00:00,591.0,33640.0,19530.0,595.0,85.0,2023.0,18229.0,4176.0
2019-01-06 17:00:00,649.0,33650.0,19362.0,615.0,87.0,2002.0,17724.0,4035.0
2019-01-06 18:00:00,602.0,33680.0,18764.0,599.0,83.0,1985.0,17166.0,3720.0
2019-01-06 19:00:00,552.0,33683.0,18967.0,601.0,81.0,2033.0,16888.0,3606.0
2019-01-06 20:00:00,297.0,33688.0,19303.0,611.0,79.0,1951.0,16832.0,3713.0
2019-01-06 21:00:00,105.0,33717.0,20965.0,569.0,78.0,2001.0,18108.0,3676.0
2019-01-06 22:00:00,1.0,33711.0,23388.0,582.0,77.0,3610.0,20414.0,4240.0
2019-01-06 23:00:00,1.0,33732.0,24483.0,590.0,75.0,3312.0,23350.0,4880.0
2019-01-07 00:00:00,1.0,33723.0,24009.0,595.0,74.0,2621.0,23150.0,5594.0
2019-01-07 01:00:00,1.0,33723.0,23805.0,598.0,74.0,2331.0,22841.0,5786.0
2019-01-07 02:00:00,1.0,33753.0,23185.0,616.0,75.0,2134.0,21581.0,5858.0
2019-01-07 03:00:00,1.0,33661.0,21290.0,609.0,77.0,2111.0,20389.0,5786.0
2019-01-07 04:00:00,1.0,33729.0,19725.0,612.0,78.0,2050.0,19188.0,5597.0
2019-01-07 05:00:00,1.0,33722.0,18281.0,591.0,78.0,2042.0,17874.0,3980.0
2019-01-07 06:00:00,1.0,33748.0,18827.0,582.0,84.0,1974.0,17314.0,5226.0
2019-01-07 07:00:00,1.0,33751.0,18978.0,587.0,85.0,1987.0,17206.0,5304.0
2019-01-07 08:00:00,1.0,33753.0,19310.0,598.0,89.0,1997.0,17419.0,5124.0
2019-01-07 09:00:00,1.0,33750.0,20542.0,584.0,91.0,2001.0,17302.0,5098.0
2019-01-07 10:00:00,1.0,33774.0,23482.0,592.0,92.0,2066.0,18266.0,5261.0
2019-01-07 11:00:00,1.0,33763.0,26023.0,600.0,90.0,4007.0,21203.0,5611.0
2019-01-07 12:00:00,2.0,33777.0,28328.0,592.0,89.0,5025.0,22917.0,5850.0
2019-01-07 13:00:00,99.0,33766.0,28697.0,590.0,88.0,4251.0,23469.0,6069.0
2019-01-07 14:00:00,314.0,33775.0,28769.0,565.0,87.0,3256.0,23441.0,6071.0
2019-01-07 15:00:00,516.0,33783.0,27938.0,586.0,87.0,3355.0,22976.0,6212.0
2019-01-07 16:00:00,520.0,33786.0,27586.0,596.0,87.0,2184.0,23321.0,6359.0
2019-01-07 17:00:00,440.0,33768.0,27019.0,585.0,87.0,2171.0,22744.0,6363.0
2019-01-07 18:00:00,325.0,33745.0,27117.0,582.0,85.0,2260.0,22472.0,6347.0
2019-01-07 19:00:00,288.0,33811.0,26996.0,588.0,83.0,2202.0,22236.0,6426.0
2019-01-07 20:00:00,151.0,33912.0,27077.0,580.0,83.0,2223.0,22348.0,6408.0
2019-01-07 21:00:00,28.0,33893.0,26632.0,600.0,81.0,3719.0,22349.0,6632.0
2019-01-07 22:00:00,1.0,33919.0,28404.0,577.0,78.0,5926.0,23627.0,6471.0
2019-01-07 23:00:00,1.0,33918.0,29179.0,577.0,78.0,4470.0,24438.0,6687.0
2019-01-08 00:00:00,1.0,33916.0,28205.0,580.0,74.0,4542.0,23761.0,6560.0
2019-01-08 01:00:00,1.0,33933.0,27726.0,580.0,76.0,3751.0,23419.0,6260.0
2019-01-08 02:00:00,1.0,33935.0,26231.0,580.0,78.0,2604.0,22928.0,4991.0
2019-01-08 03:00:00,1.0,33937.0,23351.0,595.0,80.0,2072.0,22303.0,4271.0
2019-01-08 04:00:00,1.0,33959.0,20576.0,603.0,78.0,2071.0,21015.0,4029.0
2019-01-08 05:00:00,1.0,33759.0,18368.0,588.0,79.0,1975.0,17713.0,5486.0
2019-01-08 06:00:00,1.0,34120.0,19025.0,587.0,82.0,1934.0,18989.0,3326.0
2019-01-08 07:00:00,1.0,34348.0,18286.0,598.0,83.0,1967.0,17804.0,3081.0
2019-01-08 08:00:00,1.0,34436.0,18756.0,599.0,87.0,1981.0,17667.0,3124.0
2019-01-08 09:00:00,1.0,34565.0,18590.0,596.0,91.0,2010.0,18904.0,3266.0
2019-01-08 10:00:00,1.0,34603.0,19656.0,610.0,88.0,2084.0,20034.0,3616.0
2019-01-08 11:00:00,1.0,34646.0,22088.0,593.0,93.0,3210.0,21644.0,3908.0
2019-01-08 12:00:00,1.0,34648.0,24305.0,600.0,92.0,3034.0,23967.0,3897.0
2019-01-08 13:00:00,36.0,34659.0,24223.0,605.0,145.0,2357.0,23979.0,4404.0
2019-01-08 14:00:00,98.0,34565.0,22773.0,590.0,272.0,2359.0,23012.0,5354.0
2019-01-08 15:00:00,202.0,34549.0,22486.0,588.0,272.0,2210.0,22642.0,5814.0
2019-01-08 16:00:00,367.0,34558.0,22039.0,598.0,270.0,1989.0,22831.0,5909.0
2019-01-08 17:00:00,419.0,34584.0,20535.0,600.0,268.0,2007.0,21806.0,6210.0
2019-01-08 18:00:00,399.0,34602.0,20651.0,586.0,291.0,2031.0,21747.0,6278.0
2019-01-08 19:00:00,358.0,34590.0,20397.0,597.0,339.0,2147.0,20718.0,6618.0
2019-01-08 20:00:00,269.0,34595.0,21014.0,592.0,376.0,2118.0,19892.0,6520.0
2019-01-08 21:00:00,87.0,34583.0,20726.0,591.0,396.0,2332.0,20970.0,6403.0
2019-01-08 22:00:00,1.0,34608.0,22362.0,594.0,402.0,3396.0,23133.0,6518.0
2019-01-08 23:00:00,1.0,34602.0,23696.0,592.0,399.0,3845.0,23598.0,6529.0
2019-01-09 00:00:00,1.0,34615.0,22919.0,594.0,408.0,3628.0,23465.0,6700.0
2019-01-09 01:00:00,1.0,34618.0,22172.0,598.0,400.0,2798.0,23295.0,6908.0
2019-01-09 02:00:00,1.0,34633.0,21445.0,596.0,400.0,2162.0,22617.0,6566.0
2019-01-09 03:00:00,1.0,34635.0,19242.0,609.0,209.0,2161.0,21160.0,6290.0
2019-01-09 04:00:00,1.0,34634.0,15754.0,569.0,209.0,2131.0,19144.0,6806.0
2019-01-09 05:00:00,1.0,34050.0,20448.0,598.0,79.0,1968.0,20121.0,3546.0
2019-01-09 06:00:00,1.0,34629.0,15740.0,560.0,214.0,1998.0,17319.0,7160.0
2019-01-09 07:00:00,1.0,34660.0,16651.0,559.0,217.0,1991.0,16704.0,7004.0
2019-01-09 08:00:00,1.0,34658.0,16456.0,540.0,221.0,1937.0,16750.0,6897.0
2019-01-09 09:00:00,1.0,34660.0,16819.0,529.0,222.0,2000.0,17231.0,6977.0
2019-01-09 10:00:00,1.0,34660.0,19245.0,574.0,225.0,1961.0,19209.0,6782.0
2019-01-09 11:00:00,1.0,34659.0,21883.0,603.0,225.0,2750.0,22262.0,6226.0
2019-01-09 12:00:00,1.0,34688.0,23805.0,618.0,223.0,2724.0,24640.0,6839.0
2019-01-09 13:00:00,155.0,34677.0,24606.0,642.0,220.0,2631.0,24541.0,6717.0
2019-01-09 14:00:00,551.0,34688.0,24224.0,613.0,220.0,2396.0,24469.0,6731.0
2019-01-09 15:00:00,583.0,34679.0,23265.0,615.0,217.0,2278.0,24686.0,6872.0
2019-01-09 16:00:00,622.0,34658.0,23292.0,621.0,217.0,2124.0,24695.0,6725.0
2019-01-09 17:00:00,564.0,34698.0,23308.0,626.0,215.0,2217.0,24390.0,6704.0
2019-01-09 18:00:00,431.0,34687.0,23793.0,607.0,213.0,2128.0,24879.0,6685.0
2019-01-09 19:00:00,369.0,34694.0,24027.0,622.0,211.0,2070.0,24887.0,6426.0
2019-01-09 20:00:00,301.0,34720.0,24508.0,656.0,213.0,2173.0,25120.0,6129.0
2019-01-09 21:00:00,84.0,34688.0,25677.0,687.0,214.0,2671.0,25714.0,5908.0
2019-01-09 22:00:00,10.0,34706.0,27917.0,704.0,214.0,5795.0,26541.0,5645.0
2019-01-09 23:00:00,10.0,34708.0,29172.0,714.0,263.0,5374.0,28405.0,5142.0
2019-01-10 00:00:00,10.0,34696.0,27577.0,685.0,473.0,5590.0,28983.0,5122.0
2019-01-10 01:00:00,10.0,34713.0,27767.0,690.0,365.0,4704.0,29171.0,5061.0
2019-01-10 02:00:00,10.0,34706.0,26799.0,686.0,259.0,2633.0,29206.0,4671.0
2019-01-10 03:00:00,10.0,34709.0,24592.0,681.0,208.0,2257.0,28172.0,4412.0
2019-01-10 04:00:00,10.0,34723.0,23009.0,682.0,207.0,2099.0,26083.0,4215.0
2019-01-10 05:00:00,1.0,34643.0,16324.0,565.0,212.0,2001.0,17633.0,7018.0
2019-01-10 06:00:00,10.0,34736.0,22467.0,693.0,213.0,2107.0,25067.0,3445.0
2019-01-10 07:00:00,10.0,34726.0,22686.0,686.0,213.0,2108.0,24634.0,3250.0
2019-01-10 08:00:00,10.0,34711.0,22473.0,687.0,214.0,2048.0,24910.0,3075.0
2019-01-10 09:00:00,10.0,34717.0,23390.0,665.0,217.0,2047.0,25915.0,3018.0
2019-01-10 10:00:00,10.0,34721.0,24778.0,653.0,216.0,2012.0,27131.0,3010.0
2019-01-10 11:00:00,10.0,34716.0,27198.0,649.0,385.0,2711.0,28528.0,3059.0
2019-01-10 12:00:00,10.0,34727.0,30829.0,703.0,550.0,5279.0,30393.0,2854.0
2019-01-10 13:00:00,230.0,34712.0,31577.0,717.0,386.0,3687.0,31415.0,2612.0
2019-01-10 14:00:00,599.0,34715.0,29518.0,726.0,386.0,3437.0,31427.0,2556.0
2019-01-10 15:00:00,631.0,34700.0,28053.0,918.0,383.0,2794.0,31726.0,2396.0
2019-01-10 16:00:00,620.0,34690.0,26984.0,1075.0,381.0,2062.0,32418.0,2239.0
2019-01-10 17:00:00,609.0,34701.0,25270.0,1024.0,215.0,2013.0,31974.0,2239.0
2019-01-10 18:00:00,600.0,34704.0,24928.0,1086.0,217.0,1998.0,31657.0,2154.0
2019-01-10 19:00:00,603.0,34688.0,23822.0,1082.0,232.0,2071.0,31760.0,2271.0
2019-01-10 20:00:00,501.0,34687.0,24065.0,1073.0,216.0,2092.0,31276.0,2251.0
2019-01-10 21:00:00,127.0,34677.0,24974.0,1085.0,216.0,2916.0,31398.0,2188.0
2019-01-10 22:00:00,10.0,34688.0,27389.0,1098.0,215.0,6205.0,31952.0,1907.0
2019-01-10 23:00:00,10.0,34451.0,29408.0,1077.0,210.0,6085.0,33447.0,1852.0
2019-01-11 00:00:00,10.0,34168.0,29400.0,1078.0,207.0,5716.0,33721.0,1875.0
2019-01-11 01:00:00,10.0,33994.0,29183.0,880.0,205.0,5753.0,33823.0,1778.0
2019-01-11 02:00:00,10.0,33965.0,28466.0,885.0,208.0,3716.0,33308.0,1789.0
2019-01-11 03:00:00,10.0,33965.0,25120.0,1083.0,205.0,3110.0,32195.0,1893.0
2019-01-11 04:00:00,10.0,33972.0,23248.0,1079.0,207.0,2190.0,32112.0,1887.0
2019-01-11 05:00:00,10.0,34730.0,23001.0,697.0,210.0,1958.0,25327.0,3690.0
2019-01-11 06:00:00,10.0,33966.0,19876.0,862.0,212.0,2017.0,30289.0,2272.0
2019-01-11 07:00:00,10.0,33971.0,20077.0,706.0,208.0,2081.0,30008.0,2239.0
2019-01-11 08:00:00,10.0,33976.0,20344.0,690.0,210.0,2194.0,30643.0,2139.0
2019-01-11 09:00:00,10.0,34034.0,20421.0,695.0,217.0,2097.0,31550.0,2146.0
2019-01-11 10:00:00,10.0,34144.0,22566.0,1068.0,223.0,2111.0,31806.0,2208.0
2019-01-11 11:00:00,10.0,34220.0,26362.0,1078.0,224.0,4495.0,32144.0,2243.0
2019-01-11 12:00:00,10.0,34306.0,29140.0,1092.0,224.0,6373.0,33401.0,2235.0
2019-01-11 13:00:00,186.0,34326.0,29274.0,1096.0,218.0,4942.0,33699.0,2264.0
2019-01-11 14:00:00,631.0,34398.0,26764.0,1100.0,221.0,3217.0,33367.0,2137.0
2019-01-11 15:00:00,760.0,34459.0,25419.0,1105.0,221.0,2521.0,33096.0,2040.0
2019-01-11 16:00:00,761.0,34468.0,24131.0,1276.0,218.0,2266.0,32657.0,2170.0
2019-01-11 17:00:00,760.0,34490.0,23076.0,1292.0,221.0,2108.0,31295.0,1868.0
2019-01-11 18:00:00,751.0,34476.0,22327.0,1265.0,217.0,2172.0,31330.0,1610.0
2019-01-11 19:00:00,673.0,34491.0,22244.0,1262.0,220.0,2008.0,30830.0,1248.0
2019-01-11 20:00:00,471.0,34488.0,22823.0,1276.0,219.0,2070.0,30880.0,1223.0
2019-01-11 21:00:00,126.0,34483.0,23583.0,1275.0,216.0,2179.0,29961.0,1050.0
2019-01-11 22:00:00,1.0,34494.0,26117.0,1295.0,216.0,3479.0,31188.0,784.0
2019-01-11 23:00:00,1.0,34484.0,27579.0,1305.0,211.0,3276.0,32192.0,758.0
2019-01-12 00:00:00,1.0,34466.0,27079.0,1288.0,211.0,2547.0,32665.0,768.0
2019-01-12 01:00:00,1.0,34547.0,26264.0,1293.0,209.0,2682.0,32525.0,827.0
2019-01-12 02:00:00,1.0,34608.0,25385.0,1294.0,206.0,2382.0,32366.0,915.0
2019-01-12 03:00:00,1.0,34484.0,23385.0,1287.0,208.0,2230.0,31856.0,1095.0
2019-01-12 04:00:00,1.0,34364.0,21832.0,1106.0,210.0,2092.0,31375.0,949.0
2019-01-12 05:00:00,10.0,33975.0,20792.0,909.0,210.0,2066.0,30585.0,2137.0
2019-01-12 06:00:00,1.0,34579.0,20532.0,737.0,211.0,1795.0,28165.0,804.0
2019-01-12 07:00:00,1.0,34580.0,19863.0,727.0,212.0,1873.0,27183.0,751.0
2019-01-12 08:00:00,1.0,34608.0,19751.0,735.0,212.0,1804.0,26883.0,738.0
2019-01-12 09:00:00,1.0,34619.0,20336.0,720.0,217.0,2024.0,26774.0,896.0
2019-01-12 10:00:00,1.0,34639.0,20914.0,731.0,224.0,2008.0,27073.0,988.0
2019-01-12 11:00:00,1.0,34639.0,21800.0,732.0,224.0,2096.0,27964.0,1280.0
2019-01-12 12:00:00,1.0,34587.0,23117.0,722.0,223.0,2149.0,28707.0,1601.0
2019-01-12 13:00:00,51.0,34382.0,23708.0,748.0,219.0,2256.0,30132.0,1652.0
