UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-09-07T00:00:00-00:00,2023-09-08 18:25:38,3.0,8073.38,980.15
2023-09-07T01:00:00-00:00,2023-09-08 18:25:38,3.0,2460.38,1208.6599999999999
2023-09-07T02:00:00-00:00,2023-09-08 18:25:38,3.0,25.45,1411.1
2023-09-07T03:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1545.21
2023-09-07T04:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1579.25
2023-09-07T05:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1560.97
2023-09-07T06:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1524.12
2023-09-07T07:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1447.44
2023-09-07T08:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1363.16
2023-09-07T09:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1247.6599999999999
2023-09-07T10:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1141.06
2023-09-07T11:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,1042.29
2023-09-07T12:00:00-00:00,2023-09-08 18:25:38,3.0,0.0,967.6500000000001
2023-09-07T13:00:00-00:00,2023-09-08 18:25:38,3.0,485.32,915.87
2023-09-07T14:00:00-00:00,2023-09-08 18:25:38,3.0,4548.13,833.9399999999999
2023-09-07T15:00:00-00:00,2023-09-08 18:25:38,3.0,10176.75,709.89
2023-09-07T16:00:00-00:00,2023-09-08 18:25:38,3.0,12749.519999999999,570.28
2023-09-07T17:00:00-00:00,2023-09-08 18:25:38,3.0,13504.49,460.08000000000004
2023-09-07T18:00:00-00:00,2023-09-08 18:25:38,3.0,13784.83,431.26
2023-09-07T19:00:00-00:00,2023-09-08 18:25:38,3.0,13800.01,497.62
2023-09-07T20:00:00-00:00,2023-09-08 18:25:38,3.0,13765.96,644.0799999999999
2023-09-07T21:00:00-00:00,2023-09-08 18:25:38,3.0,13631.75,862.56
2023-09-07T22:00:00-00:00,2023-09-08 18:25:38,3.0,13153.750000000002,1096.5900000000001
2023-09-07T23:00:00-00:00,2023-09-08 18:25:38,3.0,11870.91,1290.65
