UTC time,forecasted_avg_carbon_intensity
2023-08-06T00:00:00.000000000,223.81265
2023-08-06T01:00:00.000000000,246.27156
2023-08-06T02:00:00.000000000,276.56475
2023-08-06T03:00:00.000000000,301.24765
2023-08-06T04:00:00.000000000,305.90092
2023-08-06T05:00:00.000000000,288.88416
2023-08-06T06:00:00.000000000,265.28466
2023-08-06T07:00:00.000000000,241.66469
2023-08-06T08:00:00.000000000,227.74963
2023-08-06T09:00:00.000000000,223.72783
2023-08-06T10:00:00.000000000,225.4626
2023-08-06T11:00:00.000000000,229.18604
2023-08-06T12:00:00.000000000,233.06136
2023-08-06T13:00:00.000000000,232.41001
2023-08-06T14:00:00.000000000,217.13184
2023-08-06T15:00:00.000000000,189.18519
2023-08-06T16:00:00.000000000,171.46842
2023-08-06T17:00:00.000000000,169.44254
2023-08-06T18:00:00.000000000,174.98135
2023-08-06T19:00:00.000000000,181.08796
2023-08-06T20:00:00.000000000,188.57024
2023-08-06T21:00:00.000000000,196.03883
2023-08-06T22:00:00.000000000,203.51756
2023-08-06T23:00:00.000000000,212.12864
2023-08-07T00:00:00.000000000,209.71251
2023-08-07T01:00:00.000000000,223.86217
2023-08-07T02:00:00.000000000,245.02487
2023-08-07T03:00:00.000000000,264.1916
2023-08-07T04:00:00.000000000,274.23391
2023-08-07T05:00:00.000000000,277.59567
2023-08-07T06:00:00.000000000,279.78641
2023-08-07T07:00:00.000000000,280.13883
2023-08-07T08:00:00.000000000,278.59111
2023-08-07T09:00:00.000000000,274.16736
2023-08-07T10:00:00.000000000,270.50182
2023-08-07T11:00:00.000000000,270.78552
2023-08-07T12:00:00.000000000,274.9969
2023-08-07T13:00:00.000000000,274.50851
2023-08-07T14:00:00.000000000,262.57485
2023-08-07T15:00:00.000000000,242.46865
2023-08-07T16:00:00.000000000,225.32563
2023-08-07T17:00:00.000000000,214.90977
2023-08-07T18:00:00.000000000,210.065
2023-08-07T19:00:00.000000000,207.77447
2023-08-07T20:00:00.000000000,207.75723
2023-08-07T21:00:00.000000000,208.20622
2023-08-07T22:00:00.000000000,208.66883
2023-08-07T23:00:00.000000000,209.77685
2023-08-08T00:00:00.000000000,208.30175
2023-08-08T01:00:00.000000000,215.40403
2023-08-08T02:00:00.000000000,229.47373
2023-08-08T03:00:00.000000000,251.38809
2023-08-08T04:00:00.000000000,278.5407
2023-08-08T05:00:00.000000000,302.52872
2023-08-08T06:00:00.000000000,316.15156
2023-08-08T07:00:00.000000000,317.78675
2023-08-08T08:00:00.000000000,313.9171
2023-08-08T09:00:00.000000000,307.66117
2023-08-08T10:00:00.000000000,302.89658
2023-08-08T11:00:00.000000000,301.12648
2023-08-08T12:00:00.000000000,302.67864
2023-08-08T13:00:00.000000000,302.54228
2023-08-08T14:00:00.000000000,294.86392
2023-08-08T15:00:00.000000000,280.64235
2023-08-08T16:00:00.000000000,263.84359
2023-08-08T17:00:00.000000000,246.33785
2023-08-08T18:00:00.000000000,231.73455
2023-08-08T19:00:00.000000000,220.32361
2023-08-08T20:00:00.000000000,211.87852
2023-08-08T21:00:00.000000000,206.47172
2023-08-08T22:00:00.000000000,205.11402
2023-08-08T23:00:00.000000000,206.1704
2023-08-09T00:00:00.000000000,202.16868
2023-08-09T01:00:00.000000000,206.63918
2023-08-09T02:00:00.000000000,218.30822
2023-08-09T03:00:00.000000000,242.91814
2023-08-09T04:00:00.000000000,279.35751
2023-08-09T05:00:00.000000000,312.7543
2023-08-09T06:00:00.000000000,331.29625
2023-08-09T07:00:00.000000000,334.14026
2023-08-09T08:00:00.000000000,330.10635
2023-08-09T09:00:00.000000000,323.91299
2023-08-09T10:00:00.000000000,319.49776
2023-08-09T11:00:00.000000000,317.18164
2023-08-09T12:00:00.000000000,316.09253
2023-08-09T13:00:00.000000000,313.39165
2023-08-09T14:00:00.000000000,306.84788
2023-08-09T15:00:00.000000000,298.45599
2023-08-09T16:00:00.000000000,287.46123
2023-08-09T17:00:00.000000000,269.13382
2023-08-09T18:00:00.000000000,245.83749
2023-08-09T19:00:00.000000000,223.27869
2023-08-09T20:00:00.000000000,207.71354
2023-08-09T21:00:00.000000000,200.34449
2023-08-09T22:00:00.000000000,198.99761
2023-08-09T23:00:00.000000000,200.41033
