UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-09-02T00:00:00-00:00,2023-09-03 16:44:46,3.0,5481.88,2375.1
2023-09-02T01:00:00-00:00,2023-09-03 16:44:46,3.0,1769.3700000000001,2151.6400000000003
2023-09-02T02:00:00-00:00,2023-09-03 16:44:46,3.0,45.58,1845.22
2023-09-02T03:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,1611.0700000000002
2023-09-02T04:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,1452.08
2023-09-02T05:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,1335.57
2023-09-02T06:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,1237.26
2023-09-02T07:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,1183.15
2023-09-02T08:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,1007.77
2023-09-02T09:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,848.44
2023-09-02T10:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,731.78
2023-09-02T11:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,657.65
2023-09-02T12:00:00-00:00,2023-09-03 16:44:46,3.0,0.0,598.24
2023-09-02T13:00:00-00:00,2023-09-03 16:44:46,3.0,220.79,538.39
2023-09-02T14:00:00-00:00,2023-09-03 16:44:46,3.0,2391.93,473.64000000000004
2023-09-02T15:00:00-00:00,2023-09-03 16:44:46,3.0,5968.24,434.92999999999995
2023-09-02T16:00:00-00:00,2023-09-03 16:44:46,3.0,8498.11,451.76
2023-09-02T17:00:00-00:00,2023-09-03 16:44:46,3.0,9883.63,482.68
2023-09-02T18:00:00-00:00,2023-09-03 16:44:46,3.0,10715.640000000001,546.73
2023-09-02T19:00:00-00:00,2023-09-03 16:44:46,3.0,11080.58,639.47
2023-09-02T20:00:00-00:00,2023-09-03 16:44:46,3.0,11113.7,738.9499999999999
2023-09-02T21:00:00-00:00,2023-09-03 16:44:46,3.0,10915.029999999999,857.86
2023-09-02T22:00:00-00:00,2023-09-03 16:44:46,3.0,10453.509999999998,940.9300000000001
2023-09-02T23:00:00-00:00,2023-09-03 16:44:46,3.0,9347.43,969.62
