UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-09-09T00:00:00-00:00,2023-09-09 16:53:36,3.0,8527.71,1235.45
2023-09-09T01:00:00-00:00,2023-09-09 16:53:36,3.0,2684.14,1364.22
2023-09-09T02:00:00-00:00,2023-09-09 16:53:36,3.0,119.58000000000001,1457.5
2023-09-09T03:00:00-00:00,2023-09-09 16:53:36,3.0,44.55,1544.0600000000002
2023-09-09T04:00:00-00:00,2023-09-09 16:53:36,3.0,42.66,1558.75
2023-09-09T05:00:00-00:00,2023-09-09 16:53:36,3.0,39.84,1519.9099999999999
2023-09-09T06:00:00-00:00,2023-09-09 16:53:36,3.0,37.41,1482.48
2023-09-09T07:00:00-00:00,2023-09-09 16:53:36,3.0,31.56,1375.46
2023-09-09T08:00:00-00:00,2023-09-09 16:53:36,3.0,32.55,1372.94
2023-09-09T09:00:00-00:00,2023-09-09 16:53:36,3.0,33.21,1396.88
2023-09-09T10:00:00-00:00,2023-09-09 16:53:36,3.0,33.42,1417.52
2023-09-09T11:00:00-00:00,2023-09-09 16:53:36,3.0,32.64,1392.3400000000001
2023-09-09T12:00:00-00:00,2023-09-09 16:53:36,3.0,28.65,1312.97
2023-09-09T13:00:00-00:00,2023-09-09 16:53:36,3.0,206.49,1224.0
2023-09-09T14:00:00-00:00,2023-09-09 16:53:36,3.0,4731.0199999999995,1056.24
2023-09-09T15:00:00-00:00,2023-09-09 16:53:36,3.0,9985.279999999999,776.05
2023-09-09T16:00:00-00:00,2023-09-09 16:53:36,3.0,11827.16,517.04
2023-09-09T17:00:00-00:00,2023-09-09 16:53:36,3.0,12575.08,340.64
2023-09-09T18:00:00-00:00,2023-09-09 16:53:36,3.0,12809.990000000002,267.62
2023-09-09T19:00:00-00:00,2023-09-09 16:53:36,3.0,12897.99,298.04
2023-09-09T20:00:00-00:00,2023-09-09 16:53:36,3.0,12910.59,419.67
2023-09-09T21:00:00-00:00,2023-09-09 16:53:36,3.0,12692.2,678.49
2023-09-09T22:00:00-00:00,2023-09-09 16:53:36,3.0,12183.880000000001,1116.49
2023-09-09T23:00:00-00:00,2023-09-09 16:53:36,3.0,10966.449999999999,1616.7
