UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-26T00:00:00-00:00,2023-08-27 18:30:16,3.0,9206.88,882.24
2023-08-26T01:00:00-00:00,2023-08-27 18:30:16,3.0,3649.28,1078.85
2023-08-26T02:00:00-00:00,2023-08-27 18:30:16,3.0,270.53,1206.37
2023-08-26T03:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1290.78
2023-08-26T04:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1316.85
2023-08-26T05:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1310.9
2023-08-26T06:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1316.49
2023-08-26T07:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1446.61
2023-08-26T08:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1418.27
2023-08-26T09:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1339.12
2023-08-26T10:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1228.1399999999999
2023-08-26T11:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1138.96
2023-08-26T12:00:00-00:00,2023-08-27 18:30:16,3.0,0.0,1089.38
2023-08-26T13:00:00-00:00,2023-08-27 18:30:16,3.0,783.16,1022.5
2023-08-26T14:00:00-00:00,2023-08-27 18:30:16,3.0,5216.349999999999,911.88
2023-08-26T15:00:00-00:00,2023-08-27 18:30:16,3.0,10532.560000000001,760.87
2023-08-26T16:00:00-00:00,2023-08-27 18:30:16,3.0,12794.680000000002,599.73
2023-08-26T17:00:00-00:00,2023-08-27 18:30:16,3.0,13526.300000000001,453.29999999999995
2023-08-26T18:00:00-00:00,2023-08-27 18:30:16,3.0,13854.92,366.88
2023-08-26T19:00:00-00:00,2023-08-27 18:30:16,3.0,13919.34,360.24
2023-08-26T20:00:00-00:00,2023-08-27 18:30:16,3.0,13891.51,421.99
2023-08-26T21:00:00-00:00,2023-08-27 18:30:16,3.0,13767.5,555.31
2023-08-26T22:00:00-00:00,2023-08-27 18:30:16,3.0,13377.0,757.25
2023-08-26T23:00:00-00:00,2023-08-27 18:30:16,3.0,12480.84,1006.53
