UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-08T00:00:00-00:00,2023-08-08 18:44:47,3.0,10235.609999999999,2815.64
2023-08-08T01:00:00-00:00,2023-08-08 18:44:47,3.0,5271.91,2814.8799999999997
2023-08-08T02:00:00-00:00,2023-08-08 18:44:47,3.0,931.1700000000001,2741.79
2023-08-08T03:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2812.5299999999997
2023-08-08T04:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2986.4700000000003
2023-08-08T05:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,3035.65
2023-08-08T06:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2951.33
2023-08-08T07:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2932.48
2023-08-08T08:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2812.33
2023-08-08T09:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2724.11
2023-08-08T10:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2688.65
2023-08-08T11:00:00-00:00,2023-08-08 18:44:47,3.0,0.0,2665.31
2023-08-08T12:00:00-00:00,2023-08-08 18:44:47,3.0,0.08,2556.77
2023-08-08T13:00:00-00:00,2023-08-08 18:44:47,3.0,1253.95,2350.7
2023-08-08T14:00:00-00:00,2023-08-08 18:44:47,3.0,6058.62,2052.0299999999997
2023-08-08T15:00:00-00:00,2023-08-08 18:44:47,3.0,10786.83,1774.0
2023-08-08T16:00:00-00:00,2023-08-08 18:44:47,3.0,12591.16,1613.57
2023-08-08T17:00:00-00:00,2023-08-08 18:44:47,3.0,13240.539999999999,1556.01
2023-08-08T18:00:00-00:00,2023-08-08 18:44:47,3.0,13557.689999999999,1671.15
2023-08-08T19:00:00-00:00,2023-08-08 18:44:47,3.0,13659.359999999999,1951.2400000000002
2023-08-08T20:00:00-00:00,2023-08-08 18:44:47,3.0,13587.829999999998,2287.2799999999997
2023-08-08T21:00:00-00:00,2023-08-08 18:44:47,3.0,13345.050000000001,2603.38
2023-08-08T22:00:00-00:00,2023-08-08 18:44:47,3.0,12838.58,2854.3
2023-08-08T23:00:00-00:00,2023-08-08 18:44:47,3.0,11966.59,3028.98
