UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-09-05T00:00:00-00:00,2023-09-06 23:37:32,3.0,8444.5,1591.29
2023-09-05T01:00:00-00:00,2023-09-06 23:37:32,3.0,2696.56,1998.86
2023-09-05T02:00:00-00:00,2023-09-06 23:37:32,3.0,38.699999999999996,2308.46
2023-09-05T03:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,2431.5299999999997
2023-09-05T04:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,2352.37
2023-09-05T05:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,2186.29
2023-09-05T06:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,2042.02
2023-09-05T07:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,1764.27
2023-09-05T08:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,1633.6
2023-09-05T09:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,1431.91
2023-09-05T10:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,1197.46
2023-09-05T11:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,968.8299999999999
2023-09-05T12:00:00-00:00,2023-09-06 23:37:32,3.0,0.0,755.9100000000001
2023-09-05T13:00:00-00:00,2023-09-06 23:37:32,3.0,529.98,568.14
2023-09-05T14:00:00-00:00,2023-09-06 23:37:32,3.0,4718.17,391.23
2023-09-05T15:00:00-00:00,2023-09-06 23:37:32,3.0,10344.16,239.67000000000002
2023-09-05T16:00:00-00:00,2023-09-06 23:37:32,3.0,12841.13,153.05
2023-09-05T17:00:00-00:00,2023-09-06 23:37:32,3.0,13574.17,126.03
2023-09-05T18:00:00-00:00,2023-09-06 23:37:32,3.0,13853.71,123.77000000000001
2023-09-05T19:00:00-00:00,2023-09-06 23:37:32,3.0,13873.74,129.48
2023-09-05T20:00:00-00:00,2023-09-06 23:37:32,3.0,13826.759999999998,140.77
2023-09-05T21:00:00-00:00,2023-09-06 23:37:32,3.0,13678.640000000001,174.48
2023-09-05T22:00:00-00:00,2023-09-06 23:37:32,3.0,13230.31,241.91000000000003
2023-09-05T23:00:00-00:00,2023-09-06 23:37:32,3.0,12035.08,363.06
