UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-29T00:00:00-00:00,2023-08-30 02:35:36,3.0,9158.66,1076.83
2023-08-29T01:00:00-00:00,2023-08-30 02:35:36,3.0,3410.6400000000003,1494.78
2023-08-29T02:00:00-00:00,2023-08-30 02:35:36,3.0,188.29000000000002,1875.17
2023-08-29T03:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2140.5
2023-08-29T04:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2241.8
2023-08-29T05:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2229.26
2023-08-29T06:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2189.92
2023-08-29T07:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2123.27
2023-08-29T08:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2110.93
2023-08-29T09:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2152.94
2023-08-29T10:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2216.99
2023-08-29T11:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2239.71
2023-08-29T12:00:00-00:00,2023-08-30 02:35:36,3.0,0.0,2179.93
2023-08-29T13:00:00-00:00,2023-08-30 02:35:36,3.0,727.29,2017.21
2023-08-29T14:00:00-00:00,2023-08-30 02:35:36,3.0,5203.139999999999,1690.0500000000002
2023-08-29T15:00:00-00:00,2023-08-30 02:35:36,3.0,10669.27,1250.99
2023-08-29T16:00:00-00:00,2023-08-30 02:35:36,3.0,12955.66,858.55
2023-08-29T17:00:00-00:00,2023-08-30 02:35:36,3.0,13665.92,586.86
2023-08-29T18:00:00-00:00,2023-08-30 02:35:36,3.0,13952.640000000001,474.11
2023-08-29T19:00:00-00:00,2023-08-30 02:35:36,3.0,13985.25,519.3299999999999
2023-08-29T20:00:00-00:00,2023-08-30 02:35:36,3.0,13960.560000000001,657.6800000000001
2023-08-29T21:00:00-00:00,2023-08-30 02:35:36,3.0,13844.93,859.27
2023-08-29T22:00:00-00:00,2023-08-30 02:35:36,3.0,13433.66,1103.49
2023-08-29T23:00:00-00:00,2023-08-30 02:35:36,3.0,12444.99,1371.05
