Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
39912,2023-07-22 00:00:00,2024-07-17 00:00:00,3.1,267.78,2.0,20393.0,2255.0,88.0,4311.0,11939.0,1954.0,515.0
39913,2023-07-22 01:00:00,2024-07-17 00:00:00,3.1,275.66,2.0,21110.0,2254.0,88.0,4619.0,10558.0,2402.0,634.0
39914,2023-07-22 02:00:00,2024-07-17 00:00:00,3.1,310.8,3.0,21863.0,2255.0,88.0,4887.0,6418.0,2869.0,1778.0
39915,2023-07-22 03:00:00,2024-07-17 00:00:00,3.1,361.44,3.0,23799.0,2254.0,88.0,4981.0,1270.0,3301.0,2779.0
39916,2023-07-22 04:00:00,2024-07-17 00:00:00,3.1,367.29,2.0,23452.0,2253.0,88.0,4884.0,40.0,3541.0,2549.0
39917,2023-07-22 05:00:00,2024-07-17 00:00:00,3.1,357.72,3.0,21759.0,2253.0,88.0,4838.0,35.0,3452.0,2033.0
39918,2023-07-22 06:00:00,2024-07-17 00:00:00,3.1,334.45,3.0,18864.0,2253.0,87.0,4508.0,37.0,3551.0,881.0
39919,2023-07-22 07:00:00,2024-07-17 00:00:00,3.1,321.87,3.0,17260.0,2254.0,88.0,4143.0,37.0,3519.0,276.0
39920,2023-07-22 08:00:00,2024-07-17 00:00:00,3.1,327.62,2.0,16879.0,2254.0,88.0,3827.0,37.0,3042.0,206.0
39921,2023-07-22 09:00:00,2024-07-17 00:00:00,3.1,322.31,2.0,15253.0,2254.0,88.0,3713.0,38.0,2505.0,26.0
39922,2023-07-22 10:00:00,2024-07-17 00:00:00,3.1,314.11,2.0,13788.0,2254.0,89.0,3621.0,39.0,2356.0,0.0
39923,2023-07-22 11:00:00,2024-07-17 00:00:00,3.1,319.76,4.0,13197.0,2255.0,88.0,3106.0,38.0,2120.0,0.0
39924,2023-07-22 12:00:00,2024-07-17 00:00:00,3.1,314.5,4.0,12414.0,2255.0,88.0,3494.0,38.0,1657.0,0.0
39925,2023-07-22 13:00:00,2024-07-17 00:00:00,3.1,329.88,4.0,12891.0,2256.0,88.0,3310.0,38.0,1135.0,22.0
39926,2023-07-22 14:00:00,2024-07-17 00:00:00,3.1,316.04,2.0,13170.0,2255.0,88.0,3475.0,1367.0,821.0,0.0
39927,2023-07-22 15:00:00,2024-07-17 00:00:00,3.1,266.15,3.0,13151.0,2253.0,89.0,3118.0,6692.0,675.0,0.0
39928,2023-07-22 16:00:00,2024-07-17 00:00:00,3.1,250.54,3.0,13816.0,2252.0,88.0,2351.0,10361.0,609.0,0.0
39929,2023-07-22 17:00:00,2024-07-17 00:00:00,3.1,244.32,3.0,13787.0,2254.0,88.0,2497.0,11287.0,433.0,0.0
39930,2023-07-22 18:00:00,2024-07-17 00:00:00,3.1,235.66,3.0,13310.0,2254.0,88.0,2505.0,12178.0,300.0,0.0
39931,2023-07-22 19:00:00,2024-07-17 00:00:00,3.1,230.44,4.0,12731.0,2255.0,88.0,2530.0,12307.0,212.0,0.0
39932,2023-07-22 20:00:00,2024-07-17 00:00:00,3.1,232.07,4.0,13397.0,2253.0,88.0,3283.0,12066.0,265.0,0.0
39933,2023-07-22 21:00:00,2024-07-17 00:00:00,3.1,239.15,5.0,14514.0,2249.0,88.0,3409.0,12339.0,297.0,60.0
39934,2023-07-22 22:00:00,2024-07-17 00:00:00,3.1,251.13,4.0,16259.0,2245.0,88.0,3635.0,11893.0,446.0,0.0
39935,2023-07-22 23:00:00,2024-07-17 00:00:00,3.1,264.13,4.0,17765.0,2244.0,88.0,3785.0,11851.0,687.0,451.0
