datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-23 00:00:00,5.532947146250457,290.600257070672,275.5593447652286,243.2970355473222,0.0465047144545195,3.55547,7078.38042,2266.65546,89.74373,2270.87093,11014.50011,3281.4499,1205.97695
2023-06-23 01:00:00,5.532947146250457,290.600257070672,275.5593447652286,243.2970355473222,0.0465047144545195,3.65795,7916.26026,2270.8827,89.68496,2842.6782,6554.10008,3345.64014,1229.56773
2023-06-23 02:00:00,5.532947146250457,290.600257070672,275.5593447652286,243.2970355473222,0.0465047144545195,3.81378,8918.89068,2278.48149,90.21845,3290.22267,1642.37996,3390.2301,1245.95514
2023-06-23 03:00:00,5.532947146250457,290.600257070672,275.5593447652286,243.2970355473222,0.0465047144545195,3.79184,9456.69338,2284.04938,90.55424,3792.5284,43.41,3377.93987,1241.43831
2023-06-23 04:00:00,4.526948993656136,287.7713986990599,276.2284210579011,243.2970355473222,0.0465047144545195,4.16999,9721.65888,2282.80045,90.71516,4422.69485,0.0,3317.01007,1219.04579
2023-06-23 05:00:00,4.526948993656136,287.7713986990599,276.2284210579011,243.2970355473222,0.0465047144545195,4.23294,9675.83816,2280.00641,87.07687,4936.08297,0.0,3325.26003,1222.07776
2023-06-23 06:00:00,4.526948993656136,287.7713986990599,276.2284210579011,243.2970355473222,0.0465047144545195,4.23613,9270.08433,2275.05548,87.74274,5537.33617,0.0,3311.08,1216.86641
2023-06-23 07:00:00,4.0635501370337375,286.2003947748514,276.59478608632264,122.23739558783744,0.1104820957920239,4.10446,8462.06503,2274.59658,88.32073,5511.70542,0.0,3339.8499,1227.43974
2023-06-23 08:00:00,4.0635501370337375,286.2003947748514,276.59478608632264,122.23739558783744,0.1104820957920239,4.21848,7762.61739,2274.7268,85.47172,5080.61082,0.0,3337.65988,1226.63488
2023-06-23 09:00:00,4.0635501370337375,286.2003947748514,276.59478608632264,122.23739558783744,0.1104820957920239,4.18789,7216.20331,2274.51673,85.74274,4417.99917,0.0,3328.10999,1223.12516
2023-06-23 10:00:00,3.6262213213435697,285.0728948341691,276.7730848612681,0.0,0.2170165501404551,4.10537,6930.63812,2274.06753,86.30909,4013.92651,0.0,3243.6801,1192.09604
2023-06-23 11:00:00,3.6262213213435697,285.0728948341691,276.7730848612681,0.0,0.2170165501404551,4.03052,6790.78307,2273.35161,85.41648,3381.31828,0.0,3071.19986,1128.70724
2023-06-23 12:00:00,3.6262213213435697,285.0728948341691,276.7730848612681,0.0,0.2170165501404551,4.16681,6559.15055,2274.8248,85.63098,2917.90401,62.55,2812.2299,1033.5323
2023-06-23 13:00:00,3.4134942501681684,287.56349270663065,276.9187596565632,0.0,0.3090842329103667,4.10474,6471.74925,2274.95447,85.74755,2784.91867,2742.40993,2540.61001,933.70833
2023-06-23 14:00:00,3.4134942501681684,287.56349270663065,276.9187596565632,0.0,0.3090842329103667,4.40423,6340.16,2275.14515,85.58871,2825.36443,8356.40009,2251.49997,827.45651
2023-06-23 15:00:00,3.4134942501681684,287.56349270663065,276.9187596565632,0.0,0.3090842329103667,4.34359,6327.06371,2274.10329,84.31471,2705.94143,12126.98037,2025.12997,744.26249
2023-06-23 16:00:00,3.8383343307078337,291.1399154725512,276.27950383283275,111.58785654289822,0.3585604751681436,4.23612,6277.58109,2274.42132,85.66547,2711.63993,13464.41062,1882.10995,691.70071
2023-06-23 17:00:00,3.8383343307078337,291.1399154725512,276.27950383283275,111.58785654289822,0.3585604751681436,4.00465,6048.85225,2274.06507,82.84278,2715.46851,14087.4296,1744.06995,640.96915
2023-06-23 18:00:00,3.8383343307078337,291.1399154725512,276.27950383283275,111.58785654289822,0.3585604751681436,4.02728,5882.45753,2273.95587,83.11891,2645.08609,14390.43012,1622.52007,596.29794
2023-06-23 19:00:00,4.472161281350365,293.4685228733898,275.77624183674993,352.3537191620045,0.3767199413412838,3.83374,5707.83226,2272.60922,84.54367,2051.0639,14457.34926,1565.89993,575.48927
2023-06-23 20:00:00,4.472161281350365,293.4685228733898,275.77624183674993,352.3537191620045,0.3767199413412838,4.05069,5692.83909,2272.18663,82.5858,1731.78951,14426.6006,1607.37008,590.73011
2023-06-23 21:00:00,4.472161281350365,293.4685228733898,275.77624183674993,352.3537191620045,0.3767199413412838,4.14916,5834.58003,2272.38291,83.42651,1526.37194,14288.37991,1770.20993,650.57595
2023-06-23 22:00:00,4.757540747931854,293.8042373100852,275.7898463028791,919.2023842860352,0.3958718035453539,4.10324,6331.05186,2273.47924,84.3576,1507.2804,13882.28976,2069.06996,760.41103
2023-06-23 23:00:00,4.757540747931854,293.8042373100852,275.7898463028791,919.2023842860352,0.3958718035453539,4.28963,7052.69181,2272.86337,85.56678,2025.67841,13131.62034,2449.39002,900.18376
2023-06-24 00:00:00,4.757540747931854,293.8042373100852,275.7898463028791,919.2023842860352,0.3958718035453539,3.99957,8222.3577,2257.51469,88.52288,2309.85894,11952.17072,2370.70489,70.02625
2023-06-24 01:00:00,3.996815874641952,291.0353679393422,276.8076303306468,840.4540549489354,0.4359016903444138,4.09642,8705.25466,2261.71463,88.4851,2754.77753,8726.12845,2544.48522,71.15327
2023-06-24 02:00:00,3.996815874641952,291.0353679393422,276.8076303306468,840.4540549489354,0.4359016903444138,4.2504,9424.1084,2269.27766,89.02115,3071.84421,5928.88471,2691.76716,68.10717
2023-06-24 03:00:00,3.996815874641952,291.0353679393422,276.8076303306468,840.4540549489354,0.4359016903444138,4.22108,9826.6035,2274.81552,89.36994,3510.32713,3901.57652,2778.23712,81.6071
2023-06-24 04:00:00,3.387853109986331,288.5393264317429,277.14244548018235,261.7728321753378,0.4972901093938301,4.59036,10055.25011,2273.55704,89.46999,4104.66993,2501.16876,2906.85451,77.06076
2023-06-24 05:00:00,3.387853109986331,288.5393264317429,277.14244548018235,261.7728321753378,0.4972901093938301,4.65643,10090.3375,2270.76272,86.02818,4636.34545,1562.07285,3004.62255,80.97777
