Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
41568,2023-09-29 00:00:00,73.36,84.0,77.0,1967.0,37.0,227.0,0.0,1.0,103.0,151.0
41569,2023-09-29 01:00:00,72.65,84.0,79.0,1978.0,37.0,231.0,0.0,1.0,108.0,149.0
41570,2023-09-29 02:00:00,72.5,84.0,86.0,2002.0,38.0,249.0,0.0,1.0,105.0,149.0
41571,2023-09-29 03:00:00,72.74,84.0,95.0,2079.0,39.0,247.0,0.0,1.0,104.0,155.0
41572,2023-09-29 04:00:00,68.18,84.0,99.0,2131.0,39.0,413.0,1.0,1.0,105.0,157.0
41573,2023-09-29 05:00:00,64.09,82.0,97.0,2198.0,39.0,445.0,31.0,1.0,98.0,152.0
41574,2023-09-29 06:00:00,63.18,82.0,96.0,2252.0,39.0,378.0,111.0,1.0,96.0,155.0
41575,2023-09-29 07:00:00,61.92,82.0,103.0,2286.0,39.0,396.0,192.0,1.0,96.0,159.0
41576,2023-09-29 08:00:00,60.46,82.0,90.0,2349.0,36.0,302.0,249.0,0.0,94.0,162.0
41577,2023-09-29 09:00:00,61.09,82.0,88.0,2345.0,35.0,262.0,280.0,0.0,90.0,166.0
41578,2023-09-29 10:00:00,45.25,13.0,90.0,2342.0,33.0,290.0,290.0,0.0,89.0,162.0
41579,2023-09-29 11:00:00,46.94,19.0,91.0,2340.0,33.0,304.0,280.0,0.0,88.0,164.0
41580,2023-09-29 12:00:00,57.3,65.0,86.0,2338.0,32.0,263.0,249.0,0.0,84.0,163.0
41581,2023-09-29 13:00:00,64.48,84.0,98.0,2335.0,32.0,265.0,196.0,0.0,90.0,170.0
41582,2023-09-29 14:00:00,77.55,83.0,235.0,2332.0,32.0,319.0,122.0,0.0,89.0,173.0
41583,2023-09-29 15:00:00,90.78,84.0,401.0,2333.0,32.0,433.0,40.0,0.0,86.0,174.0
41584,2023-09-29 16:00:00,92.81,85.0,436.0,2343.0,32.0,483.0,2.0,0.0,87.0,172.0
41585,2023-09-29 17:00:00,94.7,84.0,475.0,2344.0,34.0,518.0,0.0,0.0,93.0,172.0
41586,2023-09-29 18:00:00,94.53,85.0,452.0,2352.0,35.0,450.0,0.0,0.0,98.0,171.0
41587,2023-09-29 19:00:00,91.17,84.0,410.0,2359.0,35.0,431.0,0.0,1.0,97.0,169.0
41588,2023-09-29 20:00:00,83.12,84.0,304.0,2363.0,34.0,365.0,0.0,1.0,101.0,163.0
41589,2023-09-29 21:00:00,65.1,84.0,86.0,2369.0,33.0,321.0,0.0,0.0,98.0,168.0
41590,2023-09-29 22:00:00,65.06,84.0,87.0,2374.0,32.0,292.0,0.0,0.0,100.0,165.0
41591,2023-09-29 23:00:00,62.97,84.0,79.0,2380.0,32.0,269.0,0.0,0.0,109.0,156.0
