Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
38640,2023-05-30 00:00:00,2024-07-17 00:00:00,3.1,592.03,1030.0,1299.0,176.0
38641,2023-05-30 01:00:00,2024-07-17 00:00:00,3.1,580.7,908.0,1353.0,166.0
38642,2023-05-30 02:00:00,2024-07-17 00:00:00,3.1,559.76,796.0,1341.0,207.0
38643,2023-05-30 03:00:00,2024-07-17 00:00:00,3.1,581.8,1021.0,1213.0,231.0
38644,2023-05-30 04:00:00,2024-07-17 00:00:00,3.1,590.17,1028.0,919.0,249.0
38645,2023-05-30 05:00:00,2024-07-17 00:00:00,3.1,572.1,805.0,770.0,243.0
38646,2023-05-30 06:00:00,2024-07-17 00:00:00,3.1,570.52,511.0,805.0,112.0
38647,2023-05-30 07:00:00,2024-07-17 00:00:00,3.1,575.43,441.0,800.0,70.0
38648,2023-05-30 08:00:00,2024-07-17 00:00:00,3.1,555.64,430.0,678.0,127.0
38649,2023-05-30 09:00:00,2024-07-17 00:00:00,3.1,542.82,446.0,669.0,166.0
38650,2023-05-30 10:00:00,2024-07-17 00:00:00,3.1,546.37,455.0,746.0,154.0
38651,2023-05-30 11:00:00,2024-07-17 00:00:00,3.1,545.36,454.0,901.0,140.0
38652,2023-05-30 12:00:00,2024-07-17 00:00:00,3.1,514.52,486.0,736.0,259.0
38653,2023-05-30 13:00:00,2024-07-17 00:00:00,3.1,539.0,613.0,800.0,252.0
38654,2023-05-30 14:00:00,2024-07-17 00:00:00,3.1,572.38,729.0,951.0,182.0
38655,2023-05-30 15:00:00,2024-07-17 00:00:00,3.1,578.01,749.0,1106.0,148.0
38656,2023-05-30 16:00:00,2024-07-17 00:00:00,3.1,593.64,891.0,1232.0,127.0
38657,2023-05-30 17:00:00,2024-07-17 00:00:00,3.1,584.26,883.0,1296.0,150.0
38658,2023-05-30 18:00:00,2024-07-17 00:00:00,3.1,554.21,854.0,1344.0,259.0
38659,2023-05-30 19:00:00,2024-07-17 00:00:00,3.1,567.67,969.0,1385.0,246.0
38660,2023-05-30 20:00:00,2024-07-17 00:00:00,3.1,564.29,1001.0,1539.0,256.0
38661,2023-05-30 21:00:00,2024-07-17 00:00:00,3.1,551.2,910.0,1587.0,273.0
38662,2023-05-30 22:00:00,2024-07-17 00:00:00,3.1,527.86,833.0,1636.0,351.0
38663,2023-05-30 23:00:00,2024-07-17 00:00:00,3.1,593.17,987.0,1679.0,87.0
