Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
35832,2023-02-02 00:00:00,2024-07-17 00:00:00,3.1,629.42,2306.0,1378.0,400.0
35833,2023-02-02 01:00:00,2024-07-17 00:00:00,3.1,613.44,2219.0,1273.0,500.0
35834,2023-02-02 02:00:00,2024-07-17 00:00:00,3.1,597.51,2210.0,1333.0,594.0
35835,2023-02-02 03:00:00,2024-07-17 00:00:00,3.1,608.91,2251.0,1336.0,529.0
35836,2023-02-02 04:00:00,2024-07-17 00:00:00,3.1,621.49,2297.0,1253.0,477.0
35837,2023-02-02 05:00:00,2024-07-17 00:00:00,3.1,620.07,2204.0,1154.0,477.0
35838,2023-02-02 06:00:00,2024-07-17 00:00:00,3.1,609.05,2159.0,1128.0,537.0
35839,2023-02-02 07:00:00,2024-07-17 00:00:00,3.1,612.27,2181.0,1173.0,515.0
35840,2023-02-02 08:00:00,2024-07-17 00:00:00,3.1,617.13,2190.0,1192.0,483.0
35841,2023-02-02 09:00:00,2024-07-17 00:00:00,3.1,628.34,2193.0,1271.0,396.0
35842,2023-02-02 10:00:00,2024-07-17 00:00:00,3.1,623.27,2223.0,1274.0,437.0
35843,2023-02-02 11:00:00,2024-07-17 00:00:00,3.1,621.95,2250.0,1349.0,438.0
35844,2023-02-02 12:00:00,2024-07-17 00:00:00,3.1,629.12,2296.0,1284.0,420.0
35845,2023-02-02 13:00:00,2024-07-17 00:00:00,3.1,639.96,2283.0,1189.0,370.0
35846,2023-02-02 14:00:00,2024-07-17 00:00:00,3.1,653.27,2285.0,1165.0,297.0
35847,2023-02-02 15:00:00,2024-07-17 00:00:00,3.1,669.71,2282.0,1146.0,208.0
35848,2023-02-02 16:00:00,2024-07-17 00:00:00,3.1,687.99,2284.0,1133.0,114.0
35849,2023-02-02 17:00:00,2024-07-17 00:00:00,3.1,670.18,2132.0,1202.0,156.0
35850,2023-02-02 18:00:00,2024-07-17 00:00:00,3.1,634.59,2072.0,1195.0,339.0
35851,2023-02-02 19:00:00,2024-07-17 00:00:00,3.1,618.11,2070.0,1234.0,428.0
35852,2023-02-02 20:00:00,2024-07-17 00:00:00,3.1,609.09,2089.0,1304.0,477.0
35853,2023-02-02 21:00:00,2024-07-17 00:00:00,3.1,615.13,2102.0,1066.0,492.0
35854,2023-02-02 22:00:00,2024-07-17 00:00:00,3.1,594.79,1940.0,1328.0,510.0
35855,2023-02-02 23:00:00,2024-07-17 00:00:00,3.1,582.46,1840.0,1198.0,571.0
