UTC time,coal,nat_gas,wind
2023-12-22 00:00:00,1661.0,1540.0,124.0
2023-12-22 01:00:00,1654.0,1612.0,83.0
2023-12-22 02:00:00,1618.0,1548.0,115.0
2023-12-22 03:00:00,1634.0,1429.0,166.0
2023-12-22 04:00:00,1632.0,1286.0,207.0
2023-12-22 05:00:00,1517.0,1164.0,200.0
2023-12-22 06:00:00,1245.0,1178.0,251.0
2023-12-22 07:00:00,1070.0,1175.0,266.0
2023-12-22 08:00:00,1090.0,1128.0,229.0
2023-12-22 09:00:00,1151.0,1181.0,179.0
2023-12-22 10:00:00,1179.0,1189.0,183.0
2023-12-22 11:00:00,1235.0,1189.0,154.0
2023-12-22 12:00:00,1447.0,1189.0,131.0
2023-12-22 13:00:00,1664.0,1187.0,119.0
2023-12-22 14:00:00,1861.0,1248.0,117.0
2023-12-22 15:00:00,2042.0,1086.0,101.0
2023-12-22 16:00:00,2106.0,1026.0,88.0
2023-12-22 17:00:00,2071.0,1245.0,87.0
2023-12-22 18:00:00,2132.0,1373.0,66.0
2023-12-22 19:00:00,2209.0,1214.0,64.0
2023-12-22 20:00:00,2203.0,1202.0,44.0
2023-12-22 21:00:00,2183.0,1198.0,41.0
2023-12-22 22:00:00,2185.0,1198.0,35.0
2023-12-22 23:00:00,2225.0,1194.0,30.0
