UTC time,coal,nat_gas,wind
2023-10-16 00:00:00,992.0,895.0,342.0
2023-10-16 01:00:00,1047.0,888.0,276.0
2023-10-16 02:00:00,1070.0,877.0,337.0
2023-10-16 03:00:00,1040.0,721.0,458.0
2023-10-16 04:00:00,878.0,692.0,539.0
2023-10-16 05:00:00,843.0,724.0,508.0
2023-10-16 06:00:00,997.0,714.0,462.0
2023-10-16 07:00:00,1000.0,752.0,468.0
2023-10-16 08:00:00,999.0,865.0,452.0
2023-10-16 09:00:00,998.0,812.0,468.0
2023-10-16 10:00:00,1003.0,850.0,482.0
2023-10-16 11:00:00,1004.0,921.0,463.0
2023-10-16 12:00:00,1048.0,906.0,439.0
2023-10-16 13:00:00,1119.0,768.0,456.0
2023-10-16 14:00:00,1119.0,886.0,367.0
2023-10-16 15:00:00,1118.0,821.0,193.0
2023-10-16 16:00:00,1129.0,827.0,169.0
2023-10-16 17:00:00,1129.0,841.0,94.0
2023-10-16 18:00:00,1150.0,781.0,106.0
2023-10-16 19:00:00,1323.0,709.0,188.0
2023-10-16 20:00:00,1447.0,739.0,219.0
2023-10-16 21:00:00,1418.0,878.0,184.0
2023-10-16 22:00:00,1500.0,752.0,127.0
2023-10-16 23:00:00,1530.0,721.0,101.0
