Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
40200,2023-08-03 00:00:00,2024-07-17 00:00:00,3.1,477.04,968.0,1476.0,243.0
40201,2023-08-03 01:00:00,2024-07-17 00:00:00,3.1,464.21,912.0,1528.0,271.0
40202,2023-08-03 02:00:00,2024-07-17 00:00:00,3.1,465.3,868.0,1483.0,246.0
40203,2023-08-03 03:00:00,2024-07-17 00:00:00,3.1,488.46,952.0,1403.0,189.0
40204,2023-08-03 04:00:00,2024-07-17 00:00:00,3.1,485.62,915.0,1239.0,222.0
40205,2023-08-03 05:00:00,2024-07-17 00:00:00,3.1,481.52,862.0,1099.0,244.0
40206,2023-08-03 06:00:00,2024-07-17 00:00:00,3.1,464.29,736.0,1225.0,220.0
40207,2023-08-03 07:00:00,2024-07-17 00:00:00,3.1,486.98,732.0,1084.0,150.0
40208,2023-08-03 08:00:00,2024-07-17 00:00:00,3.1,479.36,656.0,1210.0,108.0
40209,2023-08-03 09:00:00,2024-07-17 00:00:00,3.1,476.4,624.0,1202.0,103.0
40210,2023-08-03 10:00:00,2024-07-17 00:00:00,3.1,483.04,626.0,1115.0,98.0
40211,2023-08-03 11:00:00,2024-07-17 00:00:00,3.1,488.88,663.0,1146.0,89.0
40212,2023-08-03 12:00:00,2024-07-17 00:00:00,3.1,496.78,728.0,1053.0,117.0
40213,2023-08-03 13:00:00,2024-07-17 00:00:00,3.1,499.65,732.0,1100.0,96.0
40214,2023-08-03 14:00:00,2024-07-17 00:00:00,3.1,505.94,730.0,1167.0,53.0
40215,2023-08-03 15:00:00,2024-07-17 00:00:00,3.1,506.85,740.0,1317.0,14.0
40216,2023-08-03 16:00:00,2024-07-17 00:00:00,3.1,501.61,771.0,1468.0,12.0
40217,2023-08-03 17:00:00,2024-07-17 00:00:00,3.1,508.51,897.0,1570.0,16.0
40218,2023-08-03 18:00:00,2024-07-17 00:00:00,3.1,513.37,945.0,1597.0,8.0
40219,2023-08-03 19:00:00,2024-07-17 00:00:00,3.1,500.78,938.0,1618.0,63.0
40220,2023-08-03 20:00:00,2024-07-17 00:00:00,3.1,489.24,933.0,1778.0,83.0
40221,2023-08-03 21:00:00,2024-07-17 00:00:00,3.1,489.31,916.0,1869.0,51.0
40222,2023-08-03 22:00:00,2024-07-17 00:00:00,3.1,500.4,942.0,1810.0,17.0
40223,2023-08-03 23:00:00,2024-07-17 00:00:00,3.1,497.7,942.0,1853.0,21.0
