UTC time,coal,nat_gas,wind
2023-10-27 00:00:00,1624.0,922.0,147.0
2023-10-27 01:00:00,1610.0,907.0,211.0
2023-10-27 02:00:00,1566.0,690.0,310.0
2023-10-27 03:00:00,1560.0,601.0,420.0
2023-10-27 04:00:00,1289.0,447.0,548.0
2023-10-27 05:00:00,991.0,349.0,635.0
2023-10-27 06:00:00,972.0,165.0,640.0
2023-10-27 07:00:00,971.0,210.0,380.0
2023-10-27 08:00:00,980.0,170.0,598.0
2023-10-27 09:00:00,1071.0,205.0,566.0
2023-10-27 10:00:00,1121.0,180.0,604.0
2023-10-27 11:00:00,1202.0,380.0,508.0
2023-10-27 12:00:00,1398.0,402.0,535.0
2023-10-27 13:00:00,1402.0,336.0,621.0
2023-10-27 14:00:00,1486.0,381.0,627.0
2023-10-27 15:00:00,1523.0,388.0,615.0
2023-10-27 16:00:00,1505.0,344.0,578.0
2023-10-27 17:00:00,1492.0,345.0,599.0
2023-10-27 18:00:00,1481.0,419.0,563.0
2023-10-27 19:00:00,1538.0,536.0,510.0
2023-10-27 20:00:00,1531.0,566.0,448.0
2023-10-27 21:00:00,1528.0,500.0,457.0
2023-10-27 22:00:00,1490.0,547.0,456.0
2023-10-27 23:00:00,1486.0,666.0,371.0
