Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
35232,2023-01-08 00:00:00,2024-07-17 00:00:00,3.1,679.28,2123.0,1356.0,63.0
35233,2023-01-08 01:00:00,2024-07-17 00:00:00,3.1,675.91,2148.0,1418.0,69.0
35234,2023-01-08 02:00:00,2024-07-17 00:00:00,3.1,675.95,2121.0,1407.0,66.0
35235,2023-01-08 03:00:00,2024-07-17 00:00:00,3.1,677.19,2034.0,1349.0,57.0
35236,2023-01-08 04:00:00,2024-07-17 00:00:00,3.1,698.44,2087.0,1072.0,44.0
35237,2023-01-08 05:00:00,2024-07-17 00:00:00,3.1,707.73,2077.0,991.0,25.0
35238,2023-01-08 06:00:00,2024-07-17 00:00:00,3.1,707.41,2083.0,973.0,33.0
35239,2023-01-08 07:00:00,2024-07-17 00:00:00,3.1,709.58,2116.0,975.0,28.0
35240,2023-01-08 08:00:00,2024-07-17 00:00:00,3.1,709.38,2111.0,988.0,24.0
35241,2023-01-08 09:00:00,2024-07-17 00:00:00,3.1,711.29,2102.0,1001.0,10.0
35242,2023-01-08 10:00:00,2024-07-17 00:00:00,3.1,711.34,2069.0,1003.0,4.0
35243,2023-01-08 11:00:00,2024-07-17 00:00:00,3.1,710.91,2031.0,1003.0,0.0
35244,2023-01-08 12:00:00,2024-07-17 00:00:00,3.1,709.19,1988.0,1005.0,0.0
35245,2023-01-08 13:00:00,2024-07-17 00:00:00,3.1,705.27,1950.0,1007.0,10.0
35246,2023-01-08 14:00:00,2024-07-17 00:00:00,3.1,708.04,2075.0,1008.0,18.0
35247,2023-01-08 15:00:00,2024-07-17 00:00:00,3.1,708.78,2115.0,1005.0,22.0
35248,2023-01-08 16:00:00,2024-07-17 00:00:00,3.1,700.37,2098.0,1003.0,58.0
35249,2023-01-08 17:00:00,2024-07-17 00:00:00,3.1,708.77,2083.0,1008.0,16.0
35250,2023-01-08 18:00:00,2024-07-17 00:00:00,3.1,712.96,2103.0,997.0,4.0
35251,2023-01-08 19:00:00,2024-07-17 00:00:00,3.1,708.99,2021.0,999.0,8.0
35252,2023-01-08 20:00:00,2024-07-17 00:00:00,3.1,704.95,1923.0,997.0,10.0
35253,2023-01-08 21:00:00,2024-07-17 00:00:00,3.1,694.38,1775.0,994.0,29.0
35254,2023-01-08 22:00:00,2024-07-17 00:00:00,3.1,687.8,1714.0,995.0,44.0
35255,2023-01-08 23:00:00,2024-07-17 00:00:00,3.1,692.62,1854.0,994.0,51.0
