UTC time,coal,nat_gas,wind
2023-12-27 00:00:00,2273.0,711.0,311.0
2023-12-27 01:00:00,2199.0,711.0,275.0
2023-12-27 02:00:00,2204.0,710.0,199.0
2023-12-27 03:00:00,2107.0,710.0,179.0
2023-12-27 04:00:00,1895.0,719.0,163.0
2023-12-27 05:00:00,1797.0,719.0,145.0
2023-12-27 06:00:00,1674.0,616.0,128.0
2023-12-27 07:00:00,1616.0,620.0,145.0
2023-12-27 08:00:00,1620.0,677.0,148.0
2023-12-27 09:00:00,1615.0,549.0,225.0
2023-12-27 10:00:00,1622.0,567.0,272.0
2023-12-27 11:00:00,1618.0,605.0,367.0
2023-12-27 12:00:00,1762.0,700.0,518.0
2023-12-27 13:00:00,1683.0,745.0,617.0
2023-12-27 14:00:00,1740.0,929.0,660.0
2023-12-27 15:00:00,1964.0,958.0,630.0
2023-12-27 16:00:00,2159.0,963.0,639.0
2023-12-27 17:00:00,2225.0,964.0,646.0
2023-12-27 18:00:00,2292.0,963.0,589.0
2023-12-27 19:00:00,2181.0,962.0,567.0
2023-12-27 20:00:00,2200.0,983.0,549.0
2023-12-27 21:00:00,2200.0,995.0,493.0
2023-12-27 22:00:00,2167.0,994.0,561.0
2023-12-27 23:00:00,2144.0,995.0,616.0
