UTC time,coal,nat_gas,wind
2023-01-13 00:00:00,2048.0,1398.0,537.0
2023-01-13 01:00:00,1919.0,1386.0,630.0
2023-01-13 02:00:00,1961.0,1361.0,629.0
2023-01-13 03:00:00,1963.0,1367.0,657.0
2023-01-13 04:00:00,2023.0,1365.0,617.0
2023-01-13 05:00:00,1993.0,1367.0,538.0
2023-01-13 06:00:00,1916.0,1314.0,562.0
2023-01-13 07:00:00,1895.0,1003.0,540.0
2023-01-13 08:00:00,2015.0,1069.0,467.0
2023-01-13 09:00:00,2022.0,1072.0,454.0
2023-01-13 10:00:00,2018.0,1119.0,454.0
2023-01-13 11:00:00,2038.0,1359.0,269.0
2023-01-13 12:00:00,2042.0,1357.0,161.0
2023-01-13 13:00:00,2034.0,1227.0,230.0
2023-01-13 14:00:00,2050.0,1280.0,198.0
2023-01-13 15:00:00,2074.0,1339.0,126.0
2023-01-13 16:00:00,2071.0,1513.0,35.0
2023-01-13 17:00:00,2071.0,1487.0,5.0
2023-01-13 18:00:00,2072.0,1509.0,3.0
2023-01-13 19:00:00,2071.0,1443.0,14.0
2023-01-13 20:00:00,2069.0,1455.0,35.0
2023-01-13 21:00:00,2070.0,1429.0,18.0
2023-01-13 22:00:00,2070.0,1463.0,2.0
2023-01-13 23:00:00,2070.0,1497.0,3.0
