UTC time,coal,nat_gas,wind
2023-06-25 00:00:00,1000.0,1594.0,233.0
2023-06-25 01:00:00,1005.0,1546.0,129.0
2023-06-25 02:00:00,1004.0,1395.0,236.0
2023-06-25 03:00:00,977.0,1221.0,380.0
2023-06-25 04:00:00,949.0,1147.0,395.0
2023-06-25 05:00:00,900.0,1242.0,468.0
2023-06-25 06:00:00,866.0,1231.0,468.0
2023-06-25 07:00:00,770.0,1185.0,451.0
2023-06-25 08:00:00,599.0,1210.0,436.0
2023-06-25 09:00:00,582.0,1130.0,404.0
2023-06-25 10:00:00,570.0,1053.0,382.0
2023-06-25 11:00:00,551.0,1004.0,365.0
2023-06-25 12:00:00,541.0,1039.0,294.0
2023-06-25 13:00:00,556.0,1167.0,409.0
2023-06-25 14:00:00,746.0,1230.0,555.0
2023-06-25 15:00:00,787.0,1279.0,578.0
2023-06-25 16:00:00,780.0,1314.0,540.0
2023-06-25 17:00:00,780.0,1397.0,526.0
2023-06-25 18:00:00,794.0,1431.0,486.0
2023-06-25 19:00:00,876.0,1473.0,457.0
2023-06-25 20:00:00,883.0,1435.0,442.0
2023-06-25 21:00:00,881.0,1438.0,449.0
2023-06-25 22:00:00,892.0,1546.0,437.0
2023-06-25 23:00:00,935.0,1568.0,412.0
