UTC time,coal,nat_gas,wind
2023-02-17 00:00:00,2200.0,1466.0,360.0
2023-02-17 01:00:00,2199.0,1462.0,333.0
2023-02-17 02:00:00,2166.0,1464.0,311.0
2023-02-17 03:00:00,2080.0,1462.0,301.0
2023-02-17 04:00:00,1958.0,1444.0,287.0
2023-02-17 05:00:00,1901.0,1404.0,200.0
2023-02-17 06:00:00,1851.0,1363.0,147.0
2023-02-17 07:00:00,1675.0,1372.0,136.0
2023-02-17 08:00:00,1675.0,1365.0,115.0
2023-02-17 09:00:00,1676.0,1360.0,108.0
2023-02-17 10:00:00,1776.0,1367.0,64.0
2023-02-17 11:00:00,2013.0,1374.0,46.0
2023-02-17 12:00:00,2235.0,1554.0,18.0
2023-02-17 13:00:00,2265.0,1613.0,13.0
2023-02-17 14:00:00,2266.0,1619.0,8.0
2023-02-17 15:00:00,2250.0,1578.0,14.0
2023-02-17 16:00:00,2226.0,1534.0,65.0
2023-02-17 17:00:00,2264.0,1570.0,68.0
2023-02-17 18:00:00,2262.0,1415.0,80.0
2023-02-17 19:00:00,2132.0,1358.0,110.0
2023-02-17 20:00:00,1851.0,1358.0,137.0
2023-02-17 21:00:00,1845.0,1131.0,177.0
2023-02-17 22:00:00,1818.0,1369.0,233.0
2023-02-17 23:00:00,1493.0,1334.0,346.0
