UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-03-09 00:00:00,2024-07-17 00:00:00,3.1,3.335205228301796,282.56345396179086,279.3712483000799,0.0,0.2542860944204148,1534.89226,316.94855,2092.80856,20.34113,0.0,46.0,30.49047
2023-03-09 01:00:00,2024-07-17 00:00:00,3.1,2.68781503841753,282.0496052396667,279.66360394263427,0.0,0.0035039174760299,1584.9202,317.70526,2092.12547,21.90062,0.0,56.0,29.71243
2023-03-09 02:00:00,2024-07-17 00:00:00,3.1,2.68781503841753,282.0496052396667,279.66360394263427,0.0,0.0035039174760299,1680.27976,316.27858,2070.51826,59.95464,0.0,88.0,30.5951
2023-03-09 03:00:00,2024-07-17 00:00:00,3.1,2.68781503841753,282.0496052396667,279.66360394263427,0.0,0.0035039174760299,1765.45477,318.02963,2099.6103,61.99123,0.0,108.0,32.0617
2023-03-09 04:00:00,2024-07-17 00:00:00,3.1,2.142055052014398,283.17709453956485,279.9274965116272,11.415117872250782,0.0036896026651934,1819.49732,321.50737,2105.22437,97.56682,1.0,110.0,30.5746
2023-03-09 05:00:00,2024-07-17 00:00:00,3.1,2.142055052014398,283.17709453956485,279.9274965116272,11.415117872250782,0.0036896026651934,1873.7452,322.13694,2115.01245,167.62672,128.0,117.0,31.14651
2023-03-09 06:00:00,2024-07-17 00:00:00,3.1,2.142055052014398,283.17709453956485,279.9274965116272,11.415117872250782,0.0036896026651934,1882.30727,322.43403,2142.33834,266.123,430.0,136.0,30.51701
2023-03-09 07:00:00,2024-07-17 00:00:00,3.1,3.0472494347910515,287.0120830554509,280.1444293846912,275.11997412274826,0.0159980222951458,1856.92313,320.60334,2130.76285,315.1389,674.00001,198.0,30.53073
2023-03-09 08:00:00,2024-07-17 00:00:00,3.1,3.0472494347910515,287.0120830554509,280.1444293846912,275.11997412274826,0.0159980222951458,1814.40301,320.54621,2134.31914,329.28383,853.0,148.0,31.24293
2023-03-09 09:00:00,2024-07-17 00:00:00,3.1,3.0472494347910515,287.0120830554509,280.1444293846912,275.11997412274826,0.0159980222951458,1775.2888,320.71766,2135.21484,268.59877,970.00002,119.0,30.90405
