Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
43104,2023-12-02 00:00:00,347.52,1776.0,320.0,2120.0,103.0,0.0,409.0,21.0
43105,2023-12-02 01:00:00,342.92,1761.0,319.0,2123.0,100.0,0.0,453.0,20.0
43106,2023-12-02 02:00:00,345.17,1751.0,319.0,2121.0,102.0,0.0,407.0,19.0
43107,2023-12-02 03:00:00,348.13,1771.0,317.0,2120.0,109.0,0.0,387.0,19.0
43108,2023-12-02 04:00:00,342.56,1756.0,319.0,2121.0,151.0,0.0,404.0,20.0
43109,2023-12-02 05:00:00,345.45,1844.0,320.0,2124.0,184.0,16.0,439.0,20.0
43110,2023-12-02 06:00:00,344.54,1972.0,327.0,2122.0,193.0,228.0,441.0,20.0
43111,2023-12-02 07:00:00,337.3,1970.0,305.0,2121.0,186.0,419.0,382.0,20.0
43112,2023-12-02 08:00:00,357.85,2191.0,302.0,2122.0,159.0,458.0,345.0,20.0
43113,2023-12-02 09:00:00,361.67,2242.0,300.0,2122.0,127.0,492.0,350.0,20.0
43114,2023-12-02 10:00:00,354.51,2177.0,296.0,2122.0,152.0,490.0,356.0,20.0
43115,2023-12-02 11:00:00,336.72,1974.0,299.0,2122.0,122.0,504.0,379.0,20.0
43116,2023-12-02 12:00:00,339.21,1929.0,302.0,2121.0,123.0,329.0,430.0,21.0
43117,2023-12-02 13:00:00,330.88,1810.0,305.0,2122.0,155.0,201.0,469.0,21.0
43118,2023-12-02 14:00:00,331.53,1770.0,327.0,2122.0,184.0,33.0,531.0,21.0
43119,2023-12-02 15:00:00,346.62,2001.0,329.0,2121.0,362.0,0.0,493.0,21.0
43120,2023-12-02 16:00:00,323.3,1900.0,330.0,2122.0,634.0,0.0,469.0,21.0
43121,2023-12-02 17:00:00,344.64,1946.0,330.0,2123.0,311.0,0.0,494.0,20.0
43122,2023-12-02 18:00:00,345.15,1889.0,326.0,2123.0,202.0,0.0,508.0,20.0
43123,2023-12-02 19:00:00,337.85,1812.0,327.0,2122.0,182.0,0.0,528.0,21.0
43124,2023-12-02 20:00:00,339.57,1809.0,327.0,2122.0,170.0,0.0,509.0,21.0
43125,2023-12-02 21:00:00,336.5,1768.0,327.0,2122.0,147.0,0.0,517.0,21.0
43126,2023-12-02 22:00:00,338.64,1767.0,319.0,2123.0,129.0,0.0,496.0,21.0
43127,2023-12-02 23:00:00,336.86,1740.0,320.0,2125.0,119.0,0.0,491.0,20.0
