UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-12-22 00:00:00,1676.0,374.0,2121.0,99.0,0.0,107.0,20.0
2023-12-22 01:00:00,1660.0,374.0,2122.0,96.0,0.0,165.0,22.0
2023-12-22 02:00:00,1661.0,374.0,2124.0,96.0,0.0,250.0,21.0
2023-12-22 03:00:00,1657.0,376.0,2124.0,105.0,0.0,251.0,21.0
2023-12-22 04:00:00,1839.0,377.0,2122.0,157.0,0.0,242.0,21.0
2023-12-22 05:00:00,1934.0,375.0,2121.0,193.0,0.0,252.0,21.0
2023-12-22 06:00:00,1807.0,377.0,2121.0,219.0,46.0,283.0,20.0
2023-12-22 07:00:00,1794.0,365.0,2122.0,388.0,158.0,279.0,21.0
2023-12-22 08:00:00,1756.0,364.0,2122.0,222.0,213.0,239.0,22.0
2023-12-22 09:00:00,1774.0,359.0,2121.0,160.0,269.0,270.0,23.0
2023-12-22 10:00:00,1774.0,359.0,2122.0,155.0,368.0,223.0,21.0
2023-12-22 11:00:00,1721.0,359.0,2122.0,103.0,518.0,254.0,21.0
2023-12-22 12:00:00,1656.0,360.0,2121.0,113.0,415.0,328.0,21.0
2023-12-22 13:00:00,1723.0,362.0,2122.0,147.0,204.0,429.0,21.0
2023-12-22 14:00:00,1723.0,362.0,2122.0,259.0,21.0,397.0,21.0
2023-12-22 15:00:00,1770.0,361.0,2121.0,352.0,1.0,457.0,23.0
2023-12-22 16:00:00,1736.0,360.0,2122.0,585.0,0.0,496.0,23.0
2023-12-22 17:00:00,1745.0,362.0,2122.0,345.0,0.0,565.0,22.0
2023-12-22 18:00:00,1714.0,363.0,2120.0,238.0,0.0,583.0,23.0
2023-12-22 19:00:00,1636.0,364.0,2122.0,165.0,0.0,587.0,23.0
2023-12-22 20:00:00,1800.0,357.0,2123.0,163.0,0.0,540.0,24.0
2023-12-22 21:00:00,1816.0,359.0,2125.0,120.0,0.0,437.0,23.0
2023-12-22 22:00:00,1678.0,356.0,2124.0,97.0,0.0,525.0,23.0
2023-12-22 23:00:00,1631.0,358.0,2122.0,95.0,0.0,519.0,22.0
