Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
40032,2023-07-27 00:00:00,240.22,1103.0,160.0,1975.0,100.0,0.0,375.0,23.0
40033,2023-07-27 01:00:00,245.71,1085.0,162.0,1979.0,105.0,0.0,248.0,21.0
40034,2023-07-27 02:00:00,265.51,1231.0,166.0,1978.0,125.0,0.0,233.0,22.0
40035,2023-07-27 03:00:00,251.1,1133.0,162.0,1976.0,141.0,23.0,210.0,23.0
40036,2023-07-27 04:00:00,232.59,1114.0,164.0,1974.0,213.0,116.0,297.0,23.0
40037,2023-07-27 05:00:00,221.56,1136.0,160.0,1975.0,273.0,266.0,332.0,22.0
40038,2023-07-27 06:00:00,202.28,1103.0,159.0,1975.0,265.0,497.0,415.0,21.0
40039,2023-07-27 07:00:00,190.35,1090.0,159.0,1975.0,254.0,709.0,452.0,22.0
40040,2023-07-27 08:00:00,190.12,1067.0,154.0,1977.0,138.0,705.0,503.0,21.0
40041,2023-07-27 09:00:00,182.07,1062.0,155.0,1977.0,96.0,991.0,444.0,23.0
40042,2023-07-27 10:00:00,177.99,1055.0,156.0,1978.0,82.0,1142.0,391.0,25.0
40043,2023-07-27 11:00:00,169.74,1059.0,158.0,1978.0,99.0,1361.0,407.0,24.0
40044,2023-07-27 12:00:00,168.92,1059.0,159.0,1978.0,102.0,1385.0,407.0,23.0
40045,2023-07-27 13:00:00,172.88,1064.0,160.0,1979.0,117.0,1312.0,367.0,21.0
40046,2023-07-27 14:00:00,187.71,1084.0,167.0,1979.0,187.0,1027.0,249.0,25.0
40047,2023-07-27 15:00:00,188.98,1082.0,174.0,1977.0,491.0,632.0,313.0,23.0
40048,2023-07-27 16:00:00,204.55,1094.0,176.0,1977.0,679.0,219.0,215.0,23.0
40049,2023-07-27 17:00:00,212.05,1099.0,172.0,1978.0,813.0,24.0,129.0,24.0
40050,2023-07-27 18:00:00,225.65,1222.0,174.0,1979.0,796.0,0.0,205.0,25.0
40051,2023-07-27 19:00:00,220.67,1113.0,174.0,1979.0,589.0,0.0,246.0,24.0
40052,2023-07-27 20:00:00,220.37,1070.0,175.0,1977.0,457.0,0.0,283.0,22.0
40053,2023-07-27 21:00:00,241.41,1133.0,173.0,1977.0,204.0,0.0,324.0,21.0
40054,2023-07-27 22:00:00,256.49,1216.0,140.0,1979.0,103.0,0.0,343.0,24.0
40055,2023-07-27 23:00:00,256.69,1224.0,136.0,1980.0,100.0,0.0,356.0,24.0
