Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
40488,2023-08-15 00:00:00,2024-07-17 00:00:00,3.1,30.92,0.0,0.0,0.0,18950.0,0.0,3248.0,688.0,0.0,88.0
40489,2023-08-15 01:00:00,2024-07-17 00:00:00,3.1,31.6,0.0,0.0,0.0,18104.0,0.0,2800.0,688.0,0.0,88.0
40490,2023-08-15 02:00:00,2024-07-17 00:00:00,3.1,31.96,0.0,0.0,0.0,17789.0,0.0,2696.0,704.0,0.0,88.0
40491,2023-08-15 03:00:00,2024-07-17 00:00:00,3.1,31.9,0.0,0.0,0.0,17742.0,0.0,2664.0,692.0,0.0,88.0
40492,2023-08-15 04:00:00,2024-07-17 00:00:00,3.1,30.99,0.0,0.0,0.0,19746.0,268.0,3072.0,688.0,0.0,88.0
40493,2023-08-15 05:00:00,2024-07-17 00:00:00,3.1,31.35,0.0,0.0,0.0,20254.0,876.0,2996.0,700.0,0.0,88.0
40494,2023-08-15 06:00:00,2024-07-17 00:00:00,3.1,33.2,0.0,0.0,0.0,19826.0,2284.0,1880.0,704.0,0.0,88.0
40495,2023-08-15 07:00:00,2024-07-17 00:00:00,3.1,34.46,0.0,0.0,0.0,19977.0,4120.0,1404.0,716.0,0.0,88.0
40496,2023-08-15 08:00:00,2024-07-17 00:00:00,3.1,35.17,0.0,0.0,0.0,18943.0,5764.0,1812.0,720.0,0.0,88.0
40497,2023-08-15 09:00:00,2024-07-17 00:00:00,3.1,35.11,0.0,0.0,0.0,17901.0,6888.0,2828.0,720.0,0.0,88.0
40498,2023-08-15 10:00:00,2024-07-17 00:00:00,3.1,34.23,0.0,0.0,0.0,16506.0,7624.0,4992.0,736.0,0.0,88.0
40499,2023-08-15 11:00:00,2024-07-17 00:00:00,3.1,33.72,0.0,0.0,0.0,15640.0,7716.0,6084.0,736.0,0.0,88.0
40500,2023-08-15 12:00:00,2024-07-17 00:00:00,3.1,32.91,0.0,0.0,0.0,15865.0,7188.0,6816.0,736.0,0.0,88.0
40501,2023-08-15 13:00:00,2024-07-17 00:00:00,3.1,32.29,0.0,0.0,0.0,16923.0,6152.0,6676.0,736.0,0.0,88.0
40502,2023-08-15 14:00:00,2024-07-17 00:00:00,3.1,31.53,0.0,0.0,0.0,17493.0,4740.0,6636.0,732.0,0.0,88.0
40503,2023-08-15 15:00:00,2024-07-17 00:00:00,3.1,30.46,0.0,0.0,0.0,18691.0,3044.0,6476.0,720.0,0.0,88.0
40504,2023-08-15 16:00:00,2024-07-17 00:00:00,3.1,29.69,0.0,0.0,0.0,19956.0,1484.0,6020.0,720.0,0.0,88.0
40505,2023-08-15 17:00:00,2024-07-17 00:00:00,3.1,30.49,0.0,0.0,0.0,20840.0,484.0,3816.0,720.0,0.0,88.0
40506,2023-08-15 18:00:00,2024-07-17 00:00:00,3.1,30.86,0.0,0.0,0.0,21054.0,32.0,2900.0,716.0,0.0,88.0
40507,2023-08-15 19:00:00,2024-07-17 00:00:00,3.1,30.83,0.0,0.0,0.0,20947.0,0.0,2820.0,704.0,0.0,88.0
40508,2023-08-15 20:00:00,2024-07-17 00:00:00,3.1,31.01,0.0,0.0,0.0,20732.0,0.0,2684.0,704.0,0.0,88.0
40509,2023-08-15 21:00:00,2024-07-17 00:00:00,3.1,31.66,0.0,0.0,0.0,20640.0,0.0,1948.0,704.0,0.0,88.0
40510,2023-08-15 22:00:00,2024-07-17 00:00:00,3.1,32.31,0.0,0.0,0.0,19758.0,0.0,1736.0,720.0,0.0,88.0
40511,2023-08-15 23:00:00,2024-07-17 00:00:00,3.1,33.31,0.0,0.0,0.0,18799.0,0.0,1240.0,732.0,0.0,88.0
