Unnamed: 0,creation_time (UTC),version,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
41736,2024-07-17 00:00:00,3.1,2023-10-06 00:00:00,37.77,0.0,1472.0,0.0,8528.0,0.0,4696.0,976.0,0.0,88.0
41737,2024-07-17 00:00:00,3.1,2023-10-06 01:00:00,40.28,0.0,1562.0,0.0,8715.0,0.0,4264.0,976.0,0.0,88.0
41738,2024-07-17 00:00:00,3.1,2023-10-06 02:00:00,42.42,0.0,1620.0,0.0,8636.0,0.0,4004.0,976.0,0.0,88.0
41739,2024-07-17 00:00:00,3.1,2023-10-06 03:00:00,53.79,0.0,2114.0,0.0,8912.0,0.0,3392.0,976.0,0.0,88.0
41740,2024-07-17 00:00:00,3.1,2023-10-06 04:00:00,48.0,0.0,2066.0,0.0,11227.0,0.0,2624.0,976.0,0.0,88.0
41741,2024-07-17 00:00:00,3.1,2023-10-06 05:00:00,52.09,0.0,2445.0,0.0,12513.0,220.0,2096.0,976.0,0.0,88.0
41742,2024-07-17 00:00:00,3.1,2023-10-06 06:00:00,55.05,0.0,2613.0,0.0,12550.0,832.0,1424.0,976.0,0.0,88.0
41743,2024-07-17 00:00:00,3.1,2023-10-06 07:00:00,62.84,0.0,3001.0,0.0,11895.0,2044.0,472.0,976.0,0.0,88.0
41744,2024-07-17 00:00:00,3.1,2023-10-06 08:00:00,51.65,0.0,2553.0,0.0,12015.0,3364.0,256.0,992.0,0.0,88.0
41745,2024-07-17 00:00:00,3.1,2023-10-06 09:00:00,61.79,0.0,3045.0,0.0,10204.0,4440.0,268.0,1008.0,0.0,88.0
41746,2024-07-17 00:00:00,3.1,2023-10-06 10:00:00,51.71,0.0,2555.0,0.0,10319.0,5100.0,192.0,1008.0,0.0,88.0
41747,2024-07-17 00:00:00,3.1,2023-10-06 11:00:00,56.79,0.0,2864.0,0.0,10231.0,5220.0,152.0,996.0,0.0,88.0
41748,2024-07-17 00:00:00,3.1,2023-10-06 12:00:00,63.91,0.0,3232.0,0.0,10322.0,4712.0,156.0,992.0,0.0,88.0
41749,2024-07-17 00:00:00,3.1,2023-10-06 13:00:00,73.17,0.0,3566.0,0.0,10170.0,3712.0,188.0,1000.0,0.0,88.0
41750,2024-07-17 00:00:00,3.1,2023-10-06 14:00:00,75.67,0.0,3318.0,0.0,9911.0,2368.0,200.0,1008.0,0.0,88.0
41751,2024-07-17 00:00:00,3.1,2023-10-06 15:00:00,79.18,0.0,3309.0,0.0,10537.0,1004.0,140.0,1024.0,0.0,88.0
41752,2024-07-17 00:00:00,3.1,2023-10-06 16:00:00,72.69,0.0,3174.0,0.0,12062.0,144.0,372.0,1012.0,0.0,88.0
41753,2024-07-17 00:00:00,3.1,2023-10-06 17:00:00,67.53,0.0,3130.0,0.0,12424.0,0.0,1248.0,1008.0,0.0,88.0
41754,2024-07-17 00:00:00,3.1,2023-10-06 18:00:00,60.3,0.0,2813.0,0.0,11682.0,0.0,2508.0,1008.0,0.0,88.0
41755,2024-07-17 00:00:00,3.1,2023-10-06 19:00:00,65.35,0.0,2866.0,0.0,10000.0,0.0,3032.0,1016.0,0.0,88.0
41756,2024-07-17 00:00:00,3.1,2023-10-06 20:00:00,67.96,0.0,2800.0,0.0,9532.0,0.0,2544.0,1024.0,0.0,88.0
41757,2024-07-17 00:00:00,3.1,2023-10-06 21:00:00,57.41,0.0,2132.0,0.0,9566.0,0.0,1800.0,1036.0,0.0,88.0
41758,2024-07-17 00:00:00,3.1,2023-10-06 22:00:00,33.62,0.0,1003.0,0.0,8902.0,0.0,1512.0,1040.0,0.0,88.0
41759,2024-07-17 00:00:00,3.1,2023-10-06 23:00:00,4.38,0.0,0.0,0.0,9000.0,0.0,1436.0,1040.0,0.0,88.0
