Unnamed: 0,creation_time (UTC),version,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
43104,2024-07-17 00:00:00,3.1,2023-12-02 00:00:00,197.05,0.0,10388.0,0.0,16710.0,0.0,1228.0,992.0,0.0,88.0
43105,2024-07-17 00:00:00,3.1,2023-12-02 01:00:00,183.28,0.0,9080.0,0.0,16612.0,0.0,1340.0,992.0,0.0,88.0
43106,2024-07-17 00:00:00,3.1,2023-12-02 02:00:00,158.08,0.0,7131.0,0.0,16781.0,0.0,1604.0,992.0,0.0,88.0
43107,2024-07-17 00:00:00,3.1,2023-12-02 03:00:00,156.03,0.0,7072.0,0.0,16830.0,0.0,1800.0,992.0,0.0,88.0
43108,2024-07-17 00:00:00,3.1,2023-12-02 04:00:00,163.18,0.0,7605.0,0.0,16848.0,0.0,1668.0,988.0,0.0,88.0
43109,2024-07-17 00:00:00,3.1,2023-12-02 05:00:00,184.4,0.0,9721.0,0.0,16997.0,0.0,1928.0,976.0,0.0,88.0
43110,2024-07-17 00:00:00,3.1,2023-12-02 06:00:00,183.26,0.0,10210.0,0.0,17325.0,100.0,2612.0,976.0,0.0,88.0
43111,2024-07-17 00:00:00,3.1,2023-12-02 07:00:00,179.89,0.0,10679.0,0.0,18136.0,276.0,3208.0,976.0,0.0,88.0
43112,2024-07-17 00:00:00,3.1,2023-12-02 08:00:00,174.39,0.0,10757.0,0.0,18806.0,456.0,3724.0,976.0,0.0,88.0
43113,2024-07-17 00:00:00,3.1,2023-12-02 09:00:00,168.51,0.0,10703.0,0.0,19151.0,648.0,4452.0,992.0,0.0,88.0
43114,2024-07-17 00:00:00,3.1,2023-12-02 10:00:00,164.54,0.0,10615.0,0.0,18991.0,752.0,5256.0,976.0,0.0,88.0
43115,2024-07-17 00:00:00,3.1,2023-12-02 11:00:00,163.5,0.0,10543.0,0.0,18392.0,848.0,5824.0,976.0,0.0,88.0
43116,2024-07-17 00:00:00,3.1,2023-12-02 12:00:00,159.58,0.0,10402.0,0.0,17940.0,804.0,6924.0,976.0,0.0,88.0
43117,2024-07-17 00:00:00,3.1,2023-12-02 13:00:00,155.41,0.0,10432.0,0.0,17853.0,628.0,8272.0,960.0,0.0,88.0
43118,2024-07-17 00:00:00,3.1,2023-12-02 14:00:00,153.99,0.0,10602.0,0.0,18155.0,356.0,8968.0,928.0,0.0,88.0
43119,2024-07-17 00:00:00,3.1,2023-12-02 15:00:00,150.6,0.0,10712.0,0.0,18991.0,20.0,9672.0,912.0,0.0,88.0
43120,2024-07-17 00:00:00,3.1,2023-12-02 16:00:00,147.63,0.0,10675.0,0.0,19378.0,0.0,10120.0,912.0,0.0,88.0
43121,2024-07-17 00:00:00,3.1,2023-12-02 17:00:00,148.49,0.0,10665.0,0.0,19366.0,0.0,9864.0,936.0,0.0,88.0
43122,2024-07-17 00:00:00,3.1,2023-12-02 18:00:00,141.99,0.0,9788.0,0.0,18865.0,0.0,10028.0,956.0,0.0,88.0
43123,2024-07-17 00:00:00,3.1,2023-12-02 19:00:00,139.2,0.0,9283.0,0.0,18093.0,0.0,10216.0,972.0,0.0,88.0
43124,2024-07-17 00:00:00,3.1,2023-12-02 20:00:00,136.2,0.0,8835.0,0.0,17699.0,0.0,10232.0,976.0,0.0,88.0
43125,2024-07-17 00:00:00,3.1,2023-12-02 21:00:00,129.08,0.0,7997.0,0.0,17723.0,0.0,9940.0,988.0,0.0,88.0
43126,2024-07-17 00:00:00,3.1,2023-12-02 22:00:00,107.08,0.0,5865.0,0.0,17544.0,0.0,10016.0,992.0,0.0,88.0
43127,2024-07-17 00:00:00,3.1,2023-12-02 23:00:00,99.3,0.0,5248.0,0.0,18034.0,0.0,9884.0,976.0,0.0,88.0
