Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
37128,2023-03-28 00:00:00,2024-07-17 00:00:00,3.1,24.38,0.0,1656.0,0.0,11731.0,0.0,12440.0,1296.0,0.0,88.0
37129,2023-03-28 01:00:00,2024-07-17 00:00:00,3.1,33.32,0.0,2315.0,0.0,11689.0,0.0,11840.0,1296.0,0.0,88.0
37130,2023-03-28 02:00:00,2024-07-17 00:00:00,3.1,39.49,0.0,2856.0,0.0,11981.0,0.0,11820.0,1296.0,0.0,88.0
37131,2023-03-28 03:00:00,2024-07-17 00:00:00,3.1,45.7,0.0,3493.0,0.0,12679.0,0.0,11828.0,1300.0,0.0,88.0
37132,2023-03-28 04:00:00,2024-07-17 00:00:00,3.1,44.06,0.0,3657.0,0.0,15109.0,12.0,11688.0,1308.0,0.0,88.0
37133,2023-03-28 05:00:00,2024-07-17 00:00:00,3.1,41.02,0.0,3523.0,0.0,16428.0,128.0,11532.0,1312.0,0.0,88.0
37134,2023-03-28 06:00:00,2024-07-17 00:00:00,3.1,45.14,0.0,4095.0,0.0,16601.0,368.0,12224.0,1312.0,0.0,88.0
37135,2023-03-28 07:00:00,2024-07-17 00:00:00,3.1,58.36,0.0,5351.0,0.0,15028.0,800.0,12232.0,1296.0,0.0,88.0
37136,2023-03-28 08:00:00,2024-07-17 00:00:00,3.1,59.7,0.0,5558.0,0.0,15088.0,1248.0,12016.0,1296.0,0.0,88.0
37137,2023-03-28 09:00:00,2024-07-17 00:00:00,3.1,58.9,0.0,5330.0,0.0,15060.0,1576.0,10992.0,1296.0,0.0,88.0
37138,2023-03-28 10:00:00,2024-07-17 00:00:00,3.1,56.0,0.0,5052.0,0.0,14918.0,1796.0,11128.0,1300.0,0.0,88.0
37139,2023-03-28 11:00:00,2024-07-17 00:00:00,3.1,44.11,0.0,3797.0,0.0,14584.0,1852.0,11364.0,1312.0,0.0,88.0
37140,2023-03-28 12:00:00,2024-07-17 00:00:00,3.1,41.63,0.0,3575.0,0.0,14535.0,1796.0,11692.0,1300.0,0.0,88.0
37141,2023-03-28 13:00:00,2024-07-17 00:00:00,3.1,48.76,0.0,4288.0,0.0,13775.0,1628.0,12500.0,1296.0,0.0,88.0
37142,2023-03-28 14:00:00,2024-07-17 00:00:00,3.1,55.91,0.0,4949.0,0.0,13638.0,1292.0,12396.0,1296.0,0.0,88.0
37143,2023-03-28 15:00:00,2024-07-17 00:00:00,3.1,60.65,0.0,5385.0,0.0,14238.0,808.0,11872.0,1296.0,0.0,88.0
37144,2023-03-28 16:00:00,2024-07-17 00:00:00,3.1,61.64,0.0,5376.0,0.0,15762.0,316.0,10252.0,1296.0,0.0,88.0
37145,2023-03-28 17:00:00,2024-07-17 00:00:00,3.1,67.92,0.0,5522.0,0.0,16920.0,36.0,6964.0,1296.0,0.0,88.0
37146,2023-03-28 18:00:00,2024-07-17 00:00:00,3.1,71.25,0.0,5587.0,0.0,17212.0,0.0,5540.0,1296.0,0.0,88.0
37147,2023-03-28 19:00:00,2024-07-17 00:00:00,3.1,75.49,0.0,5524.0,0.0,16550.0,0.0,4288.0,1296.0,0.0,88.0
37148,2023-03-28 20:00:00,2024-07-17 00:00:00,3.1,82.07,0.0,5484.0,0.0,15519.0,0.0,2948.0,1300.0,0.0,88.0
37149,2023-03-28 21:00:00,2024-07-17 00:00:00,3.1,88.56,0.0,5324.0,0.0,13851.0,0.0,2252.0,1300.0,0.0,88.0
37150,2023-03-28 22:00:00,2024-07-17 00:00:00,3.1,94.0,0.0,4865.0,0.0,12290.0,0.0,1148.0,1296.0,0.0,88.0
37151,2023-03-28 23:00:00,2024-07-17 00:00:00,3.1,88.21,0.0,4102.0,0.0,11977.0,0.0,316.0,1296.0,0.0,88.0
