Unnamed: 0,creation_time (UTC),version,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
35880,2024-07-17 00:00:00,3.1,2023-02-04 00:00:00,88.07,0.0,3606.0,0.0,11376.0,0.0,12700.0,1440.0,0.0,88.0
35881,2024-07-17 00:00:00,3.1,2023-02-04 01:00:00,83.84,0.0,3367.0,0.0,11600.0,0.0,12856.0,1428.0,0.0,88.0
35882,2024-07-17 00:00:00,3.1,2023-02-04 02:00:00,88.17,0.0,3695.0,0.0,11554.0,0.0,12948.0,1424.0,0.0,88.0
35883,2024-07-17 00:00:00,3.1,2023-02-04 03:00:00,93.17,0.0,3982.0,0.0,11128.0,0.0,12912.0,1440.0,0.0,88.0
35884,2024-07-17 00:00:00,3.1,2023-02-04 04:00:00,108.34,0.0,4974.0,0.0,11779.0,0.0,11632.0,1440.0,0.0,88.0
35885,2024-07-17 00:00:00,3.1,2023-02-04 05:00:00,108.29,0.0,5293.0,0.0,12445.0,0.0,12320.0,1440.0,0.0,88.0
35886,2024-07-17 00:00:00,3.1,2023-02-04 06:00:00,118.38,0.0,6191.0,0.0,12596.0,36.0,12304.0,1440.0,0.0,88.0
35887,2024-07-17 00:00:00,3.1,2023-02-04 07:00:00,118.14,0.0,6437.0,0.0,13372.0,132.0,12484.0,1440.0,0.0,88.0
35888,2024-07-17 00:00:00,3.1,2023-02-04 08:00:00,118.49,0.0,6662.0,0.0,13747.0,348.0,12672.0,1440.0,0.0,88.0
35889,2024-07-17 00:00:00,3.1,2023-02-04 09:00:00,117.75,0.0,6749.0,0.0,13887.0,636.0,12900.0,1440.0,0.0,88.0
35890,2024-07-17 00:00:00,3.1,2023-02-04 10:00:00,117.89,0.0,6802.0,0.0,13776.0,888.0,12964.0,1440.0,0.0,88.0
35891,2024-07-17 00:00:00,3.1,2023-02-04 11:00:00,116.03,0.0,6652.0,0.0,13778.0,1024.0,12988.0,1456.0,0.0,88.0
35892,2024-07-17 00:00:00,3.1,2023-02-04 12:00:00,114.55,0.0,6405.0,0.0,13518.0,992.0,12856.0,1456.0,0.0,88.0
35893,2024-07-17 00:00:00,3.1,2023-02-04 13:00:00,115.15,0.0,6309.0,0.0,13041.0,792.0,12860.0,1456.0,0.0,88.0
35894,2024-07-17 00:00:00,3.1,2023-02-04 14:00:00,114.01,0.0,6170.0,0.0,13188.0,488.0,12800.0,1448.0,0.0,88.0
35895,2024-07-17 00:00:00,3.1,2023-02-04 15:00:00,117.87,0.0,6364.0,0.0,13454.0,172.0,12224.0,1448.0,0.0,88.0
35896,2024-07-17 00:00:00,3.1,2023-02-04 16:00:00,119.53,0.0,6490.0,0.0,14336.0,4.0,11484.0,1456.0,0.0,88.0
35897,2024-07-17 00:00:00,3.1,2023-02-04 17:00:00,120.53,0.0,6554.0,0.0,15068.0,0.0,10748.0,1456.0,0.0,88.0
35898,2024-07-17 00:00:00,3.1,2023-02-04 18:00:00,123.97,0.0,6656.0,0.0,14601.0,0.0,10460.0,1456.0,0.0,88.0
35899,2024-07-17 00:00:00,3.1,2023-02-04 19:00:00,128.66,0.0,6659.0,0.0,13632.0,0.0,10020.0,1472.0,0.0,88.0
35900,2024-07-17 00:00:00,3.1,2023-02-04 20:00:00,133.47,0.0,6627.0,0.0,13224.0,0.0,9040.0,1472.0,0.0,88.0
35901,2024-07-17 00:00:00,3.1,2023-02-04 21:00:00,134.26,0.0,6526.0,0.0,13184.0,0.0,8580.0,1460.0,0.0,88.0
35902,2024-07-17 00:00:00,3.1,2023-02-04 22:00:00,111.06,0.0,4869.0,0.0,12635.0,0.0,9700.0,1460.0,0.0,88.0
35903,2024-07-17 00:00:00,3.1,2023-02-04 23:00:00,93.5,0.0,3557.0,0.0,12141.0,0.0,9956.0,1476.0,0.0,88.0
