UTC time,coal,nat_gas,wind
2023-06-30 00:00:00,979.0,1470.0,37.0
2023-06-30 01:00:00,838.0,1441.0,95.0
2023-06-30 02:00:00,863.0,1370.0,102.0
2023-06-30 03:00:00,836.0,1327.0,141.0
2023-06-30 04:00:00,783.0,1200.0,176.0
2023-06-30 05:00:00,758.0,1154.0,217.0
2023-06-30 06:00:00,836.0,1200.0,219.0
2023-06-30 07:00:00,849.0,1191.0,238.0
2023-06-30 08:00:00,775.0,1117.0,375.0
2023-06-30 09:00:00,778.0,1174.0,392.0
2023-06-30 10:00:00,761.0,1119.0,420.0
2023-06-30 11:00:00,825.0,1189.0,295.0
2023-06-30 12:00:00,722.0,1005.0,443.0
2023-06-30 13:00:00,595.0,1038.0,580.0
2023-06-30 14:00:00,706.0,1041.0,640.0
2023-06-30 15:00:00,825.0,1059.0,508.0
2023-06-30 16:00:00,949.0,1095.0,440.0
2023-06-30 17:00:00,974.0,1285.0,320.0
2023-06-30 18:00:00,990.0,1520.0,147.0
2023-06-30 19:00:00,987.0,1555.0,48.0
2023-06-30 20:00:00,980.0,1566.0,17.0
2023-06-30 21:00:00,979.0,1659.0,13.0
2023-06-30 22:00:00,980.0,1607.0,37.0
2023-06-30 23:00:00,976.0,1575.0,57.0
