Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
39984,2023-07-25 00:00:00,2024-07-17 00:00:00,3.1,496.92,973.0,1598.0,107.0
39985,2023-07-25 01:00:00,2024-07-17 00:00:00,3.1,494.99,910.0,1573.0,90.0
39986,2023-07-25 02:00:00,2024-07-17 00:00:00,3.1,488.02,857.0,1425.0,133.0
39987,2023-07-25 03:00:00,2024-07-17 00:00:00,3.1,476.48,832.0,1316.0,201.0
39988,2023-07-25 04:00:00,2024-07-17 00:00:00,3.1,450.82,767.0,1283.0,296.0
39989,2023-07-25 05:00:00,2024-07-17 00:00:00,3.1,414.31,678.0,1241.0,433.0
39990,2023-07-25 06:00:00,2024-07-17 00:00:00,3.1,414.06,626.0,1231.0,392.0
39991,2023-07-25 07:00:00,2024-07-17 00:00:00,3.1,438.11,624.0,1206.0,271.0
39992,2023-07-25 08:00:00,2024-07-17 00:00:00,3.1,443.86,626.0,1117.0,260.0
39993,2023-07-25 09:00:00,2024-07-17 00:00:00,3.1,437.04,627.0,1104.0,294.0
39994,2023-07-25 10:00:00,2024-07-17 00:00:00,3.1,434.48,627.0,1063.0,312.0
39995,2023-07-25 11:00:00,2024-07-17 00:00:00,3.1,419.71,624.0,1114.0,374.0
39996,2023-07-25 12:00:00,2024-07-17 00:00:00,3.1,416.73,625.0,1131.0,388.0
39997,2023-07-25 13:00:00,2024-07-17 00:00:00,3.1,444.99,683.0,1249.0,273.0
39998,2023-07-25 14:00:00,2024-07-17 00:00:00,3.1,473.89,780.0,1295.0,187.0
39999,2023-07-25 15:00:00,2024-07-17 00:00:00,3.1,481.82,783.0,1336.0,142.0
40000,2023-07-25 16:00:00,2024-07-17 00:00:00,3.1,493.84,797.0,1382.0,83.0
40001,2023-07-25 17:00:00,2024-07-17 00:00:00,3.1,495.27,863.0,1543.0,71.0
40002,2023-07-25 18:00:00,2024-07-17 00:00:00,3.1,474.69,838.0,1590.0,153.0
40003,2023-07-25 19:00:00,2024-07-17 00:00:00,3.1,475.67,958.0,1637.0,209.0
40004,2023-07-25 20:00:00,2024-07-17 00:00:00,3.1,450.29,895.0,1551.0,339.0
40005,2023-07-25 21:00:00,2024-07-17 00:00:00,3.1,451.21,836.0,1512.0,300.0
40006,2023-07-25 22:00:00,2024-07-17 00:00:00,3.1,423.15,830.0,1423.0,482.0
40007,2023-07-25 23:00:00,2024-07-17 00:00:00,3.1,428.61,851.0,1426.0,463.0
