Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
42072,2023-10-20 00:00:00,2024-07-17 00:00:00,3.1,602.73,1616.0,903.0,73.0
42073,2023-10-20 01:00:00,2024-07-17 00:00:00,3.1,612.04,1614.0,888.0,39.0
42074,2023-10-20 02:00:00,2024-07-17 00:00:00,3.1,622.54,1612.0,801.0,31.0
42075,2023-10-20 03:00:00,2024-07-17 00:00:00,3.1,621.62,1614.0,853.0,14.0
42076,2023-10-20 04:00:00,2024-07-17 00:00:00,3.1,624.73,1612.0,780.0,31.0
42077,2023-10-20 05:00:00,2024-07-17 00:00:00,3.1,606.1,1538.0,792.0,82.0
42078,2023-10-20 06:00:00,2024-07-17 00:00:00,3.1,573.71,1210.0,808.0,106.0
42079,2023-10-20 07:00:00,2024-07-17 00:00:00,3.1,560.87,1081.0,737.0,133.0
42080,2023-10-20 08:00:00,2024-07-17 00:00:00,3.1,536.22,1018.0,706.0,206.0
42081,2023-10-20 09:00:00,2024-07-17 00:00:00,3.1,523.99,983.0,758.0,220.0
42082,2023-10-20 10:00:00,2024-07-17 00:00:00,3.1,525.32,1047.0,750.0,246.0
42083,2023-10-20 11:00:00,2024-07-17 00:00:00,3.1,522.34,1116.0,853.0,259.0
42084,2023-10-20 12:00:00,2024-07-17 00:00:00,3.1,563.76,1467.0,898.0,202.0
42085,2023-10-20 13:00:00,2024-07-17 00:00:00,3.1,575.75,1642.0,852.0,221.0
42086,2023-10-20 14:00:00,2024-07-17 00:00:00,3.1,572.71,1636.0,907.0,214.0
42087,2023-10-20 15:00:00,2024-07-17 00:00:00,3.1,600.37,1636.0,886.0,95.0
42088,2023-10-20 16:00:00,2024-07-17 00:00:00,3.1,617.52,1638.0,903.0,16.0
42089,2023-10-20 17:00:00,2024-07-17 00:00:00,3.1,617.89,1636.0,888.0,20.0
42090,2023-10-20 18:00:00,2024-07-17 00:00:00,3.1,612.7,1626.0,901.0,34.0
42091,2023-10-20 19:00:00,2024-07-17 00:00:00,3.1,615.8,1635.0,884.0,30.0
42092,2023-10-20 20:00:00,2024-07-17 00:00:00,3.1,617.95,1644.0,897.0,18.0
42093,2023-10-20 21:00:00,2024-07-17 00:00:00,3.1,615.82,1631.0,894.0,25.0
42094,2023-10-20 22:00:00,2024-07-17 00:00:00,3.1,607.29,1616.0,999.0,16.0
42095,2023-10-20 23:00:00,2024-07-17 00:00:00,3.1,606.03,1624.0,1008.0,20.0
