UTC time,coal,nat_gas,wind
2023-07-09 00:00:00,847.0,1606.0,58.0
2023-07-09 01:00:00,874.0,1608.0,32.0
2023-07-09 02:00:00,885.0,1468.0,31.0
2023-07-09 03:00:00,928.0,1355.0,37.0
2023-07-09 04:00:00,823.0,1264.0,89.0
2023-07-09 05:00:00,733.0,1093.0,114.0
2023-07-09 06:00:00,690.0,1166.0,127.0
2023-07-09 07:00:00,689.0,1229.0,124.0
2023-07-09 08:00:00,688.0,1169.0,107.0
2023-07-09 09:00:00,688.0,1162.0,78.0
2023-07-09 10:00:00,689.0,1170.0,34.0
2023-07-09 11:00:00,688.0,1132.0,47.0
2023-07-09 12:00:00,687.0,1048.0,108.0
2023-07-09 13:00:00,752.0,1097.0,95.0
2023-07-09 14:00:00,755.0,1175.0,38.0
2023-07-09 15:00:00,755.0,1248.0,21.0
2023-07-09 16:00:00,792.0,1326.0,11.0
2023-07-09 17:00:00,905.0,1335.0,3.0
2023-07-09 18:00:00,927.0,1394.0,19.0
2023-07-09 19:00:00,932.0,1435.0,18.0
2023-07-09 20:00:00,932.0,1434.0,19.0
2023-07-09 21:00:00,955.0,1436.0,16.0
2023-07-09 22:00:00,949.0,1431.0,8.0
2023-07-09 23:00:00,988.0,1429.0,0.0
