UTC time,coal,nat_gas,wind
2023-02-27 00:00:00,1281.0,827.0,521.0
2023-02-27 01:00:00,1301.0,838.0,524.0
2023-02-27 02:00:00,1302.0,795.0,544.0
2023-02-27 03:00:00,1181.0,782.0,527.0
2023-02-27 04:00:00,1083.0,760.0,453.0
2023-02-27 05:00:00,897.0,836.0,385.0
2023-02-27 06:00:00,762.0,730.0,473.0
2023-02-27 07:00:00,641.0,662.0,464.0
2023-02-27 08:00:00,620.0,664.0,395.0
2023-02-27 09:00:00,621.0,539.0,493.0
2023-02-27 10:00:00,622.0,499.0,604.0
2023-02-27 11:00:00,622.0,567.0,646.0
2023-02-27 12:00:00,625.0,601.0,779.0
2023-02-27 13:00:00,642.0,639.0,763.0
2023-02-27 14:00:00,743.0,687.0,749.0
2023-02-27 15:00:00,797.0,650.0,728.0
2023-02-27 16:00:00,899.0,674.0,649.0
2023-02-27 17:00:00,937.0,687.0,604.0
2023-02-27 18:00:00,1083.0,661.0,588.0
2023-02-27 19:00:00,1234.0,600.0,574.0
2023-02-27 20:00:00,1331.0,570.0,552.0
2023-02-27 21:00:00,1480.0,697.0,417.0
2023-02-27 22:00:00,1469.0,895.0,367.0
2023-02-27 23:00:00,1466.0,903.0,369.0
