UTC time,coal,nat_gas,wind
2023-05-22 00:00:00,820.0,1559.0,35.0
2023-05-22 01:00:00,739.0,1532.0,37.0
2023-05-22 02:00:00,727.0,1379.0,34.0
2023-05-22 03:00:00,745.0,1303.0,57.0
2023-05-22 04:00:00,606.0,1230.0,112.0
2023-05-22 05:00:00,454.0,1141.0,164.0
2023-05-22 06:00:00,390.0,1158.0,161.0
2023-05-22 07:00:00,332.0,1105.0,136.0
2023-05-22 08:00:00,332.0,1049.0,156.0
2023-05-22 09:00:00,330.0,1024.0,168.0
2023-05-22 10:00:00,331.0,1140.0,112.0
2023-05-22 11:00:00,449.0,1078.0,44.0
2023-05-22 12:00:00,620.0,1192.0,22.0
2023-05-22 13:00:00,704.0,1387.0,6.0
2023-05-22 14:00:00,723.0,1441.0,0.0
2023-05-22 15:00:00,724.0,1430.0,2.0
2023-05-22 16:00:00,748.0,1431.0,54.0
2023-05-22 17:00:00,720.0,1427.0,95.0
2023-05-22 18:00:00,734.0,1419.0,104.0
2023-05-22 19:00:00,748.0,1413.0,95.0
2023-05-22 20:00:00,732.0,1418.0,82.0
2023-05-22 21:00:00,788.0,1417.0,79.0
2023-05-22 22:00:00,773.0,1418.0,74.0
2023-05-22 23:00:00,791.0,1418.0,77.0
