UTC time,coal,nat_gas,wind
2023-12-17 00:00:00,1179.0,1419.0,451.0
2023-12-17 01:00:00,1315.0,1483.0,374.0
2023-12-17 02:00:00,1357.0,1496.0,283.0
2023-12-17 03:00:00,1403.0,1491.0,231.0
2023-12-17 04:00:00,1372.0,1495.0,238.0
2023-12-17 05:00:00,1195.0,1478.0,215.0
2023-12-17 06:00:00,1130.0,1474.0,69.0
2023-12-17 07:00:00,977.0,1474.0,111.0
2023-12-17 08:00:00,871.0,1476.0,118.0
2023-12-17 09:00:00,940.0,1479.0,78.0
2023-12-17 10:00:00,961.0,1472.0,85.0
2023-12-17 11:00:00,986.0,1482.0,89.0
2023-12-17 12:00:00,1025.0,1483.0,9.0
2023-12-17 13:00:00,1231.0,1478.0,39.0
2023-12-17 14:00:00,1279.0,1471.0,179.0
2023-12-17 15:00:00,1257.0,1459.0,269.0
2023-12-17 16:00:00,1188.0,1453.0,241.0
2023-12-17 17:00:00,1294.0,1472.0,208.0
2023-12-17 18:00:00,1299.0,1464.0,184.0
2023-12-17 19:00:00,1245.0,1450.0,232.0
2023-12-17 20:00:00,1110.0,1190.0,426.0
2023-12-17 21:00:00,1075.0,1218.0,378.0
2023-12-17 22:00:00,1075.0,1272.0,394.0
2023-12-17 23:00:00,1071.0,1222.0,547.0
