Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
37872,2023-04-28 00:00:00,2024-07-17 00:00:00,3.1,659.2,1391.0,1207.0,30.0
37873,2023-04-28 01:00:00,2024-07-17 00:00:00,3.1,652.66,1342.0,1207.0,44.0
37874,2023-04-28 02:00:00,2024-07-17 00:00:00,3.1,653.99,1388.0,1209.0,50.0
37875,2023-04-28 03:00:00,2024-07-17 00:00:00,3.1,650.0,1385.0,1208.0,66.0
37876,2023-04-28 04:00:00,2024-07-17 00:00:00,3.1,639.57,1287.0,1208.0,82.0
37877,2023-04-28 05:00:00,2024-07-17 00:00:00,3.1,627.8,1118.0,1161.0,89.0
37878,2023-04-28 06:00:00,2024-07-17 00:00:00,3.1,642.14,1121.0,987.0,78.0
37879,2023-04-28 07:00:00,2024-07-17 00:00:00,3.1,648.07,1056.0,935.0,53.0
37880,2023-04-28 08:00:00,2024-07-17 00:00:00,3.1,637.92,994.0,965.0,61.0
37881,2023-04-28 09:00:00,2024-07-17 00:00:00,3.1,650.5,1043.0,962.0,35.0
37882,2023-04-28 10:00:00,2024-07-17 00:00:00,3.1,659.8,1116.0,965.0,23.0
37883,2023-04-28 11:00:00,2024-07-17 00:00:00,3.1,665.77,1224.0,966.0,29.0
37884,2023-04-28 12:00:00,2024-07-17 00:00:00,3.1,668.92,1364.0,979.0,47.0
37885,2023-04-28 13:00:00,2024-07-17 00:00:00,3.1,680.0,1429.0,986.0,19.0
37886,2023-04-28 14:00:00,2024-07-17 00:00:00,3.1,665.62,1360.0,983.0,57.0
37887,2023-04-28 15:00:00,2024-07-17 00:00:00,3.1,679.89,1391.0,977.0,14.0
37888,2023-04-28 16:00:00,2024-07-17 00:00:00,3.1,679.61,1359.0,978.0,8.0
37889,2023-04-28 17:00:00,2024-07-17 00:00:00,3.1,675.2,1340.0,976.0,20.0
37890,2023-04-28 18:00:00,2024-07-17 00:00:00,3.1,671.74,1341.0,974.0,33.0
37891,2023-04-28 19:00:00,2024-07-17 00:00:00,3.1,640.43,1291.0,972.0,136.0
37892,2023-04-28 20:00:00,2024-07-17 00:00:00,3.1,575.86,1118.0,929.0,342.0
37893,2023-04-28 21:00:00,2024-07-17 00:00:00,3.1,540.34,1035.0,892.0,462.0
37894,2023-04-28 22:00:00,2024-07-17 00:00:00,3.1,533.9,1059.0,970.0,498.0
37895,2023-04-28 23:00:00,2024-07-17 00:00:00,3.1,557.65,1168.0,974.0,440.0
