UTC time,coal,nat_gas,wind
2023-12-26 00:00:00,1944.0,426.0,406.0
2023-12-26 01:00:00,1954.0,417.0,453.0
2023-12-26 02:00:00,1835.0,455.0,491.0
2023-12-26 03:00:00,1882.0,425.0,446.0
2023-12-26 04:00:00,1913.0,452.0,349.0
2023-12-26 05:00:00,1873.0,375.0,373.0
2023-12-26 06:00:00,1760.0,411.0,375.0
2023-12-26 07:00:00,1749.0,434.0,354.0
2023-12-26 08:00:00,1734.0,362.0,411.0
2023-12-26 09:00:00,1657.0,381.0,427.0
2023-12-26 10:00:00,1653.0,449.0,459.0
2023-12-26 11:00:00,1692.0,545.0,378.0
2023-12-26 12:00:00,1816.0,477.0,344.0
2023-12-26 13:00:00,1865.0,484.0,419.0
2023-12-26 14:00:00,2068.0,710.0,423.0
2023-12-26 15:00:00,2201.0,723.0,387.0
2023-12-26 16:00:00,2110.0,721.0,443.0
2023-12-26 17:00:00,2059.0,722.0,518.0
2023-12-26 18:00:00,2084.0,721.0,496.0
2023-12-26 19:00:00,2024.0,714.0,511.0
2023-12-26 20:00:00,2042.0,713.0,466.0
2023-12-26 21:00:00,2040.0,711.0,407.0
2023-12-26 22:00:00,2002.0,711.0,359.0
2023-12-26 23:00:00,2243.0,711.0,315.0
