UTC time,coal,nat_gas,wind
2023-04-17 00:00:00,721.0,487.0,519.0
2023-04-17 01:00:00,864.0,489.0,435.0
2023-04-17 02:00:00,1127.0,494.0,408.0
2023-04-17 03:00:00,1221.0,499.0,332.0
2023-04-17 04:00:00,1154.0,505.0,393.0
2023-04-17 05:00:00,1003.0,509.0,374.0
2023-04-17 06:00:00,918.0,510.0,372.0
2023-04-17 07:00:00,928.0,514.0,338.0
2023-04-17 08:00:00,1002.0,512.0,343.0
2023-04-17 09:00:00,1026.0,517.0,350.0
2023-04-17 10:00:00,1133.0,581.0,360.0
2023-04-17 11:00:00,1132.0,597.0,385.0
2023-04-17 12:00:00,1363.0,625.0,361.0
2023-04-17 13:00:00,1331.0,718.0,290.0
2023-04-17 14:00:00,1387.0,758.0,227.0
2023-04-17 15:00:00,1238.0,767.0,224.0
2023-04-17 16:00:00,1241.0,820.0,242.0
2023-04-17 17:00:00,1367.0,833.0,198.0
2023-04-17 18:00:00,1203.0,759.0,219.0
2023-04-17 19:00:00,1109.0,826.0,174.0
2023-04-17 20:00:00,993.0,897.0,153.0
2023-04-17 21:00:00,873.0,872.0,145.0
2023-04-17 22:00:00,718.0,970.0,157.0
2023-04-17 23:00:00,702.0,862.0,154.0
