UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-21 00:00:00,2024-07-17 00:00:00,3.1,5.683457665185104,296.7960099679357,283.05844493859183,600.0597709418436,0.675446545090483,548.18508,759.21293,10.86464,20.72006
2023-08-21 01:00:00,2024-07-17 00:00:00,3.1,3.3732932059367657,293.2733722807508,284.1726016505304,104.7456780502432,0.4323303352795919,638.57787,703.97865,14.3399,20.64473
2023-08-21 02:00:00,2024-07-17 00:00:00,3.1,3.3732932059367657,293.2733722807508,284.1726016505304,104.7456780502432,0.4323303352795919,545.18567,536.00506,16.92899,20.80577
2023-08-21 03:00:00,2024-07-17 00:00:00,3.1,3.3732932059367657,293.2733722807508,284.1726016505304,104.7456780502432,0.4323303352795919,545.77574,605.5137,13.0525,20.14125
2023-08-21 04:00:00,2024-07-17 00:00:00,3.1,2.5734696215552297,291.88684913726945,284.5039308817451,52.37284623818525,0.6998739528908234,600.95685,563.09271,9.88684,20.00589
2023-08-21 05:00:00,2024-07-17 00:00:00,3.1,2.5734696215552297,291.88684913726945,284.5039308817451,52.37284623818525,0.6998739528908234,592.36518,607.97942,13.9971,19.30965
2023-08-21 06:00:00,2024-07-17 00:00:00,3.1,2.5734696215552297,291.88684913726945,284.5039308817451,52.37284623818525,0.6998739528908234,513.22403,644.08996,17.49078,20.38306
2023-08-21 07:00:00,2024-07-17 00:00:00,3.1,2.3207402055638284,291.02485038954364,284.5626544124226,0.0,0.1448852365877072,544.86266,426.2544,17.27242,20.98069
2023-08-21 08:00:00,2024-07-17 00:00:00,3.1,2.3207402055638284,291.02485038954364,284.5626544124226,0.0,0.1448852365877072,523.39043,454.02435,15.45873,20.05101
2023-08-21 09:00:00,2024-07-17 00:00:00,3.1,2.3207402055638284,291.02485038954364,284.5626544124226,0.0,0.1448852365877072,489.1451,814.69304,15.78847,19.25393
2023-08-21 10:00:00,2024-07-17 00:00:00,3.1,2.2541089330305986,290.34117546149366,284.4245089768941,0.0,0.2693224324648386,509.14007,404.9786,11.85109,18.92115
2023-08-21 11:00:00,2024-07-17 00:00:00,3.1,2.2541089330305986,290.34117546149366,284.4245089768941,0.0,0.2693224324648386,534.75257,360.75907,9.67658,19.92096
2023-08-21 12:00:00,2024-07-17 00:00:00,3.1,2.2541089330305986,290.34117546149366,284.4245089768941,0.0,0.2693224324648386,455.69256,326.57604,12.66191,19.78016
2023-08-21 13:00:00,2024-07-17 00:00:00,3.1,2.6399159035903823,292.6713902242051,284.48664274582137,86.55198107696313,0.1167951877563505,469.35713,367.53766,11.68994,19.99176
2023-08-21 14:00:00,2024-07-17 00:00:00,3.1,2.6399159035903823,292.6713902242051,284.48664274582137,86.55198107696313,0.1167951877563505,453.74536,409.08859,14.11847,20.53991
2023-08-21 15:00:00,2024-07-17 00:00:00,3.1,2.6399159035903823,292.6713902242051,284.48664274582137,86.55198107696313,0.1167951877563505,450.87557,489.10565,9.85539,22.10318
2023-08-21 16:00:00,2024-07-17 00:00:00,3.1,4.080365171295642,296.3262283688157,283.35757274651667,319.2735454431207,0.2465848905857031,474.88754,464.05795,9.71037,22.85215
2023-08-21 17:00:00,2024-07-17 00:00:00,3.1,4.080365171295642,296.3262283688157,283.35757274651667,319.2735454431207,0.2465848905857031,475.5826,587.51446,7.66607,22.41256
2023-08-21 18:00:00,2024-07-17 00:00:00,3.1,4.080365171295642,296.3262283688157,283.35757274651667,319.2735454431207,0.2465848905857031,486.98708,625.5908,5.87157,22.97008
2023-08-21 19:00:00,2024-07-17 00:00:00,3.1,4.966790909616353,298.0277764104925,282.35122240365524,757.7331106580425,0.1109584861150627,555.36689,602.85797,7.82791,23.74044
2023-08-21 20:00:00,2024-07-17 00:00:00,3.1,4.966790909616353,298.0277764104925,282.35122240365524,757.7331106580425,0.1109584861150627,548.41768,727.57865,6.12963,25.45026
