Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
39912,2023-07-22 00:00:00,2024-07-17 00:00:00,3.1,168.46,866.0,841.0,167.0,28.0
39913,2023-07-22 01:00:00,2024-07-17 00:00:00,3.1,161.68,870.0,988.0,121.0,12.0
39914,2023-07-22 02:00:00,2024-07-17 00:00:00,3.1,148.85,875.0,1192.0,91.0,17.0
39915,2023-07-22 03:00:00,2024-07-17 00:00:00,3.1,159.13,901.0,1113.0,66.0,15.0
39916,2023-07-22 04:00:00,2024-07-17 00:00:00,3.1,163.63,892.0,1079.0,41.0,5.0
39917,2023-07-22 05:00:00,2024-07-17 00:00:00,3.1,159.12,867.0,1095.0,38.0,16.0
39918,2023-07-22 06:00:00,2024-07-17 00:00:00,3.1,183.71,854.0,738.0,2.0,126.0
39919,2023-07-22 07:00:00,2024-07-17 00:00:00,3.1,149.87,817.0,1063.0,0.0,137.0
39920,2023-07-22 08:00:00,2024-07-17 00:00:00,3.1,166.19,614.0,658.0,0.0,95.0
39921,2023-07-22 09:00:00,2024-07-17 00:00:00,3.1,166.07,421.0,415.0,0.0,102.0
39922,2023-07-22 10:00:00,2024-07-17 00:00:00,3.1,179.28,423.0,365.0,0.0,85.0
39923,2023-07-22 11:00:00,2024-07-17 00:00:00,3.1,178.43,421.0,364.0,0.0,88.0
39924,2023-07-22 12:00:00,2024-07-17 00:00:00,3.1,165.6,367.0,396.0,0.0,57.0
39925,2023-07-22 13:00:00,2024-07-17 00:00:00,3.1,176.15,398.0,405.0,0.0,33.0
39926,2023-07-22 14:00:00,2024-07-17 00:00:00,3.1,166.8,385.0,336.0,40.0,93.0
39927,2023-07-22 15:00:00,2024-07-17 00:00:00,3.1,156.63,334.0,236.0,53.0,166.0
39928,2023-07-22 16:00:00,2024-07-17 00:00:00,3.1,138.98,305.0,210.0,63.0,234.0
39929,2023-07-22 17:00:00,2024-07-17 00:00:00,3.1,167.15,384.0,225.0,75.0,166.0
39930,2023-07-22 18:00:00,2024-07-17 00:00:00,3.1,185.36,519.0,315.0,76.0,126.0
39931,2023-07-22 19:00:00,2024-07-17 00:00:00,3.1,176.69,542.0,403.0,114.0,76.0
39932,2023-07-22 20:00:00,2024-07-17 00:00:00,3.1,182.73,644.0,438.0,137.0,85.0
39933,2023-07-22 21:00:00,2024-07-17 00:00:00,3.1,176.07,690.0,543.0,125.0,92.0
39934,2023-07-22 22:00:00,2024-07-17 00:00:00,3.1,185.67,828.0,600.0,118.0,104.0
39935,2023-07-22 23:00:00,2024-07-17 00:00:00,3.1,194.63,859.0,545.0,102.0,127.0
