Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
36288,2023-02-21 00:00:00,2024-07-17 00:00:00,3.1,197.0,427.0,264.0,107.0,4.0
36289,2023-02-21 01:00:00,2024-07-17 00:00:00,3.1,149.81,496.0,629.0,100.0,0.0
36290,2023-02-21 02:00:00,2024-07-17 00:00:00,3.1,133.6,512.0,821.0,85.0,0.0
36291,2023-02-21 03:00:00,2024-07-17 00:00:00,3.1,133.61,507.0,791.0,106.0,0.0
36292,2023-02-21 04:00:00,2024-07-17 00:00:00,3.1,131.56,496.0,815.0,84.0,0.0
36293,2023-02-21 05:00:00,2024-07-17 00:00:00,3.1,126.62,488.0,856.0,82.0,0.0
36294,2023-02-21 06:00:00,2024-07-17 00:00:00,3.1,133.3,477.0,822.0,21.0,4.0
36295,2023-02-21 07:00:00,2024-07-17 00:00:00,3.1,174.88,475.0,503.0,19.0,8.0
36296,2023-02-21 08:00:00,2024-07-17 00:00:00,3.1,196.31,434.0,365.0,19.0,0.0
36297,2023-02-21 09:00:00,2024-07-17 00:00:00,3.1,170.93,328.0,363.0,19.0,0.0
36298,2023-02-21 10:00:00,2024-07-17 00:00:00,3.1,176.88,316.0,326.0,19.0,0.0
36299,2023-02-21 11:00:00,2024-07-17 00:00:00,3.1,179.68,287.0,285.0,19.0,0.0
36300,2023-02-21 12:00:00,2024-07-17 00:00:00,3.1,171.46,285.0,308.0,18.0,4.0
36301,2023-02-21 13:00:00,2024-07-17 00:00:00,3.1,172.4,301.0,318.0,19.0,8.0
36302,2023-02-21 14:00:00,2024-07-17 00:00:00,3.1,150.59,302.0,418.0,19.0,3.0
36303,2023-02-21 15:00:00,2024-07-17 00:00:00,3.1,135.24,318.0,520.0,25.0,7.0
36304,2023-02-21 16:00:00,2024-07-17 00:00:00,3.1,150.76,328.0,370.0,91.0,16.0
36305,2023-02-21 17:00:00,2024-07-17 00:00:00,3.1,123.65,263.0,308.0,177.0,39.0
36306,2023-02-21 18:00:00,2024-07-17 00:00:00,3.1,134.37,280.0,281.0,161.0,49.0
36307,2023-02-21 19:00:00,2024-07-17 00:00:00,3.1,157.34,293.0,159.0,133.0,104.0
36308,2023-02-21 20:00:00,2024-07-17 00:00:00,3.1,133.2,306.0,181.0,83.0,280.0
36309,2023-02-21 21:00:00,2024-07-17 00:00:00,3.1,130.13,319.0,175.0,104.0,309.0
36310,2023-02-21 22:00:00,2024-07-17 00:00:00,3.1,133.26,331.0,174.0,108.0,306.0
36311,2023-02-21 23:00:00,2024-07-17 00:00:00,3.1,125.37,329.0,182.0,152.0,308.0
