Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
42816,2023-11-20 00:00:00,2024-07-17 00:00:00,3.1,319.38,602.0,194.0,25.0,125.0
42817,2023-11-20 01:00:00,2024-07-17 00:00:00,3.1,287.34,709.0,445.0,17.0,81.0
42818,2023-11-20 02:00:00,2024-07-17 00:00:00,3.1,235.22,715.0,777.0,10.0,72.0
42819,2023-11-20 03:00:00,2024-07-17 00:00:00,3.1,248.01,721.0,554.0,10.0,204.0
42820,2023-11-20 04:00:00,2024-07-17 00:00:00,3.1,244.97,715.0,535.0,10.0,235.0
42821,2023-11-20 05:00:00,2024-07-17 00:00:00,3.1,244.06,690.0,479.0,1.0,275.0
42822,2023-11-20 06:00:00,2024-07-17 00:00:00,3.1,236.71,673.0,406.0,69.0,314.0
42823,2023-11-20 07:00:00,2024-07-17 00:00:00,3.1,264.48,628.0,237.0,1.0,333.0
42824,2023-11-20 08:00:00,2024-07-17 00:00:00,3.1,288.65,596.0,102.0,0.0,335.0
42825,2023-11-20 09:00:00,2024-07-17 00:00:00,3.1,260.86,631.0,242.0,20.0,332.0
42826,2023-11-20 10:00:00,2024-07-17 00:00:00,3.1,272.38,644.0,232.0,2.0,314.0
42827,2023-11-20 11:00:00,2024-07-17 00:00:00,3.1,279.26,673.0,233.0,0.0,307.0
42828,2023-11-20 12:00:00,2024-07-17 00:00:00,3.1,276.64,660.0,243.0,0.0,299.0
42829,2023-11-20 13:00:00,2024-07-17 00:00:00,3.1,275.5,719.0,283.0,0.0,314.0
42830,2023-11-20 14:00:00,2024-07-17 00:00:00,3.1,238.21,734.0,467.0,86.0,300.0
42831,2023-11-20 15:00:00,2024-07-17 00:00:00,3.1,249.57,747.0,444.0,84.0,261.0
42832,2023-11-20 16:00:00,2024-07-17 00:00:00,3.1,295.42,722.0,192.0,86.0,235.0
42833,2023-11-20 17:00:00,2024-07-17 00:00:00,3.1,286.58,555.0,58.0,94.0,272.0
42834,2023-11-20 18:00:00,2024-07-17 00:00:00,3.1,251.03,474.0,111.0,57.0,318.0
42835,2023-11-20 19:00:00,2024-07-17 00:00:00,3.1,244.77,452.0,105.0,55.0,328.0
42836,2023-11-20 20:00:00,2024-07-17 00:00:00,3.1,226.43,442.0,175.0,55.0,330.0
42837,2023-11-20 21:00:00,2024-07-17 00:00:00,3.1,224.3,461.0,210.0,56.0,330.0
42838,2023-11-20 22:00:00,2024-07-17 00:00:00,3.1,234.45,472.0,160.0,65.0,334.0
42839,2023-11-20 23:00:00,2024-07-17 00:00:00,3.1,229.67,472.0,171.0,83.0,331.0
