UTC time,nat_gas,hydro,solar,wind
2023-09-21 00:00:00,579.0,427.0,80.0,296.0
2023-09-21 01:00:00,745.0,641.0,69.0,149.0
2023-09-21 02:00:00,756.0,1031.0,67.0,15.0
2023-09-21 03:00:00,747.0,1109.0,11.0,12.0
2023-09-21 04:00:00,690.0,916.0,0.0,23.0
2023-09-21 05:00:00,500.0,506.0,0.0,85.0
2023-09-21 06:00:00,486.0,546.0,0.0,81.0
2023-09-21 07:00:00,502.0,386.0,0.0,141.0
2023-09-21 08:00:00,413.0,221.0,0.0,241.0
2023-09-21 09:00:00,391.0,214.0,0.0,261.0
2023-09-21 10:00:00,372.0,162.0,0.0,311.0
2023-09-21 11:00:00,416.0,146.0,0.0,309.0
2023-09-21 12:00:00,451.0,287.0,0.0,319.0
2023-09-21 13:00:00,533.0,306.0,0.0,325.0
2023-09-21 14:00:00,548.0,368.0,0.0,323.0
2023-09-21 15:00:00,502.0,205.0,65.0,312.0
2023-09-21 16:00:00,367.0,134.0,158.0,316.0
2023-09-21 17:00:00,355.0,148.0,182.0,324.0
2023-09-21 18:00:00,366.0,124.0,196.0,322.0
2023-09-21 19:00:00,408.0,145.0,182.0,322.0
2023-09-21 20:00:00,478.0,149.0,108.0,321.0
2023-09-21 21:00:00,538.0,168.0,110.0,321.0
2023-09-21 22:00:00,529.0,188.0,115.0,321.0
2023-09-21 23:00:00,543.0,202.0,154.0,320.0
