UTC time,nat_gas,hydro,solar,wind
2023-03-06 00:00:00,100.0,275.0,69.0,298.0
2023-03-06 01:00:00,165.0,476.0,60.0,300.0
2023-03-06 02:00:00,177.0,716.0,11.0,301.0
2023-03-06 03:00:00,178.0,832.0,59.0,300.0
2023-03-06 04:00:00,178.0,804.0,20.0,301.0
2023-03-06 05:00:00,153.0,775.0,0.0,300.0
2023-03-06 06:00:00,132.0,610.0,0.0,302.0
2023-03-06 07:00:00,115.0,561.0,0.0,300.0
2023-03-06 08:00:00,104.0,354.0,0.0,298.0
2023-03-06 09:00:00,116.0,456.0,0.0,285.0
2023-03-06 10:00:00,133.0,620.0,0.0,286.0
2023-03-06 11:00:00,132.0,616.0,0.0,287.0
2023-03-06 12:00:00,133.0,689.0,0.0,285.0
2023-03-06 13:00:00,130.0,765.0,0.0,296.0
2023-03-06 14:00:00,201.0,902.0,0.0,290.0
2023-03-06 15:00:00,206.0,950.0,1.0,218.0
2023-03-06 16:00:00,162.0,689.0,70.0,164.0
2023-03-06 17:00:00,94.0,464.0,174.0,128.0
2023-03-06 18:00:00,88.0,426.0,166.0,97.0
2023-03-06 19:00:00,92.0,399.0,105.0,98.0
2023-03-06 20:00:00,88.0,386.0,108.0,105.0
2023-03-06 21:00:00,92.0,362.0,93.0,124.0
2023-03-06 22:00:00,93.0,383.0,78.0,123.0
2023-03-06 23:00:00,120.0,345.0,73.0,116.0
