UTC time,nat_gas,hydro,solar,wind
2024-01-01 00:00:00,654.0,158.0,39.0,0.0
2024-01-01 01:00:00,735.0,451.0,6.0,0.0
2024-01-01 02:00:00,751.0,839.0,0.0,0.0
2024-01-01 03:00:00,752.0,921.0,82.0,0.0
2024-01-01 04:00:00,756.0,856.0,83.0,0.0
2024-01-01 05:00:00,758.0,785.0,28.0,0.0
2024-01-01 06:00:00,750.0,407.0,2.0,0.0
2024-01-01 07:00:00,755.0,414.0,0.0,4.0
2024-01-01 08:00:00,715.0,185.0,0.0,4.0
2024-01-01 09:00:00,710.0,132.0,0.0,0.0
2024-01-01 10:00:00,713.0,113.0,0.0,0.0
2024-01-01 11:00:00,714.0,104.0,0.0,0.0
2024-01-01 12:00:00,722.0,101.0,1.0,6.0
2024-01-01 13:00:00,758.0,119.0,0.0,7.0
2024-01-01 14:00:00,765.0,124.0,0.0,9.0
2024-01-01 15:00:00,762.0,149.0,0.0,22.0
2024-01-01 16:00:00,717.0,166.0,25.0,22.0
2024-01-01 17:00:00,654.0,131.0,54.0,28.0
2024-01-01 18:00:00,619.0,100.0,77.0,37.0
2024-01-01 19:00:00,552.0,83.0,82.0,60.0
2024-01-01 20:00:00,555.0,118.0,18.0,73.0
2024-01-01 21:00:00,543.0,101.0,15.0,74.0
2024-01-01 22:00:00,542.0,145.0,11.0,60.0
2024-01-01 23:00:00,556.0,70.0,64.0,61.0
