Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
40656,2023-08-22 00:00:00,2024-07-17 00:00:00,3.1,361.12,688.0,186.0,60.0,20.0
40657,2023-08-22 01:00:00,2024-07-17 00:00:00,3.1,276.76,706.0,537.0,41.0,20.0
40658,2023-08-22 02:00:00,2024-07-17 00:00:00,3.1,244.47,709.0,687.0,97.0,14.0
40659,2023-08-22 03:00:00,2024-07-17 00:00:00,3.1,238.63,737.0,782.0,90.0,0.0
40660,2023-08-22 04:00:00,2024-07-17 00:00:00,3.1,249.1,722.0,692.0,89.0,0.0
40661,2023-08-22 05:00:00,2024-07-17 00:00:00,3.1,270.12,639.0,559.0,13.0,0.0
40662,2023-08-22 06:00:00,2024-07-17 00:00:00,3.1,275.72,647.0,548.0,3.0,0.0
40663,2023-08-22 07:00:00,2024-07-17 00:00:00,3.1,268.16,673.0,543.0,0.0,65.0
40664,2023-08-22 08:00:00,2024-07-17 00:00:00,3.1,374.89,651.0,83.0,1.0,125.0
40665,2023-08-22 09:00:00,2024-07-17 00:00:00,3.1,356.22,617.0,77.0,0.0,165.0
40666,2023-08-22 10:00:00,2024-07-17 00:00:00,3.1,331.36,629.0,109.0,1.0,206.0
40667,2023-08-22 11:00:00,2024-07-17 00:00:00,3.1,356.12,671.0,98.0,0.0,166.0
40668,2023-08-22 12:00:00,2024-07-17 00:00:00,3.1,396.79,672.0,108.0,0.0,58.0
40669,2023-08-22 13:00:00,2024-07-17 00:00:00,3.1,389.08,710.0,101.0,0.0,92.0
40670,2023-08-22 14:00:00,2024-07-17 00:00:00,3.1,326.64,703.0,227.0,26.0,123.0
40671,2023-08-22 15:00:00,2024-07-17 00:00:00,3.1,371.89,638.0,139.0,55.0,25.0
40672,2023-08-22 16:00:00,2024-07-17 00:00:00,3.1,336.44,526.0,107.0,139.0,21.0
40673,2023-08-22 17:00:00,2024-07-17 00:00:00,3.1,332.45,578.0,73.0,149.0,80.0
40674,2023-08-22 18:00:00,2024-07-17 00:00:00,3.1,359.53,576.0,118.0,92.0,19.0
40675,2023-08-22 19:00:00,2024-07-17 00:00:00,3.1,371.21,580.0,94.0,99.0,11.0
40676,2023-08-22 20:00:00,2024-07-17 00:00:00,3.1,351.81,612.0,99.0,151.0,17.0
40677,2023-08-22 21:00:00,2024-07-17 00:00:00,3.1,354.67,699.0,135.0,148.0,12.0
40678,2023-08-22 22:00:00,2024-07-17 00:00:00,3.1,337.37,757.0,172.0,203.0,7.0
40679,2023-08-22 23:00:00,2024-07-17 00:00:00,3.1,317.72,768.0,265.0,193.0,6.0
