Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
40440,2023-08-13 00:00:00,2024-07-17 00:00:00,3.1,193.67,748.0,492.0,153.0,36.0
40441,2023-08-13 01:00:00,2024-07-17 00:00:00,3.1,184.65,784.0,623.0,150.0,14.0
40442,2023-08-13 02:00:00,2024-07-17 00:00:00,3.1,147.85,808.0,1004.0,105.0,105.0
40443,2023-08-13 03:00:00,2024-07-17 00:00:00,3.1,135.01,813.0,1094.0,91.0,230.0
40444,2023-08-13 04:00:00,2024-07-17 00:00:00,3.1,136.18,795.0,985.0,88.0,292.0
40445,2023-08-13 05:00:00,2024-07-17 00:00:00,3.1,160.32,812.0,765.0,45.0,252.0
40446,2023-08-13 06:00:00,2024-07-17 00:00:00,3.1,195.53,817.0,572.0,0.0,157.0
40447,2023-08-13 07:00:00,2024-07-17 00:00:00,3.1,214.07,788.0,480.0,0.0,94.0
40448,2023-08-13 08:00:00,2024-07-17 00:00:00,3.1,268.95,692.0,244.0,0.0,16.0
40449,2023-08-13 09:00:00,2024-07-17 00:00:00,3.1,271.62,693.0,224.0,0.0,27.0
40450,2023-08-13 10:00:00,2024-07-17 00:00:00,3.1,289.84,687.0,173.0,0.0,17.0
40451,2023-08-13 11:00:00,2024-07-17 00:00:00,3.1,291.35,715.0,193.0,0.0,0.0
40452,2023-08-13 12:00:00,2024-07-17 00:00:00,3.1,289.25,634.0,177.0,0.0,0.0
40453,2023-08-13 13:00:00,2024-07-17 00:00:00,3.1,273.58,488.0,171.0,1.0,0.0
40454,2023-08-13 14:00:00,2024-07-17 00:00:00,3.1,267.13,496.0,183.0,8.0,0.0
40455,2023-08-13 15:00:00,2024-07-17 00:00:00,3.1,221.13,456.0,228.0,79.0,0.0
40456,2023-08-13 16:00:00,2024-07-17 00:00:00,3.1,215.67,436.0,229.0,83.0,0.0
40457,2023-08-13 17:00:00,2024-07-17 00:00:00,3.1,227.02,470.0,199.0,97.0,0.0
40458,2023-08-13 18:00:00,2024-07-17 00:00:00,3.1,228.76,494.0,205.0,98.0,2.0
40459,2023-08-13 19:00:00,2024-07-17 00:00:00,3.1,225.67,602.0,214.0,165.0,6.0
40460,2023-08-13 20:00:00,2024-07-17 00:00:00,3.1,234.94,748.0,223.0,189.0,18.0
40461,2023-08-13 21:00:00,2024-07-17 00:00:00,3.1,209.2,804.0,247.0,182.0,189.0
40462,2023-08-13 22:00:00,2024-07-17 00:00:00,3.1,188.47,787.0,310.0,169.0,279.0
40463,2023-08-13 23:00:00,2024-07-17 00:00:00,3.1,200.5,789.0,341.0,166.0,160.0
