Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
42120,2023-10-22 00:00:00,2024-07-17 00:00:00,3.1,293.4,684.0,383.0,126.0,0.0
42121,2023-10-22 01:00:00,2024-07-17 00:00:00,3.1,211.59,695.0,980.0,58.0,0.0
42122,2023-10-22 02:00:00,2024-07-17 00:00:00,3.1,197.65,666.0,1043.0,89.0,0.0
42123,2023-10-22 03:00:00,2024-07-17 00:00:00,3.1,212.57,662.0,942.0,36.0,0.0
42124,2023-10-22 04:00:00,2024-07-17 00:00:00,3.1,237.0,654.0,702.0,83.0,0.0
42125,2023-10-22 05:00:00,2024-07-17 00:00:00,3.1,299.98,667.0,411.0,42.0,9.0
42126,2023-10-22 06:00:00,2024-07-17 00:00:00,3.1,329.33,620.0,320.0,0.0,6.0
42127,2023-10-22 07:00:00,2024-07-17 00:00:00,3.1,336.21,599.0,291.0,1.0,3.0
42128,2023-10-22 08:00:00,2024-07-17 00:00:00,3.1,384.58,715.0,208.0,0.0,1.0
42129,2023-10-22 09:00:00,2024-07-17 00:00:00,3.1,376.03,688.0,199.0,1.0,22.0
42130,2023-10-22 10:00:00,2024-07-17 00:00:00,3.1,369.64,624.0,154.0,0.0,61.0
42131,2023-10-22 11:00:00,2024-07-17 00:00:00,3.1,343.54,584.0,199.0,0.0,66.0
42132,2023-10-22 12:00:00,2024-07-17 00:00:00,3.1,352.92,584.0,207.0,0.0,35.0
42133,2023-10-22 13:00:00,2024-07-17 00:00:00,3.1,329.12,608.0,282.0,0.0,37.0
42134,2023-10-22 14:00:00,2024-07-17 00:00:00,3.1,331.12,665.0,316.0,1.0,26.0
42135,2023-10-22 15:00:00,2024-07-17 00:00:00,3.1,342.16,586.0,203.0,43.0,28.0
42136,2023-10-22 16:00:00,2024-07-17 00:00:00,3.1,301.72,464.0,160.0,114.0,47.0
42137,2023-10-22 17:00:00,2024-07-17 00:00:00,3.1,273.91,464.0,163.0,159.0,88.0
42138,2023-10-22 18:00:00,2024-07-17 00:00:00,3.1,269.81,486.0,220.0,72.0,142.0
42139,2023-10-22 19:00:00,2024-07-17 00:00:00,3.1,247.81,509.0,231.0,68.0,244.0
42140,2023-10-22 20:00:00,2024-07-17 00:00:00,3.1,251.39,534.0,220.0,57.0,273.0
42141,2023-10-22 21:00:00,2024-07-17 00:00:00,3.1,243.11,572.0,246.0,60.0,325.0
42142,2023-10-22 22:00:00,2024-07-17 00:00:00,3.1,248.99,586.0,222.0,59.0,333.0
42143,2023-10-22 23:00:00,2024-07-17 00:00:00,3.1,245.83,584.0,199.0,95.0,338.0
