UTC time,nat_gas,hydro,solar,wind
2023-06-22 00:00:00,747.0,619.0,185.0,148.0
2023-06-22 01:00:00,746.0,945.0,150.0,125.0
2023-06-22 02:00:00,754.0,1145.0,114.0,109.0
2023-06-22 03:00:00,772.0,1264.0,90.0,126.0
2023-06-22 04:00:00,741.0,1355.0,90.0,104.0
2023-06-22 05:00:00,714.0,1280.0,88.0,82.0
2023-06-22 06:00:00,667.0,955.0,8.0,64.0
2023-06-22 07:00:00,462.0,781.0,6.0,68.0
2023-06-22 08:00:00,433.0,618.0,1.0,80.0
2023-06-22 09:00:00,410.0,644.0,0.0,120.0
2023-06-22 10:00:00,402.0,534.0,0.0,132.0
2023-06-22 11:00:00,389.0,448.0,0.0,99.0
2023-06-22 12:00:00,362.0,472.0,0.0,55.0
2023-06-22 13:00:00,326.0,407.0,14.0,56.0
2023-06-22 14:00:00,301.0,550.0,49.0,127.0
2023-06-22 15:00:00,272.0,438.0,115.0,57.0
2023-06-22 16:00:00,256.0,354.0,175.0,126.0
2023-06-22 17:00:00,304.0,318.0,204.0,140.0
2023-06-22 18:00:00,311.0,324.0,128.0,136.0
2023-06-22 19:00:00,312.0,338.0,129.0,199.0
2023-06-22 20:00:00,432.0,455.0,122.0,252.0
2023-06-22 21:00:00,532.0,532.0,165.0,279.0
2023-06-22 22:00:00,620.0,576.0,197.0,279.0
2023-06-22 23:00:00,618.0,564.0,207.0,266.0
