UTC time,nat_gas,hydro,solar,wind
2023-01-13 00:00:00,501.0,137.0,18.0,81.0
2023-01-13 01:00:00,604.0,441.0,1.0,46.0
2023-01-13 02:00:00,633.0,479.0,38.0,47.0
2023-01-13 03:00:00,637.0,384.0,40.0,59.0
2023-01-13 04:00:00,624.0,267.0,40.0,57.0
2023-01-13 05:00:00,604.0,273.0,41.0,58.0
2023-01-13 06:00:00,602.0,116.0,38.0,70.0
2023-01-13 07:00:00,510.0,169.0,2.0,107.0
2023-01-13 08:00:00,381.0,206.0,0.0,68.0
2023-01-13 09:00:00,188.0,162.0,0.0,53.0
2023-01-13 10:00:00,188.0,154.0,0.0,58.0
2023-01-13 11:00:00,188.0,155.0,0.0,96.0
2023-01-13 12:00:00,187.0,188.0,0.0,97.0
2023-01-13 13:00:00,210.0,223.0,0.0,64.0
2023-01-13 14:00:00,237.0,235.0,0.0,51.0
2023-01-13 15:00:00,237.0,508.0,2.0,20.0
2023-01-13 16:00:00,229.0,365.0,59.0,40.0
2023-01-13 17:00:00,190.0,165.0,76.0,50.0
2023-01-13 18:00:00,176.0,148.0,70.0,27.0
2023-01-13 19:00:00,179.0,141.0,71.0,23.0
2023-01-13 20:00:00,167.0,142.0,72.0,10.0
2023-01-13 21:00:00,169.0,124.0,71.0,10.0
2023-01-13 22:00:00,170.0,118.0,74.0,16.0
2023-01-13 23:00:00,182.0,152.0,98.0,5.0
