UTC time,nat_gas,hydro,solar,wind
2023-02-24 00:00:00,563.0,339.0,40.0,218.0
2023-02-24 01:00:00,578.0,685.0,43.0,226.0
2023-02-24 02:00:00,600.0,864.0,6.0,212.0
2023-02-24 03:00:00,605.0,820.0,36.0,178.0
2023-02-24 04:00:00,598.0,884.0,2.0,155.0
2023-02-24 05:00:00,605.0,838.0,0.0,138.0
2023-02-24 06:00:00,594.0,742.0,0.0,239.0
2023-02-24 07:00:00,579.0,699.0,0.0,268.0
2023-02-24 08:00:00,575.0,419.0,0.0,282.0
2023-02-24 09:00:00,569.0,421.0,0.0,265.0
2023-02-24 10:00:00,567.0,395.0,0.0,295.0
2023-02-24 11:00:00,597.0,378.0,0.0,300.0
2023-02-24 12:00:00,606.0,394.0,0.0,290.0
2023-02-24 13:00:00,607.0,483.0,0.0,289.0
2023-02-24 14:00:00,611.0,548.0,0.0,261.0
2023-02-24 15:00:00,608.0,760.0,0.0,232.0
2023-02-24 16:00:00,567.0,621.0,5.0,187.0
2023-02-24 17:00:00,528.0,398.0,11.0,197.0
2023-02-24 18:00:00,534.0,304.0,21.0,197.0
2023-02-24 19:00:00,528.0,313.0,18.0,129.0
2023-02-24 20:00:00,527.0,304.0,126.0,76.0
2023-02-24 21:00:00,503.0,296.0,128.0,33.0
2023-02-24 22:00:00,500.0,266.0,23.0,87.0
2023-02-24 23:00:00,522.0,326.0,24.0,104.0
