UTC time,nat_gas,hydro,solar,wind
2023-07-09 00:00:00,793.0,468.0,186.0,190.0
2023-07-09 01:00:00,846.0,773.0,163.0,188.0
2023-07-09 02:00:00,861.0,1008.0,119.0,180.0
2023-07-09 03:00:00,868.0,1219.0,91.0,179.0
2023-07-09 04:00:00,864.0,1206.0,90.0,165.0
2023-07-09 05:00:00,802.0,895.0,85.0,121.0
2023-07-09 06:00:00,743.0,781.0,8.0,74.0
2023-07-09 07:00:00,719.0,622.0,6.0,103.0
2023-07-09 08:00:00,703.0,616.0,0.0,165.0
2023-07-09 09:00:00,688.0,467.0,0.0,223.0
2023-07-09 10:00:00,678.0,370.0,0.0,184.0
2023-07-09 11:00:00,606.0,317.0,0.0,200.0
2023-07-09 12:00:00,466.0,322.0,0.0,200.0
2023-07-09 13:00:00,483.0,341.0,0.0,179.0
2023-07-09 14:00:00,464.0,324.0,55.0,159.0
2023-07-09 15:00:00,408.0,145.0,129.0,159.0
2023-07-09 16:00:00,381.0,195.0,110.0,117.0
2023-07-09 17:00:00,399.0,195.0,114.0,161.0
2023-07-09 18:00:00,461.0,209.0,184.0,164.0
2023-07-09 19:00:00,540.0,222.0,116.0,199.0
2023-07-09 20:00:00,539.0,225.0,123.0,287.0
2023-07-09 21:00:00,540.0,256.0,202.0,299.0
2023-07-09 22:00:00,545.0,242.0,192.0,305.0
2023-07-09 23:00:00,590.0,263.0,190.0,306.0
