UTC time,nat_gas,hydro,solar,wind
2023-07-29 00:00:00,857.0,907.0,123.0,224.0
2023-07-29 01:00:00,861.0,1190.0,131.0,191.0
2023-07-29 02:00:00,873.0,1348.0,75.0,135.0
2023-07-29 03:00:00,902.0,1291.0,91.0,272.0
2023-07-29 04:00:00,892.0,1262.0,90.0,328.0
2023-07-29 05:00:00,845.0,1018.0,60.0,332.0
2023-07-29 06:00:00,836.0,810.0,9.0,286.0
2023-07-29 07:00:00,831.0,704.0,1.0,202.0
2023-07-29 08:00:00,814.0,633.0,0.0,214.0
2023-07-29 09:00:00,813.0,329.0,2.0,131.0
2023-07-29 10:00:00,801.0,348.0,1.0,110.0
2023-07-29 11:00:00,722.0,310.0,0.0,54.0
2023-07-29 12:00:00,723.0,166.0,0.0,88.0
2023-07-29 13:00:00,660.0,278.0,0.0,130.0
2023-07-29 14:00:00,498.0,377.0,0.0,94.0
2023-07-29 15:00:00,473.0,171.0,13.0,134.0
2023-07-29 16:00:00,474.0,932.0,44.0,177.0
2023-07-29 17:00:00,517.0,249.0,62.0,154.0
2023-07-29 18:00:00,564.0,333.0,65.0,108.0
2023-07-29 19:00:00,693.0,336.0,147.0,75.0
2023-07-29 20:00:00,793.0,312.0,141.0,123.0
2023-07-29 21:00:00,857.0,395.0,154.0,162.0
2023-07-29 22:00:00,865.0,555.0,163.0,152.0
2023-07-29 23:00:00,872.0,505.0,110.0,115.0
