UTC time,nat_gas,hydro,solar,wind
2023-03-04 00:00:00,379.0,183.0,187.0,0.0
2023-03-04 01:00:00,458.0,532.0,79.0,0.0
2023-03-04 02:00:00,554.0,868.0,73.0,0.0
2023-03-04 03:00:00,537.0,907.0,85.0,0.0
2023-03-04 04:00:00,533.0,897.0,61.0,0.0
2023-03-04 05:00:00,531.0,760.0,57.0,3.0
2023-03-04 06:00:00,534.0,677.0,9.0,10.0
2023-03-04 07:00:00,444.0,634.0,2.0,36.0
2023-03-04 08:00:00,320.0,450.0,0.0,57.0
2023-03-04 09:00:00,158.0,425.0,0.0,60.0
2023-03-04 10:00:00,158.0,374.0,0.0,64.0
2023-03-04 11:00:00,154.0,312.0,0.0,52.0
2023-03-04 12:00:00,160.0,328.0,0.0,90.0
2023-03-04 13:00:00,159.0,411.0,0.0,73.0
2023-03-04 14:00:00,174.0,521.0,0.0,92.0
2023-03-04 15:00:00,168.0,386.0,15.0,190.0
2023-03-04 16:00:00,64.0,320.0,91.0,245.0
2023-03-04 17:00:00,49.0,361.0,177.0,294.0
2023-03-04 18:00:00,49.0,163.0,192.0,299.0
2023-03-04 19:00:00,47.0,189.0,163.0,297.0
2023-03-04 20:00:00,47.0,137.0,149.0,301.0
2023-03-04 21:00:00,47.0,128.0,106.0,301.0
2023-03-04 22:00:00,48.0,128.0,104.0,298.0
2023-03-04 23:00:00,49.0,132.0,575.0,299.0
